date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2015-08-25,gld,36243,36243,15.69,15.25,4005938,3956286,0,-49652,
2015-08-25,tlt,44732,44732,16.48,15.95,4206155,4138584,0,-67571,
2015-08-25,cash,0,0,0.0,68.8,25,17850698,0,17850673,
2015-10-28,spy,0,0,0.0,0.0,0,0,0,0,daily
2015-10-28,qqq,0,86687,0.0,35.15,0,9153585,86687,9153585,daily
2015-10-28,gld,36243,35002,15.54,14.89,4047618,3877521,-1241,-170097,daily
2015-10-28,tlt,44732,42054,15.95,14.94,4156181,3891645,-2678,-264536,daily
2015-10-28,cash,0,0,68.51,35.02,17850698,9119024,0,-8731674,daily
2015-11-03,spy,0,51350,0.0,35.12,0,9103759,51350,9103759,monthly
2015-11-03,qqq,86687,85605,35.44,35.18,9200952,9117820,-1082,-83132,monthly
2015-11-03,gld,35002,35865,14.64,14.8,3800867,3836837,863,35970,monthly
2015-11-03,tlt,42054,42637,14.79,14.9,3840913,3862230,583,21317,monthly
2015-11-03,cash,0,0,35.12,0.0,9119024,218,0,-9118806,monthly
2016-01-11,spy,51350,0,34.21,0.0,8329820,0,-51350,-8329820,
2016-01-11,qqq,85605,85605,33.97,34.12,8270941,8296383,0,25442,
2016-01-11,gld,35865,35865,15.57,15.45,3790213,3756500,0,-33713,
2016-01-11,tlt,42637,42637,16.25,16.09,3955817,3912526,0,-43291,
2016-01-11,cash,0,0,0.0,34.35,218,8352214,0,8351996,
2016-01-14,spy,0,0,0.0,0.0,0,0,0,0,
2016-01-14,qqq,85605,0,33.46,0.0,8103154,0,-85605,-8103154,
2016-01-14,gld,35865,35865,15.51,15.31,3755782,3694812,0,-60970,
2016-01-14,tlt,42637,42637,16.55,16.46,4008086,3970566,0,-37520,
2016-01-14,cash,0,0,34.49,68.23,8352214,16462770,0,8110556,
2016-02-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2016-02-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2016-02-02,gld,35865,33876,15.88,14.96,3875213,3661656,-1989,-213557,monthly
2016-02-02,tlt,42637,38393,16.67,15.25,4069662,3732564,-4244,-337098,monthly
2016-02-02,cash,0,0,67.45,69.79,16462770,17085210,0,622440,monthly
2016-04-04,spy,0,49332,0.0,34.9,0,8644338,49332,8644338,monthly
2016-04-04,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2016-04-04,gld,33876,31858,15.95,14.94,3961120,3700306,-2018,-260814,monthly
2016-04-04,tlt,38393,37691,15.28,15.05,3795603,3728485,-702,-67118,monthly
2016-04-04,cash,0,0,68.78,35.1,17085210,8694541,0,-8390669,monthly
2016-04-05,spy,49332,49471,34.9,34.71,8644338,8582116,139,-62222,daily
2016-04-05,qqq,0,85035,0.0,34.88,0,8626068,85035,8626068,daily
2016-04-05,gld,31858,31983,14.94,15.22,3700306,3763119,125,62813,daily
2016-04-05,tlt,37691,37558,15.05,15.19,3728485,3755961,-133,27476,daily
2016-04-05,cash,0,0,35.1,0.0,8694541,143,0,-8694398,daily
2016-12-02,spy,49471,47374,36.55,34.92,9323387,8932653,-2097,-390734,monthly
2016-12-02,qqq,85035,82566,36.04,34.98,9195510,8946301,-2469,-249209,monthly
2016-12-02,gld,31983,34294,13.98,15.04,3567383,3845729,2311,278346,monthly
2016-12-02,tlt,37558,41929,13.43,15.06,3425430,3852104,4371,426674,monthly
2016-12-02,cash,0,0,0.0,0.0,143,11,0,-132,monthly
2017-11-02,spy,47374,47849,34.65,35.02,10681952,10793248,475,111296,monthly
2017-11-02,qqq,82566,74966,38.53,34.92,11878325,10764393,-7600,-1113932,monthly
2017-11-02,gld,34294,38163,13.47,15.0,4153346,4624974,3869,471628,monthly
2017-11-02,tlt,41929,47109,13.34,15.06,4113289,4641831,5180,528542,monthly
2017-11-02,cash,0,0,0.0,0.0,11,103,0,92,monthly
2018-08-02,spy,47849,46925,35.68,34.99,11929137,11762504,-924,-166633,monthly
2018-08-02,qqq,74966,69379,37.79,35.25,12632711,11850308,-5587,-782403,monthly
2018-08-02,gld,38163,43534,13.14,14.83,4394087,4985513,5371,591426,monthly
2018-08-02,tlt,47109,52771,13.38,14.93,4474406,5019376,5662,544970,monthly
2018-08-02,cash,0,0,0.0,0.0,103,49,0,-54,monthly
2018-11-21,spy,46925,46925,35.07,35.01,11051296,11088954,0,37658,
2018-11-21,qqq,69379,0,33.4,0.0,10524647,0,-69379,-10524647,
2018-11-21,gld,43534,43534,15.98,15.93,5035577,5043849,0,8272,
2018-11-21,tlt,52771,52771,15.56,15.47,4902043,4900340,0,-1703,
2018-11-21,cash,0,0,0.0,33.59,49,10637501,0,10637452,
2018-12-18,spy,46925,0,33.87,0.0,10684763,0,-46925,-10684763,
2018-12-18,qqq,0,0,0.0,0.0,0,0,0,0,
2018-12-18,gld,43534,43534,16.27,16.26,5131352,5143542,0,12190,
2018-12-18,tlt,52771,52771,16.13,16.19,5088929,5119406,0,30477,
2018-12-18,cash,0,0,33.72,67.55,10637501,21366968,0,10729467,
2019-01-03,spy,0,0,0.0,0.0,0,0,0,0,monthly
2019-01-03,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2019-01-03,gld,43534,39413,16.57,15.09,5281980,4825333,-4121,-456647,monthly
2019-01-03,tlt,52771,48252,16.4,15.12,5228558,4835215,-4519,-393343,monthly
2019-01-03,cash,0,0,67.03,69.79,21366968,22314229,0,947261,monthly
2019-02-22,spy,0,44744,0.0,34.97,0,11201941,44744,11201941,daily
2019-02-22,qqq,0,0,0.0,0.0,0,0,0,0,daily
2019-02-22,gld,39413,38366,15.41,15.03,4928595,4814933,-1047,-113662,daily
2019-02-22,tlt,48252,48826,14.82,15.06,4740622,4825597,574,84975,daily
2019-02-22,cash,0,0,69.77,34.94,22314229,11194323,0,-11119906,daily
2019-02-28,spy,44744,44675,35.05,35.03,11204351,11166235,-69,-38116,daily
2019-02-28,qqq,0,67430,0.0,35.02,0,11162522,67430,11162522,daily
2019-02-28,gld,38366,38450,14.97,14.96,4783856,4767415,84,-16441,daily
