entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days_used,asset_id,trade_type,holding_days
2019-01-17,2020-04-02,122.884997,150.746397,2022,56336,0.2267,3,gld,rebalance,441
2019-01-17,2020-06-02,122.884997,163.398329,2779,112587,0.3297,3,gld,rebalance,502
2020-06-02,2020-09-02,283.410646,327.371233,1131,49719,0.1551,3,spy,rebalance,92
2018-12-26,2021-02-08,106.3055,125.678359,23912,463244,0.1822,3,tlt,signal,775
2019-01-17,2021-03-01,123.053083,162.540909,35808,1413980,0.3209,3,gld,signal,774
2020-06-02,2021-05-21,283.410646,389.241581,5426,574239,0.3734,3,spy,rebalance,353
2020-06-02,2021-08-06,283.410646,414.149927,1818,237684,0.4613,3,spy,rebalance,430
2021-08-06,2022-02-11,127.466748,117.808454,29682,-286677,-0.0758,3,tlt,signal,189
2020-06-02,2022-05-02,283.410646,389.822975,63808,6789958,0.3755,3,spy,signal,699
2021-05-21,2022-07-07,176.2217,161.942703,44870,-640699,-0.081,3,gld,signal,412
2023-01-06,2023-02-07,172.275275,173.198841,294,272,0.0054,3,gld,rebalance,32
2023-02-07,2023-12-20,394.211622,461.138272,1898,127027,0.1698,3,spy,rebalance,316
2023-02-07,2024-04-02,394.211622,505.787025,964,107559,0.283,3,spy,rebalance,420
2023-01-06,2024-04-02,173.054247,208.442797,506,17907,0.2045,3,gld,rebalance,452
2023-12-20,2024-04-16,89.943813,80.932673,51860,-467318,-0.1002,3,tlt,signal,118
2023-01-06,2024-08-07,173.054247,221.274182,2099,101214,0.2786,3,gld,rebalance,579
2023-02-07,2024-11-04,395.003901,560.968711,273,45308,0.4202,3,spy,rebalance,636
2023-01-06,2024-11-04,173.054247,252.560047,1843,146529,0.4594,3,gld,rebalance,668
2024-08-07,2024-12-30,89.600091,83.239137,56712,-360742,-0.071,3,tlt,signal,145
2023-01-06,2025-04-02,173.054247,287.415159,4148,474369,0.6608,3,gld,rebalance,817
2023-02-07,2025-04-07,399.370682,483.511633,62377,5248460,0.2107,3,spy,signal,790
2023-01-06,2025-05-02,173.054247,299.269503,3931,496152,0.7293,3,gld,rebalance,847
2023-01-06,2025-05-16,173.054247,291.742135,52,6172,0.6858,3,gld,rebalance,861
2025-05-16,2025-09-16,587.903839,655.72464,375,25433,0.1154,3,spy,rebalance,123
2023-01-06,2025-09-16,173.054247,339.069726,745,123682,0.9593,3,gld,rebalance,984
2023-01-06,2026-01-05,173.054247,405.170845,2853,662229,1.3413,3,gld,rebalance,1095
2023-01-06,2026-03-03,173.054247,471.411497,4061,1211629,1.7241,3,gld,rebalance,1152
