이평기간,버퍼존,유지일,조정기간(월),수익률,CAGR,MDD,거래수,승률,최종자본
250,0.05,5,12,1202.52,10.0,-95.76,13,53.85,130252013.66
150,0.01,1,8,1198.83,9.98,-94.66,40,35.0,129883064.69
100,0.01,3,0,1198.33,9.98,-83.02,64,40.62,129833333.49
100,0.01,4,10,1194.57,9.97,-92.7,42,38.1,129456815.71
100,0.03,4,12,1194.38,9.97,-92.82,27,48.15,129437690.56
100,0.02,3,0,1185.55,9.94,-92.35,44,43.18,128555027.04
100,0.01,0,4,1182.18,9.93,-88.68,62,41.94,128217944.81
100,0.02,1,8,1179.77,9.92,-90.19,39,41.03,127977304.12
100,0.01,3,10,1176.17,9.91,-91.81,43,34.88,127616730.58
100,0.01,4,12,1166.39,9.88,-91.32,39,38.46,126639331.9
100,0.01,3,8,1165.7,9.88,-90.96,45,40.0,126569676.79
100,0.01,3,4,1165.48,9.88,-90.41,50,46.0,126547750.72
100,0.02,2,10,1163.88,9.87,-90.96,37,37.84,126387683.25
100,0.02,0,8,1134.58,9.78,-91.55,43,39.53,123458263.73
100,0.02,4,12,1128.87,9.76,-91.28,33,36.36,122887105.72
150,0.02,2,0,1126.52,9.75,-93.71,37,32.43,122652148.51
100,0.03,1,12,1112.92,9.71,-92.11,31,41.94,121292310.27
150,0.02,1,0,1112.03,9.7,-95.37,38,36.84,121202522.32
150,0.03,0,0,1098.88,9.66,-96.88,32,34.38,119887703.42
100,0.04,3,4,1083.8,9.61,-95.05,25,48.0,118380357.63
100,0.02,4,10,1074.78,9.58,-88.99,35,37.14,117477836.94
150,0.01,3,0,1064.18,9.54,-90.84,45,31.11,116417615.14
150,0.02,0,10,1060.56,9.53,-96.75,34,32.35,116056257.93
150,0.01,2,6,1053.56,9.5,-93.22,38,39.47,115356207.9
100,0.01,1,12,1046.66,9.48,-89.84,43,39.53,114665845.27
100,0.03,5,0,1045.51,9.47,-91.29,33,39.39,114550685.59
100,0.04,3,2,1045.4,9.47,-95.29,26,46.15,114539902.88
100,0.02,3,2,1039.74,9.45,-94.57,43,44.19,113973524.03
150,0.01,1,6,1020.04,9.38,-94.66,41,34.15,112003656.52
150,0.02,0,8,1019.04,9.38,-96.75,35,34.29,111903966.08
150,0.01,1,0,1014.06,9.36,-96.19,54,27.78,111405618.95
100,0.03,3,10,1008.4,9.34,-92.23,30,43.33,110839717.49
100,0.01,2,10,1006.06,9.33,-90.16,45,37.78,110605799.91
150,0.02,0,12,997.45,9.3,-96.75,34,32.35,109745426.79
100,0.01,5,12,995.45,9.29,-91.39,38,42.11,109545189.62
100,0.02,3,12,986.9,9.26,-91.84,35,37.14,108689900.45
100,0.01,2,6,983.99,9.25,-91.95,49,44.9,108399489.33
100,0.01,2,12,948.3,9.11,-89.29,43,39.53,104829824.5
150,0.01,0,10,942.34,9.09,-97.24,43,32.56,104234399.01
100,0.01,4,6,937.78,9.07,-90.22,47,42.55,103778259.76
100,0.02,3,10,933.36,9.05,-89.44,37,37.84,103336094.96
100,0.01,3,2,929.97,9.04,-89.59,55,45.45,102996653.76
100,0.01,3,6,928.55,9.04,-92.18,48,43.75,102855293.67
100,0.01,2,2,926.93,9.03,-86.73,57,43.86,102693249.84
150,0.01,0,0,893.1,8.89,-97.51,65,27.69,99310344.37
100,0.03,4,8,891.82,8.89,-93.01,30,43.33,99181780.07
150,0.02,1,2,890.32,8.88,-95.05,35,40.0,99032315.68
150,0.02,0,2,888.57,8.88,-97.28,39,35.9,98856753.2
150,0.02,2,2,881.09,8.84,-93.74,34,35.29,98108749.53
100,0.02,5,0,867.59,8.79,-92.62,41,36.59,96758840.45
150,0.01,3,10,863.15,8.77,-94.04,35,37.14,96315240.76
100,0.01,2,0,860.46,8.76,-85.48,68,36.76,96045763.64
100,0.02,5,10,860.14,8.76,-90.58,34,35.29,96014208.55
100,0.01,5,10,851.81,8.72,-92.27,41,41.46,95180713.22
100,0.03,5,2,851.06,8.72,-91.58,32,40.62,95106115.24
100,0.02,1,12,848.45,8.71,-93.1,37,37.84,94845061.89
100,0.01,5,6,826.42,8.61,-89.13,46,45.65,92642332.64
100,0.02,1,10,815.21,8.56,-90.19,39,41.03,91520719.28
150,0.01,2,12,768.11,8.35,-93.23,35,37.14,86811005.1
100,0.01,4,2,752.61,8.28,-92.7,52,44.23,85261284.61
100,0.01,2,8,735.83,8.2,-92.67,48,45.83,83582543.48
100,0.01,5,2,717.59,8.11,-90.6,52,44.23,81759478.16
100,0.01,4,8,706.97,8.06,-92.37,45,40.0,80696954.67
100,0.03,5,12,697.63,8.01,-94.2,27,44.44,79763387.19
100,0.03,2,12,667.69,7.86,-93.3,30,43.33,76768501.7
100,0.01,2,4,659.11,7.81,-91.53,52,44.23,75910501.21
100,0.03,2,10,639.04,7.71,-93.05,31,41.94,73904476.78
100,0.01,5,8,635.47,7.69,-91.92,44,43.18,73546664.53
100,0.03,5,6,617.62,7.59,-94.61,30,40.0,71761555.75
100,0.03,5,4,603.05,7.51,-93.5,31,41.94,70305082.9
150,0.02,0,0,583.12,7.39,-97.81,46,30.43,68312192.8
150,0.01,1,10,568.9,7.31,-96.15,40,32.5,66889763.43
150,0.01,2,10,540.6,7.14,-95.54,37,37.84,64059863.25
150,0.01,0,12,493.44,6.83,-97.72,42,30.95,59344113.0
100,0.03,5,8,382.65,6.02,-95.72,30,36.67,48264915.16
150,0.01,1,12,378.67,5.98,-96.55,39,30.77,47866656.77
100,0.03,4,10,311.81,5.39,-94.74,30,40.0,41181496.24
100,0.03,5,10,163.99,3.67,-96.77,30,36.67,26398628.09
