Date,equity,cash,rebalanced,tqqq_value,tqqq_weight,tqqq_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2010-04-01,16569410,2707105,False,11105805,0.6703,buy,2756500,0.1664,buy,0,0.0,sell,-0.7
2010-04-05,16877717,3313922,True,10234212,0.6064,buy,3329583,0.1973,buy,0,0.0,sell,0.0
2010-04-06,16959862,3313922,False,10312153,0.608,buy,3333787,0.1966,buy,0,0.0,sell,0.0
2010-04-07,16945478,3313922,False,10253931,0.6051,buy,3377625,0.1993,buy,0,0.0,sell,-0.08
2010-04-08,16987018,3313922,False,10290667,0.6058,buy,3382429,0.1991,buy,0,0.0,sell,0.0
2010-04-09,17202152,3313922,False,10476075,0.609,buy,3412155,0.1984,buy,0,0.0,sell,0.0
2010-04-12,17225378,3313922,False,10518218,0.6106,buy,3393238,0.197,buy,0,0.0,sell,0.0
2010-04-13,17374356,3313922,False,10676804,0.6145,buy,3383630,0.1947,buy,0,0.0,sell,0.0
2010-04-14,17760825,3313922,False,11053064,0.6223,buy,3393839,0.1911,buy,0,0.0,sell,0.0
2010-04-15,17927284,3313922,False,11200907,0.6248,buy,3412455,0.1903,buy,0,0.0,sell,0.0
2010-04-16,17456202,3313922,False,10802188,0.6188,buy,3340092,0.1913,buy,0,0.0,sell,-2.63
2010-04-19,17436520,3313922,False,10785208,0.6185,buy,3337390,0.1914,buy,0,0.0,sell,-2.74
2010-04-20,17605280,3313922,False,10944660,0.6217,buy,3346698,0.1901,buy,0,0.0,sell,-1.8
2010-04-21,17823420,3313922,False,11137278,0.6249,buy,3372220,0.1892,buy,0,0.0,sell,-0.58
2010-04-22,17974203,3313922,False,11302173,0.6288,buy,3358108,0.1868,buy,0,0.0,sell,0.0
2010-04-23,18164348,3313922,False,11451783,0.6305,buy,3398643,0.1871,buy,0,0.0,sell,0.0
2010-04-26,18066021,3313922,False,11366668,0.6292,buy,3385432,0.1874,buy,0,0.0,sell,-0.54
2010-04-27,17420926,3313922,False,10665124,0.6122,buy,3441880,0.1976,buy,0,0.0,sell,-4.09
2010-04-28,17436409,3313922,False,10690215,0.6131,buy,3432272,0.1968,buy,0,0.0,sell,-4.01
2010-04-29,17981170,3313922,False,11235876,0.6249,buy,3431371,0.1908,buy,0,0.0,sell,-1.01
2010-04-30,17351493,3313922,False,10573772,0.6094,buy,3463799,0.1996,buy,0,0.0,sell,-4.48
2010-05-03,17794417,3313922,False,11005586,0.6185,buy,3474909,0.1953,buy,0,0.0,sell,-2.04
2010-05-04,16795626,3313922,False,10032617,0.5973,buy,3449087,0.2054,buy,0,0.0,sell,-7.54
2010-05-05,16637372,3313922,False,9867758,0.5931,buy,3455692,0.2077,buy,0,0.0,sell,-8.41
2010-05-06,15772765,3313922,False,8901062,0.5643,buy,3557781,0.2256,buy,0,0.0,sell,-13.17
2010-05-07,15118403,3313922,False,8253306,0.5459,buy,3551175,0.2349,buy,0,0.0,sell,-16.77
2010-05-10,16328367,3313922,False,9484288,0.5808,buy,3530157,0.2162,buy,0,0.0,sell,-10.11
2010-05-11,16414911,3313922,False,9478051,0.5774,buy,3622937,0.2207,buy,0,0.0,sell,-9.63
2010-05-12,16947822,3313922,False,9988744,0.5894,buy,3645156,0.2151,buy,0,0.0,sell,-6.7
2010-05-13,16471031,3313922,False,9537174,0.579,buy,3619934,0.2198,buy,0,0.0,sell,-9.32
2010-05-14,15878459,3313922,False,8950307,0.5637,buy,3614230,0.2276,buy,0,0.0,sell,-12.58
2010-05-17,15969118,3313922,False,9071293,0.5681,buy,3583903,0.2244,buy,0,0.0,sell,-12.09
2010-05-18,15626287,3313922,False,8724559,0.5583,buy,3587807,0.2296,buy,0,0.0,sell,-13.97
2010-05-19,15310158,3313922,False,8494304,0.5548,buy,3501932,0.2287,buy,0,0.0,buy,-15.71
2010-05-20,14399116,2,True,8295020,0.5761,buy,3038136,0.211,buy,3065959,0.2129,buy,-20.73
2010-05-21,14450206,2,False,8359253,0.5785,buy,3021875,0.2091,buy,3069076,0.2124,buy,-20.45
2010-05-24,14551221,2,False,8428382,0.5792,buy,3064363,0.2106,buy,3058475,0.2102,buy,-19.89
2010-05-25,14520409,2,False,8368966,0.5764,buy,3078001,0.212,buy,3073440,0.2117,buy,-20.06
2010-05-26,14281898,2,False,8110076,0.5679,buy,3107113,0.2176,buy,3064707,0.2146,buy,-21.37
2010-05-27,15096134,2,False,8988070,0.5954,buy,3112883,0.2062,buy,2995179,0.1984,buy,-16.89
2010-05-28,14989228,2,False,8862463,0.5913,buy,3117866,0.208,buy,3008897,0.2007,buy,-17.48
2010-06-01,14792132,2,False,8617203,0.5826,buy,3144880,0.2126,buy,3030047,0.2048,buy,-18.57
2010-06-02,15366351,2,False,9223617,0.6002,buy,3141470,0.2044,buy,3001263,0.1953,buy,-15.4
2010-06-03,15536144,2,False,9463041,0.6091,buy,3093737,0.1991,buy,2979364,0.1918,buy,-14.47
2010-06-04,14714061,2,False,8528609,0.5796,buy,3125996,0.2124,buy,3059454,0.2079,buy,-18.99
2010-06-07,14303412,2,False,8034171,0.5617,buy,3186318,0.2228,buy,3082921,0.2155,buy,-21.26
2010-06-08,14230422,2,False,7989365,0.5614,buy,3173467,0.223,buy,3067588,0.2156,buy,-21.66
2010-06-09,14039271,2,False,7813194,0.5565,buy,3161927,0.2252,buy,3064147,0.2183,buy,-22.71
2010-06-10,14591063,2,False,8461438,0.5799,buy,3120226,0.2138,buy,3009396,0.2062,buy,-19.67
2010-06-11,14877486,2,False,8682415,0.5836,buy,3147502,0.2116,buy,3047567,0.2048,buy,-18.1
2010-06-14,14855948,2,False,8687272,0.5848,buy,3136749,0.2111,buy,3031925,0.2041,buy,-18.21
2010-06-15,15514541,2,False,9321925,0.6009,buy,3173205,0.2045,buy,3019410,0.1946,buy,-14.59
2010-06-16,15702281,2,False,9509767,0.6056,buy,3155895,0.201,buy,3036617,0.1934,buy,-13.55
2010-06-17,15863580,2,False,9605176,0.6055,buy,3197071,0.2015,buy,3061331,0.193,buy,-12.67
2010-06-18,15909210,2,False,9631418,0.6054,buy,3221462,0.2025,buy,3056327,0.1921,buy,-12.42
2010-06-21,15583400,2,False,9378363,0.6018,buy,3157469,0.2026,buy,3047567,0.1956,buy,-14.21
2010-06-22,15425575,2,False,9156446,0.5936,buy,3185269,0.2065,buy,3083858,0.1999,buy,-15.08
2010-06-23,15310794,2,False,9033816,0.59,buy,3172156,0.2072,buy,3104820,0.2028,buy,-15.71
2010-06-24,14863479,2,False,8595779,0.5783,buy,3181335,0.214,buy,3086363,0.2076,buy,-18.17
2010-06-25,14908447,2,False,8589943,0.5762,buy,3219627,0.216,buy,3098875,0.2079,buy,-17.92
2010-06-28,14816820,2,False,8513020,0.5746,buy,3175827,0.2143,buy,3127970,0.2111,buy,-18.43
2010-06-29,13905661,2,False,7563038,0.5439,buy,3180548,0.2287,buy,3162072,0.2274,buy,-23.45
2010-06-30,13563925,2,False,7189273,0.53,buy,3191301,0.2353,buy,3183348,0.2347,buy,-25.33
2010-07-01,13377185,2,False,7119204,0.5322,buy,3069608,0.2295,buy,3188370,0.2383,buy,-26.35
2010-07-02,13338837,0,True,7977320,0.5981,buy,2711407,0.2033,buy,2650111,0.1987,buy,-26.57
2010-07-06,13357010,0,False,8018977,0.6004,buy,2666098,0.1996,buy,2671934,0.2,buy,-26.47
2010-07-07,14111416,0,False,8776755,0.622,buy,2694016,0.1909,buy,2640645,0.1871,buy,-22.31
2010-07-08,14230782,0,False,8924851,0.6272,buy,2682116,0.1885,buy,2623815,0.1844,buy,-21.66
2010-07-09,14492146,0,False,9174884,0.6331,buy,2708432,0.1869,buy,2608830,0.18,buy,-20.22
2010-07-12,14571942,0,False,9279072,0.6368,buy,2685091,0.1843,buy,2607779,0.179,buy,-19.78
2010-07-13,14889911,0,False,9596048,0.6445,buy,2708432,0.1819,buy,2585430,0.1736,buy,-18.03
2010-07-14,15068045,0,False,9749528,0.647,buy,2707059,0.1797,buy,2611458,0.1733,buy,-17.05
2010-07-15,15126499,0,False,9783551,0.6468,buy,2705457,0.1789,buy,2637491,0.1744,buy,-16.72
2010-07-16,14316250,0,False,8996119,0.6284,buy,2669760,0.1865,buy,2650372,0.1851,buy,-21.18
2010-07-19,14481343,0,False,9199022,0.6352,buy,2648250,0.1829,buy,2634070,0.1819,buy,-20.28
2010-07-20,14796972,0,False,9489654,0.6413,buy,2669302,0.1804,buy,2638016,0.1783,buy,-18.54
2010-07-21,14491031,0,False,9157321,0.6319,buy,2650996,0.1829,buy,2682714,0.1851,buy,-20.22
2010-07-22,15100564,0,False,9774769,0.6473,buy,2674107,0.1771,buy,2651687,0.1756,buy,-16.87
2010-07-23,15309256,0,False,10029215,0.6551,buy,2656487,0.1735,buy,2623553,0.1714,buy,-15.72
2010-07-26,15512167,0,False,10249638,0.6607,buy,2643444,0.1704,buy,2619085,0.1688,buy,-14.6
2010-07-27,15438724,0,False,10247432,0.6637,buy,2597449,0.1682,buy,2593843,0.168,buy,-15.01
2010-07-28,15243838,0,False,10037953,0.6585,buy,2603628,0.1708,buy,2602257,0.1707,buy,-16.08
2010-07-29,15015630,0,False,9798864,0.6526,buy,2615298,0.1742,buy,2601468,0.1733,buy,-17.33
2010-07-30,15150525,0,False,9865807,0.6512,buy,2642758,0.1744,buy,2641961,0.1744,buy,-16.59
2010-08-02,15645360,0,False,10396587,0.6645,buy,2643902,0.169,buy,2604871,0.1665,buy,-13.87
2010-08-03,15566833,98,True,9285284,0.5965,buy,3138341,0.2016,buy,3143109,0.2019,buy,-14.3
2010-08-04,15830705,98,False,9553455,0.6035,buy,3158093,0.1995,buy,3119058,0.197,buy,-12.85
2010-08-05,15795910,98,False,9497065,0.6012,buy,3165128,0.2004,buy,3133619,0.1984,buy,-13.04
2010-08-06,15808833,98,False,9452542,0.5979,buy,3188397,0.2017,buy,3167795,0.2004,buy,-12.97
2010-08-09,15950483,98,False,9617809,0.603,buy,3176492,0.1991,buy,3156083,0.1979,buy,-12.19
2010-08-10,15762164,98,False,9413914,0.5972,buy,3185421,0.2021,buy,3162732,0.2007,buy,-13.22
2010-08-11,15019136,98,False,8639032,0.5752,buy,3174868,0.2114,buy,3205137,0.2134,buy,-17.32
2010-08-12,14806396,98,False,8395512,0.567,buy,3213560,0.217,buy,3197226,0.2159,buy,-18.49
2010-08-13,14678201,98,False,8228254,0.5606,buy,3212748,0.2189,buy,3237101,0.2205,buy,-19.19
2010-08-16,14832515,98,False,8274768,0.5579,buy,3239535,0.2184,buy,3318114,0.2237,buy,-18.34
2010-08-17,15128831,98,False,8589531,0.5678,buy,3240076,0.2142,buy,3299126,0.2181,buy,-16.71
2010-08-18,15227588,98,False,8666709,0.5691,buy,3252793,0.2136,buy,3307988,0.2172,buy,-16.17
2010-08-19,14965065,98,False,8348003,0.5578,buy,3257392,0.2177,buy,3359571,0.2245,buy,-17.61
2010-08-20,14921232,98,False,8319330,0.5575,buy,3246028,0.2175,buy,3355775,0.2249,buy,-17.85
2010-08-23,14687142,98,False,8089749,0.5508,buy,3240887,0.2207,buy,3356407,0.2285,buy,-19.14
2010-08-24,14292452,98,False,7625568,0.5335,buy,3256581,0.2279,buy,3410205,0.2386,buy,-21.32
2010-08-25,14537059,98,False,7854194,0.5403,buy,3283638,0.2259,buy,3399130,0.2338,buy,-19.97
2010-08-26,14301855,98,False,7597851,0.5312,buy,3272815,0.2288,buy,3431091,0.2399,buy,-21.26
2010-08-27,14457418,98,False,7849216,0.5429,buy,3274168,0.2265,buy,3333936,0.2306,buy,-20.41
2010-08-30,14264327,98,False,7594904,0.5324,buy,3271462,0.2293,buy,3397863,0.2382,buy,-21.47
2010-08-31,14296009,98,False,7557271,0.5286,buy,3303119,0.2311,buy,3435521,0.2403,buy,-21.3
2010-09-01,14893261,0,True,9252253,0.6212,buy,2849006,0.1913,buy,2792002,0.1875,buy,-18.01
2010-09-02,15195355,0,False,9569800,0.6298,buy,2863054,0.1884,buy,2762501,0.1818,buy,-16.35
2010-09-03,15638457,0,False,10057211,0.6431,buy,2852986,0.1824,buy,2728259,0.1745,buy,-13.91
2010-09-07,15469110,0,False,9812359,0.6343,buy,2872652,0.1857,buy,2784099,0.18,buy,-14.84
2010-09-08,15793828,0,False,10158967,0.6432,buy,2872886,0.1819,buy,2761975,0.1749,buy,-13.05
2010-09-09,15840902,0,False,10287488,0.6494,buy,2845963,0.1797,buy,2707451,0.1709,buy,-12.79
2010-09-10,15943212,0,False,10398196,0.6522,buy,2849943,0.1788,buy,2695073,0.169,buy,-12.23
2010-09-13,16412156,0,False,10856546,0.6615,buy,2847368,0.1735,buy,2708242,0.165,buy,-9.65
2010-09-14,16631938,0,False,10994065,0.661,buy,2903556,0.1746,buy,2734317,0.1644,buy,-8.44
2010-09-15,16776190,0,False,11180752,0.6665,buy,2901683,0.173,buy,2693755,0.1606,buy,-7.64
2010-09-16,16923413,0,False,11338424,0.67,buy,2917837,0.1724,buy,2667151,0.1576,buy,-6.83
2010-09-17,17054111,144,True,10282541,0.6029,buy,3379268,0.1981,buy,3392158,0.1989,buy,-6.11
2010-09-20,17618442,144,False,10818237,0.614,buy,3388223,0.1923,buy,3411838,0.1937,buy,-3.01
2010-09-21,17662645,144,False,10784128,0.6106,buy,3419155,0.1936,buy,3459217,0.1958,buy,-2.76
2010-09-22,17647686,144,False,10732984,0.6082,buy,3424311,0.194,buy,3490247,0.1978,buy,-2.84
2010-09-23,17628278,144,False,10700853,0.607,buy,3427024,0.1944,buy,3500256,0.1986,buy,-2.95
2010-09-24,18197748,144,False,11306786,0.6213,buy,3437607,0.1889,buy,3453211,0.1898,buy,0.0
2010-09-27,18129206,144,False,11177373,0.6165,buy,3438421,0.1897,buy,3513268,0.1938,buy,-0.38
2010-09-28,18211983,144,False,11205468,0.6153,buy,3469082,0.1905,buy,3537289,0.1942,buy,0.0
2010-09-29,18109757,144,False,11115209,0.6138,buy,3471795,0.1917,buy,3522607,0.1945,buy,-0.56
2010-09-30,17955814,144,False,10964685,0.6106,buy,3470710,0.1933,buy,3520275,0.1961,buy,-1.41
2010-10-01,17931866,144,False,10930616,0.6096,buy,3497844,0.1951,buy,3503262,0.1954,buy,-1.54
2010-10-04,17549458,144,False,10551378,0.6012,buy,3485634,0.1986,buy,3512302,0.2001,buy,-3.64
2010-10-05,18382531,144,False,11336899,0.6167,buy,3554283,0.1934,buy,3491205,0.1899,buy,0.0
2010-10-06,18159713,144,False,11047960,0.6084,buy,3576532,0.1969,buy,3535076,0.1947,buy,-1.21
2010-10-07,18199511,144,False,11156302,0.613,buy,3537459,0.1944,buy,3505605,0.1926,buy,-1.0
2010-10-08,18443826,144,False,11381019,0.6171,buy,3572463,0.1937,buy,3490200,0.1892,buy,0.0
2010-10-11,18484680,144,False,11404109,0.6169,buy,3589557,0.1942,buy,3490870,0.1889,buy,0.0
2010-10-12,18677980,144,False,11640855,0.6232,buy,3580603,0.1917,buy,3456377,0.1851,buy,0.0
2010-10-13,19012760,144,False,11923740,0.6271,buy,3637856,0.1913,buy,3451021,0.1815,buy,0.0
2010-10-14,18913435,144,False,11857539,0.6269,buy,3656306,0.1933,buy,3399445,0.1797,buy,-0.52
2010-10-15,19599253,144,False,12613917,0.6436,buy,3627273,0.1851,buy,3357919,0.1713,buy,0.0
2010-10-18,19642660,144,False,12613917,0.6422,buy,3643553,0.1855,buy,3385045,0.1723,buy,0.0
2010-10-19,19048350,144,False,12112329,0.6359,buy,3530405,0.1853,buy,3405472,0.1788,buy,-3.03
2010-10-20,19340396,144,False,12364172,0.6393,buy,3563237,0.1842,buy,3412842,0.1765,buy,-1.54
2010-10-21,19335898,144,False,12450394,0.6439,buy,3513039,0.1817,buy,3372321,0.1744,buy,-1.56
2010-10-22,19608488,144,False,12693155,0.6473,buy,3520094,0.1795,buy,3395095,0.1731,buy,-0.17
2010-10-25,19841216,144,False,12885781,0.6494,buy,3550484,0.1789,buy,3404807,0.1716,buy,0.0
2010-10-26,19866672,144,False,12963001,0.6525,buy,3551298,0.1788,buy,3352228,0.1687,buy,0.0
2010-10-27,19933749,144,False,13096451,0.657,buy,3514396,0.1763,buy,3322758,0.1667,buy,0.0
2010-10-28,20064701,144,False,13171693,0.6565,buy,3561066,0.1775,buy,3331797,0.1661,buy,0.0
2010-10-29,20070080,144,False,13108480,0.6531,buy,3598511,0.1793,buy,3362944,0.1676,buy,0.0
2010-11-01,20066719,144,False,13138593,0.6547,buy,3579517,0.1784,buy,3348465,0.1669,buy,-0.02
2010-11-02,20514711,127,True,12428240,0.6058,buy,4027564,0.1963,buy,4058781,0.1978,buy,0.0
2010-11-03,20583539,127,False,12607833,0.6125,buy,3999597,0.1943,buy,3975982,0.1932,buy,0.0
2010-11-04,21196792,127,False,13054556,0.6159,buy,4135176,0.1951,buy,4006933,0.189,buy,0.0
2010-11-05,21154338,127,False,13070196,0.6178,buy,4145816,0.196,buy,3938199,0.1862,buy,-0.2
2010-11-08,21247753,127,False,13103365,0.6167,buy,4188374,0.1971,buy,3955887,0.1862,buy,0.0
2010-11-09,20882081,127,False,12891492,0.6173,buy,4121800,0.1974,buy,3868662,0.1853,buy,-1.72
2010-11-10,21134591,127,False,13088615,0.6193,buy,4171959,0.1974,buy,3873891,0.1833,buy,-0.53
2010-11-11,20925212,127,False,12868477,0.615,buy,4184726,0.2,buy,3871881,0.185,buy,-1.52
2010-11-12,20128807,127,False,12213661,0.6068,buy,4064042,0.2019,buy,3850976,0.1913,buy,-5.27
2010-11-15,19879027,127,False,12082876,0.6078,buy,4025436,0.2025,buy,3770589,0.1897,buy,-6.44
2010-11-16,19329005,127,False,11483279,0.5941,buy,3981357,0.206,buy,3864241,0.1999,buy,-9.03
2010-11-17,19398428,127,False,11591940,0.5976,buy,3963422,0.2043,buy,3842939,0.1981,buy,-8.7
2010-11-18,20004902,127,False,12130758,0.6064,buy,4015404,0.2007,buy,3858614,0.1929,buy,-5.85
2010-11-19,20060500,127,False,12159294,0.6061,buy,4018748,0.2003,buy,3882332,0.1935,buy,-5.59
2010-11-22,20436423,127,False,12479827,0.6107,buy,4057658,0.1986,buy,3898810,0.1908,buy,-3.82
2010-11-23,19894543,127,False,11890385,0.5977,buy,4085930,0.2054,buy,3918101,0.1969,buy,-6.37
2010-11-24,20512048,127,False,12584819,0.6135,buy,4078938,0.1989,buy,3848164,0.1876,buy,-3.46
2010-11-26,20453784,127,False,12505621,0.6114,buy,4046411,0.1978,buy,3901624,0.1908,buy,-3.74
2010-11-29,20325231,127,False,12331550,0.6067,buy,4058570,0.1997,buy,3934984,0.1936,buy,-4.34
2010-11-30,19934979,127,False,11862738,0.5951,buy,4116633,0.2065,buy,3955481,0.1984,buy,-6.18
2010-12-01,20600160,127,False,12617061,0.6125,buy,4115417,0.1998,buy,3867555,0.1877,buy,-3.05
2010-12-02,20967731,127,False,13000189,0.62,buy,4109945,0.196,buy,3857470,0.184,buy,-1.32
2010-12-03,21133425,127,False,13108887,0.6203,buy,4197190,0.1986,buy,3827221,0.1811,buy,-0.54
2010-12-06,21196037,127,False,13085835,0.6174,buy,4228805,0.1995,buy,3881270,0.1831,buy,-0.24
2010-12-07,21045614,127,False,13097843,0.6224,buy,4149464,0.1972,buy,3798180,0.1805,buy,-0.95
2010-12-08,21138377,127,False,13279289,0.6282,buy,4097481,0.1938,buy,3761480,0.1779,buy,-0.51
2010-12-09,21188351,127,False,13293076,0.6274,buy,4115112,0.1942,buy,3780035,0.1784,buy,-0.28
2010-12-10,21445637,127,False,13572139,0.6329,buy,4116329,0.1919,buy,3757042,0.1752,buy,0.0
2010-12-13,21319887,127,False,13412817,0.6291,buy,4135784,0.194,buy,3771159,0.1769,buy,-0.59
2010-12-14,21325171,127,False,13469000,0.6316,buy,4139736,0.1941,buy,3716308,0.1743,buy,-0.56
2010-12-15,21094546,127,False,13331766,0.632,buy,4094745,0.1941,buy,3667907,0.1739,sell,-1.64
2010-12-16,21338280,3660650,False,13609940,0.6378,buy,4067690,0.1906,buy,0,0.0,sell,-0.5
2010-12-17,21391569,3660650,False,13651373,0.6382,buy,4079546,0.1907,buy,0,0.0,sell,-0.25
2010-12-20,21456033,3660650,False,13688174,0.638,buy,4107209,0.1914,buy,0,0.0,sell,0.0
2010-12-21,21688076,3660650,False,13913834,0.6415,buy,4113593,0.1897,buy,0,0.0,sell,0.0
2010-12-22,21694618,3660650,False,13928583,0.642,buy,4105385,0.1892,buy,0,0.0,sell,0.0
2010-12-23,21576845,3660650,False,13822666,0.6406,buy,4093529,0.1897,buy,0,0.0,sell,-0.54
2010-12-27,21593348,3660650,False,13828225,0.6404,buy,4104473,0.1901,buy,0,0.0,sell,-0.47
2010-12-28,21600336,3660650,False,13768335,0.6374,buy,4171351,0.1931,buy,0,0.0,sell,-0.43
2010-12-29,21697209,3660650,False,13850312,0.6383,buy,4186247,0.1929,buy,0,0.0,sell,0.0
2010-12-30,21572435,3660650,False,13746210,0.6372,buy,4165575,0.1931,buy,0,0.0,sell,-0.58
2010-12-31,21497620,3660650,False,13620021,0.6336,buy,4216949,0.1962,buy,0,0.0,sell,-0.92
2011-01-03,22091005,3660650,False,14235293,0.6444,buy,4195062,0.1899,buy,0,0.0,sell,0.0
2011-01-04,21970084,3660650,False,14213169,0.6469,buy,4096265,0.1864,buy,0,0.0,sell,-0.55
2011-01-05,22311308,3660650,False,14565944,0.6529,buy,4084713,0.1831,buy,0,0.0,sell,0.0
2011-01-06,22426604,3660650,False,14697656,0.6554,buy,4068298,0.1814,buy,0,0.0,sell,0.0
2011-01-07,22384909,3660650,False,14663561,0.6551,buy,4060698,0.1814,buy,0,0.0,sell,-0.19
2011-01-10,22566205,3660650,False,14828442,0.6571,buy,4077114,0.1807,buy,0,0.0,sell,0.0
2011-01-11,22658374,3660650,False,14896595,0.6574,buy,4101129,0.181,buy,0,0.0,sell,0.0
2011-01-12,22977171,3660650,False,15198673,0.6615,buy,4117849,0.1792,buy,0,0.0,sell,0.0
2011-01-13,22982227,3660650,False,15246591,0.6634,buy,4074986,0.1773,buy,0,0.0,sell,0.0
2011-01-14,23271499,3660650,False,15577205,0.6694,buy,4033643,0.1733,buy,0,0.0,sell,0.0
2011-01-18,23418330,3660650,False,15701542,0.6705,buy,4056138,0.1732,buy,0,0.0,sell,0.0
2011-01-19,22901263,3660650,False,15175658,0.6627,buy,4064954,0.1775,buy,0,0.0,sell,-2.21
2011-01-20,22483852,3660650,False,14834853,0.6598,buy,3988349,0.1774,buy,0,0.0,sell,-3.99
2011-01-21,22139769,3660650,False,14495938,0.6547,buy,3983181,0.1799,buy,0,0.0,sell,-5.46
2011-01-24,22718071,3660650,False,15094608,0.6644,buy,3962814,0.1744,buy,0,0.0,sell,-2.99
2011-01-25,22762645,3660650,False,15147085,0.6654,buy,3954910,0.1737,buy,0,0.0,sell,-2.8
2011-01-26,23029755,3660650,False,15381972,0.6679,buy,3987133,0.1731,buy,0,0.0,sell,-1.66
2011-01-27,23228122,3660650,False,15678528,0.675,buy,3888944,0.1674,buy,0,0.0,sell,-0.81
2011-01-28,22116969,3660650,False,14495938,0.6554,buy,3960382,0.1791,buy,0,0.0,sell,-5.56
2011-01-31,22319121,3660650,False,14710553,0.6591,buy,3947918,0.1769,buy,0,0.0,sell,-4.69
2011-02-01,23164310,3660650,False,15527470,0.6703,buy,3976189,0.1717,buy,0,0.0,sell,-1.08
2011-02-02,23075937,4632983,True,13822416,0.599,buy,4620539,0.2002,buy,0,0.0,sell,-1.46
2011-02-03,23191477,4632983,False,13875970,0.5983,buy,4682524,0.2019,buy,0,0.0,sell,-0.97
2011-02-04,23422723,4632983,False,14126343,0.6031,buy,4663397,0.1991,buy,0,0.0,sell,0.0
2011-02-07,23628502,4632983,False,14331414,0.6065,buy,4664105,0.1974,buy,0,0.0,sell,0.0
2011-02-08,23985767,4632983,False,14636965,0.6102,buy,4715819,0.1966,buy,0,0.0,sell,0.0
2011-02-09,23894340,4632983,False,14548017,0.6088,buy,4713340,0.1973,buy,0,0.0,sell,-0.38
2011-02-10,23957401,4632983,False,14618871,0.6102,buy,4705547,0.1964,buy,0,0.0,sell,-0.12
2011-02-11,24238413,4632983,False,14918655,0.6155,buy,4686775,0.1934,buy,0,0.0,sell,0.0
2011-02-14,24354613,4632983,False,15012541,0.6164,buy,4709089,0.1934,buy,0,0.0,sell,0.0
2011-02-15,24352034,4632983,False,14973834,0.6149,buy,4745217,0.1949,buy,0,0.0,sell,-0.01
2011-02-16,24633358,4632983,False,15250553,0.6191,buy,4749822,0.1928,buy,0,0.0,sell,0.0
2011-02-17,24653463,4632983,False,15237363,0.6181,buy,4783117,0.194,buy,0,0.0,sell,0.0
2011-02-18,24580106,4632983,False,15150901,0.6164,buy,4796222,0.1951,buy,0,0.0,sell,-0.3
2011-02-22,23277024,4632983,False,13816649,0.5936,buy,4827392,0.2074,buy,0,0.0,sell,-5.58
2011-02-23,22979291,4632983,False,13475705,0.5864,buy,4870604,0.212,buy,0,0.0,sell,-6.79
2011-02-24,23134690,4632983,False,13667585,0.5908,buy,4834121,0.209,buy,0,0.0,sell,-6.16
2011-02-25,23752153,4632983,False,14253170,0.6001,buy,4866000,0.2049,buy,0,0.0,sell,-3.66
2011-02-28,23865832,4632983,False,14356932,0.6016,buy,4875917,0.2043,buy,0,0.0,sell,-3.19
2011-03-01,23259602,4632983,False,13666757,0.5876,buy,4959863,0.2132,buy,0,0.0,sell,-5.65
2011-03-02,23448449,4632983,False,13859499,0.5911,buy,4955966,0.2114,buy,0,0.0,sell,-4.89
2011-03-03,24210507,4632983,False,14686377,0.6066,buy,4891148,0.202,buy,0,0.0,sell,-1.8
2011-03-04,24037705,4632983,False,14468945,0.6019,buy,4935777,0.2053,buy,0,0.0,sell,-2.5
2011-03-07,23474306,4632983,False,13892441,0.5918,buy,4948882,0.2108,buy,0,0.0,sell,-4.78
2011-03-08,23606509,4632983,False,14037395,0.5946,buy,4936131,0.2091,buy,0,0.0,sell,-4.25
2011-03-09,23324966,4632983,False,13754081,0.5897,buy,4937902,0.2117,buy,0,0.0,sell,-5.39
2011-03-10,22637647,4632983,False,13124851,0.5798,buy,4879814,0.2156,buy,0,0.0,sell,-8.18
2011-03-11,22872642,4632983,False,13343907,0.5834,buy,4895752,0.214,buy,0,0.0,sell,-7.22
2011-03-14,22765203,4632983,False,13213799,0.5804,buy,4918421,0.216,buy,0,0.0,sell,-7.66
2011-03-15,22133183,4632983,False,12673517,0.5726,buy,4826684,0.2181,buy,0,0.0,sell,-10.22
2011-03-16,21201448,4632983,False,11742845,0.5539,buy,4825621,0.2276,buy,0,0.0,sell,-14.0
2011-03-17,21533685,4632983,False,12049224,0.5596,buy,4851477,0.2253,buy,0,0.0,sell,-12.65
2011-03-18,21517390,4632983,False,11983342,0.5569,buy,4901065,0.2278,buy,0,0.0,sell,-12.72
2011-03-21,22213430,4632983,False,12652108,0.5696,buy,4928339,0.2219,buy,0,0.0,sell,-9.9
2011-03-22,22175644,4632983,False,12617510,0.569,buy,4925151,0.2221,buy,0,0.0,sell,-10.05
2011-03-23,22412421,4632983,False,12808595,0.5715,buy,4970843,0.2218,buy,0,0.0,sell,-9.09
2011-03-24,23069487,4632983,False,13505332,0.5854,buy,4931172,0.2138,buy,0,0.0,sell,-6.42
2011-03-25,23169727,4632983,False,13604155,0.5872,buy,4932589,0.2129,buy,0,0.0,sell,-6.02
2011-03-28,22913669,4632983,False,13373600,0.5837,buy,4907087,0.2142,buy,0,0.0,sell,-7.06
2011-03-29,23285743,4632983,False,13757362,0.5908,buy,4895398,0.2102,buy,0,0.0,sell,-5.55
2011-03-30,23504621,4632983,False,13959947,0.5939,buy,4911691,0.209,buy,0,0.0,sell,-4.66
