Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,drawdown_pct
2004-12-09,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,buy,0,0.0,0.0
2004-12-10,9993832,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1493801,0.1495,buy,33609,44.629977,-0.06
2004-12-13,9997027,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1496996,0.1497,buy,33609,44.629977,-0.03
2004-12-14,10002911,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1502880,0.1502,buy,33609,44.629977,0.0
2004-12-15,10016530,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1516499,0.1514,buy,33609,44.629977,0.0
2004-12-16,9994167,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1494136,0.1495,buy,33609,44.629977,-0.22
2004-12-17,9992152,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1492121,0.1493,buy,33609,44.629977,-0.24
2004-12-20,9994841,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1494810,0.1496,buy,33609,44.629977,-0.22
2004-12-21,9999380,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1499349,0.1499,buy,33609,44.629977,-0.17
2004-12-22,9994336,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1494305,0.1495,buy,33609,44.629977,-0.22
2004-12-23,9989461,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1489429,0.1491,buy,33609,44.629977,-0.27
2004-12-27,9977860,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1477829,0.1481,buy,33609,44.629977,-0.39
2004-12-28,9976683,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1476651,0.148,buy,33609,44.629977,-0.4
2004-12-29,9975170,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1475139,0.1479,buy,33609,44.629977,-0.41
2004-12-30,9985090,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1485059,0.1487,buy,33609,44.629977,-0.31
2004-12-31,9994457,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1494426,0.1495,buy,33609,44.629977,-0.22
2005-01-03,9997663,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1497632,0.1498,buy,33609,44.629977,-0.19
2005-01-04,9981967,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1481936,0.1485,buy,33609,44.629977,-0.35
2005-01-05,9989898,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1489867,0.1491,buy,33609,44.629977,-0.27
2005-01-06,9990913,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1490882,0.1492,buy,33609,44.629977,-0.26
2005-01-07,9994288,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1494257,0.1495,buy,33609,44.629977,-0.22
2005-01-10,9996650,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1496619,0.1497,buy,33609,44.629977,-0.2
2005-01-11,10005425,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1505394,0.1505,buy,33609,44.629977,-0.11
2005-01-12,10007452,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1507421,0.1506,buy,33609,44.629977,-0.09
2005-01-13,10021964,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1521933,0.1519,buy,33609,44.629977,0.0
2005-01-14,10021796,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1521765,0.1518,buy,33609,44.629977,-0.0
2005-01-18,10026860,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1526829,0.1523,buy,33609,44.629977,0.0
2005-01-19,10031247,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1531216,0.1526,buy,33609,44.629977,0.0
2005-01-20,10034285,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1534254,0.1529,buy,33609,44.629977,0.0
2005-01-21,10035974,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1535943,0.153,buy,33609,44.629977,0.0
2005-01-24,10042554,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1542523,0.1536,buy,33609,44.629977,0.0
2005-01-25,10028040,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1528009,0.1524,buy,33609,44.629977,-0.14
2005-01-26,10030910,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1530879,0.1526,buy,33609,44.629977,-0.12
2005-01-27,10028040,8500031,False,,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1528009,0.1524,buy,33609,44.629977,-0.14
2005-01-28,10043398,8500031,False,,0,0.0,buy,0,0.0,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1543367,0.1537,buy,33609,44.629977,0.0
2005-01-31,10042636,4519532,True,daily,4012468,0.3995,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1510637,0.1504,buy,32803,44.629977,-0.01
2005-02-01,10065708,4519532,False,,4037936,0.4012,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1508240,0.1498,buy,32803,44.629977,0.0
2005-02-02,10081403,4519532,False,,4050159,0.4017,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1511712,0.15,buy,32803,44.629977,0.0
2005-02-03,10070050,4519532,False,,4039634,0.4012,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1510885,0.15,buy,32803,44.629977,-0.11
2005-02-04,10134177,4519532,False,,4082762,0.4029,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1531884,0.1512,buy,32803,44.629977,0.0
2005-02-07,10140152,4519532,False,,4077328,0.4021,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1543293,0.1522,buy,32803,44.629977,0.0
2005-02-08,10153668,4519532,False,,4082082,0.402,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1552054,0.1529,buy,32803,44.629977,0.0
2005-02-09,10127238,4519532,False,,4051519,0.4001,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1556187,0.1537,buy,32803,44.629977,-0.26
2005-02-10,10120842,4519532,False,,4066121,0.4018,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1535189,0.1517,buy,32803,44.629977,-0.32
2005-02-11,10154826,4519532,False,,4101096,0.4039,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1534198,0.1511,buy,32803,44.629977,0.0
2005-02-14,10156566,4519532,False,,4098042,0.4035,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1538992,0.1515,buy,32803,44.629977,0.0
2005-02-15,10164076,4519532,False,,4113322,0.4047,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1531222,0.1507,buy,32803,44.629977,0.0
2005-02-16,10161005,4519532,False,,4116039,0.4051,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1525434,0.1501,buy,32803,44.629977,-0.03
2005-02-17,10118139,4519532,False,,4082762,0.4035,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1515846,0.1498,buy,32803,44.629977,-0.45
2005-02-18,10110012,4519532,False,,4088193,0.4044,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1502287,0.1486,buy,32803,44.629977,-0.53
2005-02-22,10042614,4519532,False,,4027409,0.401,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1495674,0.1489,buy,32803,44.629977,-1.2
2005-02-23,10076438,4519532,False,,4056273,0.4026,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1500633,0.1489,buy,32803,44.629977,-0.86
2005-02-24,10099959,4519532,False,,4083100,0.4043,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1497327,0.1483,buy,32803,44.629977,-0.63
2005-02-25,10147644,4519532,False,,4123510,0.4064,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1504602,0.1483,buy,32803,44.629977,-0.16
2005-02-28,10104274,4519532,False,,4096344,0.4054,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1488398,0.1473,buy,32803,44.629977,-0.59
2005-03-01,10124185,4519532,False,,4116718,0.4066,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1487935,0.147,buy,32803,44.629977,-0.39
2005-03-02,10120156,4519532,False,,4114680,0.4066,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1485945,0.1468,buy,32803,44.629977,-0.43
2005-03-03,10121026,4519532,False,,4116378,0.4067,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1485116,0.1467,buy,32803,44.629977,-0.42
2005-03-04,10188389,4519532,False,,4167654,0.4091,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1501204,0.1473,buy,32803,44.629977,0.0
2005-03-07,10196398,4519532,False,,4169693,0.4089,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1507173,0.1478,buy,32803,44.629977,0.0
2005-03-08,10166514,4519532,False,,4154072,0.4086,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1492910,0.1468,buy,32803,44.629977,-0.29
2005-03-09,10095951,4519532,False,,4107889,0.4069,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1468530,0.1455,buy,32803,44.629977,-0.99
2005-03-10,10114074,4519532,False,,4117057,0.4071,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1477486,0.1461,buy,32803,44.629977,-0.81
2005-03-11,10074429,4519532,False,,4088193,0.4058,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1466704,0.1456,buy,32803,44.629977,-1.2
2005-03-14,10108691,4519532,False,,4113664,0.4069,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1475495,0.146,buy,32803,44.629977,-0.86
2005-03-15,10065442,4519532,False,,4079704,0.4053,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1466206,0.1457,buy,32803,44.629977,-1.28
2005-03-16,10039763,4519532,False,,4045068,0.4029,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1475163,0.1469,buy,32803,44.629977,-1.54
2005-03-17,10052724,4519532,False,,4053218,0.4032,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1479974,0.1472,buy,32803,44.629977,-1.41
2005-03-18,10031398,4519532,False,,4041182,0.4029,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1470685,0.1466,buy,32803,44.629977,-1.62
2005-03-21,10012253,4519532,False,,4026183,0.4021,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1466538,0.1465,buy,32803,44.629977,-1.81
2005-03-22,9958903,4519532,False,,3985273,0.4002,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1454099,0.146,buy,32803,44.629977,-2.33
2005-03-23,9969279,4519532,False,,3988682,0.4001,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1461065,0.1466,buy,32803,44.629977,-2.23
2005-03-24,9977037,4519532,False,,3993455,0.4003,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1464050,0.1467,buy,32803,44.629977,-2.15
2005-03-28,9973876,4519532,False,,3999250,0.401,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1455094,0.1459,buy,32803,44.629977,-2.18
2005-03-29,9955910,4519532,False,,3972659,0.399,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1463719,0.147,buy,32803,44.629977,-2.36
2005-03-30,10019460,4519532,False,,4028911,0.4021,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1471017,0.1468,buy,32803,44.629977,-1.74
2005-03-31,10022573,4519532,False,,4021409,0.4012,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1481632,0.1478,buy,32803,44.629977,-1.7
2005-04-01,10009500,4519532,False,,4003341,0.4,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1486627,0.1485,buy,32803,44.629977,-1.83
2005-04-04,10015985,4519532,False,,4010160,0.4004,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1486293,0.1484,buy,32803,44.629977,-1.77
2005-04-05,10031247,4519532,False,,4029250,0.4017,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1482465,0.1478,buy,32803,44.629977,-1.62
2005-04-06,10050384,4519532,False,,4043228,0.4023,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1487625,0.148,buy,32803,44.629977,-1.43
2005-04-07,10060218,4519532,False,,4065047,0.4041,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1475639,0.1467,buy,32803,44.629977,-1.34
2005-04-08,10023107,4519532,False,,4022776,0.4014,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1480799,0.1477,buy,32803,44.629977,-1.7
2005-04-11,10034163,4519532,False,,4025842,0.4012,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1488790,0.1484,buy,32803,44.629977,-1.59
2005-04-12,10068777,4519532,False,,4046638,0.4019,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1502608,0.1492,buy,32803,44.629977,-1.25
2005-04-13,10017386,4519532,False,,3998909,0.3992,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1498945,0.1496,buy,32803,44.629977,-1.76
2005-04-14,9962898,4519532,False,,3946751,0.3961,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1496615,0.1502,buy,32803,44.629977,-2.29
2005-04-15,9927479,4519532,False,,3891522,0.392,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1516425,0.1528,buy,32803,44.629977,-2.64
2005-04-18,9938245,4519532,False,,3903454,0.3928,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1515259,0.1525,buy,32803,44.629977,-2.53
2005-04-19,9983918,4519532,False,,3934477,0.3941,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1529909,0.1532,buy,32803,44.629977,-2.08
2005-04-20,9925203,4519532,False,,3879591,0.3909,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1526080,0.1538,buy,32803,44.629977,-2.66
2005-04-21,9984563,4519532,False,,3954932,0.3961,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1510100,0.1512,buy,32803,44.629977,-2.08
2005-04-22,9982218,4519532,False,,3939934,0.3947,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1522752,0.1525,buy,32803,44.629977,-2.1
2005-04-25,10012620,4519532,False,,3965842,0.3961,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1527246,0.1525,buy,32803,44.629977,-1.8
2005-04-26,9971766,4519532,False,,3927318,0.3938,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1524915,0.1529,buy,32803,44.629977,-2.2
2005-04-27,9992434,4519532,False,,3942659,0.3946,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1530243,0.1531,buy,32803,44.629977,-2.0
2005-04-28,9954321,4519532,False,,3893227,0.3911,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1541562,0.1549,buy,32803,44.629977,-2.37
2005-04-29,10004501,4519532,False,,3946069,0.3944,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1538900,0.1538,buy,32803,44.629977,-1.88
2005-05-02,10026325,4519532,False,,3968228,0.3958,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1538565,0.1535,buy,32803,44.629977,-1.67
2005-05-03,10037320,4519532,False,,3975045,0.396,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1542743,0.1537,buy,32803,44.629977,-1.56
2005-05-04,10054470,4519532,False,,4005728,0.3984,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1529210,0.1521,buy,32803,44.629977,-1.39
2005-05-05,10056614,4519532,False,,4004365,0.3982,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1532718,0.1524,buy,32803,44.629977,-1.37
2005-05-06,10032639,4519532,False,,3991750,0.3979,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1521357,0.1516,buy,32803,44.629977,-1.61
2005-05-09,10059029,4519532,False,,4016637,0.3993,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1522860,0.1514,buy,32803,44.629977,-1.35
2005-05-10,10028298,4519532,False,,3975045,0.3964,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1533721,0.1529,buy,32803,44.629977,-1.65
2005-05-11,10054795,4519532,False,,3996864,0.3975,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1538399,0.153,buy,32803,44.629977,-1.39
2005-05-12,10016832,4519532,False,,3952886,0.3946,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1544413,0.1542,buy,32803,44.629977,-1.76
2005-05-13,10015005,4519532,False,,3945046,0.3939,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1550428,0.1548,buy,32803,44.629977,-1.78
2005-05-16,10049985,4519532,False,,3981863,0.3962,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1548589,0.1541,buy,32803,44.629977,-1.44
2005-05-17,10080919,4519532,False,,4008455,0.3976,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1552932,0.154,buy,32803,44.629977,-1.13
2005-05-18,10132530,4519532,False,,4049707,0.3997,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1563292,0.1543,buy,32803,44.629977,-0.63
2005-05-19,10145564,4519532,False,,4066750,0.4008,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1559282,0.1537,buy,32803,44.629977,-0.5
2005-05-20,10141608,4519532,False,,4060955,0.4004,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1561121,0.1539,buy,32803,44.629977,-0.54
2005-05-23,10176304,4519532,False,,4083456,0.4013,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1573316,0.1546,buy,32803,44.629977,-0.2
2005-05-24,10171103,4519532,False,,4073911,0.4005,buy,50196,80.033316,0,0.0,sell,0,0.0,0,0.0,sell,0,0.0,1577659,0.1551,buy,32803,44.629977,-0.25
2005-05-25,10157009,4519532,False,,4070843,0.4008,buy,50196,80.033316,0,0.0,buy,0,0.0,0,0.0,sell,0,0.0,1566634,0.1542,buy,32803,44.629977,-0.39
2005-05-26,10204645,2539217,True,daily,4084589,0.4003,buy,50097,80.033316,2057962,0.2017,buy,4276285,0.475039,0,0.0,sell,0,0.0,1522877,0.1492,buy,31897,44.629977,0.0
2005-05-27,10215633,2539217,False,,4091394,0.4005,buy,50097,80.033316,2060519,0.2017,buy,4276285,0.475039,0,0.0,sell,0,0.0,1524502,0.1492,buy,31897,44.629977,0.0
2005-05-31,10186567,2539217,False,,4065196,0.3991,buy,50097,80.033316,2038809,0.2001,buy,4276285,0.475039,0,0.0,sell,0,0.0,1543345,0.1515,buy,31897,44.629977,-0.28
2005-06-01,10289282,2539217,False,,4099899,0.3985,buy,50097,80.033316,2087922,0.2029,buy,4276285,0.475039,0,0.0,sell,0,0.0,1562244,0.1518,buy,31897,44.629977,0.0
2005-06-02,10345236,2539217,False,,4108745,0.3972,buy,50097,80.033316,2131279,0.206,buy,4276285,0.475039,0,0.0,sell,0,0.0,1565995,0.1514,buy,31897,44.629977,0.0
2005-06-03,10218270,2539217,False,,4087990,0.4001,buy,50097,80.033316,2037949,0.1994,buy,4276285,0.475039,0,0.0,sell,0,0.0,1553113,0.152,buy,31897,44.629977,-1.23
2005-06-06,10223610,2539217,False,,4084249,0.3995,buy,50097,80.033316,2038877,0.1994,buy,4276285,0.475039,0,0.0,sell,0,0.0,1561266,0.1527,buy,31897,44.629977,-1.18
2005-06-07,10187025,2539217,False,,4087311,0.4012,buy,50097,80.033316,1986839,0.195,buy,4276285,0.475039,0,0.0,sell,0,0.0,1573658,0.1545,buy,31897,44.629977,-1.53
2005-06-08,10158758,2539217,False,,4079825,0.4016,buy,50097,80.033316,1973557,0.1943,buy,4276285,0.475039,0,0.0,sell,0,0.0,1566158,0.1542,buy,31897,44.629977,-1.8
2005-06-09,10213871,2539217,False,,4099219,0.4013,buy,50097,80.033316,2010581,0.1968,buy,4276285,0.475039,0,0.0,sell,0,0.0,1564853,0.1532,buy,31897,44.629977,-1.27
2005-06-10,10122485,2539217,False,,4089690,0.404,buy,50097,80.033316,1946334,0.1923,buy,4276285,0.475039,0,0.0,sell,0,0.0,1547243,0.1529,buy,31897,44.629977,-2.15
2005-06-13,10153460,2539217,False,,4102622,0.4041,buy,50097,80.033316,1973672,0.1944,buy,4276285,0.475039,0,0.0,sell,0,0.0,1537949,0.1515,buy,31897,44.629977,-1.85
2005-06-14,10128678,2539217,False,,4112148,0.406,buy,50097,80.033316,1949473,0.1925,buy,4276285,0.475039,0,0.0,sell,0,0.0,1527840,0.1508,buy,31897,44.629977,-2.09
2005-06-15,10157305,2539217,False,,4119973,0.4056,buy,50097,80.033316,1967502,0.1937,buy,4276285,0.475039,0,0.0,sell,0,0.0,1530613,0.1507,buy,31897,44.629977,-1.82
2005-06-16,10206168,2539217,False,,4130522,0.4047,buy,50097,80.033316,1998154,0.1958,buy,4276285,0.475039,0,0.0,sell,0,0.0,1538275,0.1507,buy,31897,44.629977,-1.34
2005-06-17,10221438,2539217,False,,4145826,0.4056,buy,50097,80.033316,1998282,0.1955,buy,4276285,0.475039,0,0.0,sell,0,0.0,1538113,0.1505,buy,31897,44.629977,-1.2
2005-06-20,10219528,2539217,False,,4147192,0.4058,buy,50097,80.033316,1997615,0.1955,buy,4276285,0.475039,0,0.0,sell,0,0.0,1535503,0.1503,buy,31897,44.629977,-1.22
2005-06-21,10229334,2539217,False,,4149584,0.4057,buy,50097,80.033316,1993779,0.1949,buy,4276285,0.475039,0,0.0,sell,0,0.0,1546754,0.1512,buy,31897,44.629977,-1.12
2005-06-22,10244518,2539217,False,,4152998,0.4054,buy,50097,80.033316,1986796,0.1939,buy,4276285,0.475039,0,0.0,sell,0,0.0,1565506,0.1528,buy,31897,44.629977,-0.97
