Date,equity,cash,rebalanced,rebalance_reason,qqq_value,qqq_weight,qqq_signal,qqq_shares,qqq_avg_price,qqq_realized_pnl,qqq_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,drawdown_pct
2015-09-16,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-17,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-18,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-21,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-22,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-23,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-24,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-25,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-28,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-29,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-09-30,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-01,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-02,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-05,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-06,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-07,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-08,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-09,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-12,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-13,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-14,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-15,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-16,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-19,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-20,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-21,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-22,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-23,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-26,33068324,33068324,False,,0,0.0,sell,0,0.0,3462207,0,0,0.0,sell,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-27,33068324,33068324,False,,0,0.0,buy,0,0.0,3462207,0,0,0.0,buy,0,0.0,9347688,0,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.08
2015-10-28,33164119,23147918,False,,4978946,0.1501,buy,47152,105.195071,3462207,18788,5037255,0.1519,buy,2079928,2.384817,9347688,77007,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-8.82
2015-10-29,33137641,23147918,False,,4971085,0.15,buy,47152,105.195071,3462207,10927,5018637,0.1514,buy,2079928,2.384817,9347688,58390,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-8.89
2015-10-30,33046694,23147918,False,,4948816,0.1498,buy,47152,105.195071,3462207,-11342,4949960,0.1498,buy,2079928,2.384817,9347688,-10287,0,0.0,sell,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-9.14
2015-11-02,33271382,23147918,False,,5004711,0.1504,buy,47152,105.195071,3462207,44553,5118753,0.1538,buy,2079928,2.384817,9347688,158505,0,0.0,buy,0,0.0,5396679,0,0,0.0,sell,0,0.0,4861750,0,-8.52
2015-11-03,33354097,13308559,True,monthly,5008117,0.1501,buy,47020,105.195071,3462262,61845,5037115,0.151,buy,2027420,2.384817,9350510,202089,10000306,0.2998,buy,56407,176.952225,5396679,18962,0,0.0,sell,0,0.0,4861750,0,-8.3
2015-11-04,33326213,13308559,False,,5008552,0.1503,buy,47020,105.195071,3462262,62279,5039130,0.1512,buy,2027420,2.384817,9350510,204104,9969973,0.2992,buy,56407,176.952225,5396679,-11372,0,0.0,sell,0,0.0,4861750,0,-8.37
2015-11-05,33258406,13308559,False,,4995055,0.1502,buy,47020,105.195071,3462262,48783,4994772,0.1502,buy,2027420,2.384817,9350510,159746,9960020,0.2995,buy,56407,176.952225,5396679,-21324,0,0.0,sell,0,0.0,4861750,0,-8.56
2015-11-06,33273211,13308559,False,,4998538,0.1502,buy,47020,105.195071,3462262,52266,5011306,0.1506,buy,2027420,2.384817,9350510,176280,9954809,0.2992,buy,56407,176.952225,5396679,-26535,0,0.0,sell,0,0.0,4861750,0,-8.52
2015-11-09,32965888,13308559,False,,4945412,0.15,buy,47020,105.195071,3462262,-860,4850002,0.1471,buy,2027420,2.384817,9350510,14976,9861915,0.2992,buy,56407,176.952225,5396679,-119429,0,0.0,sell,0,0.0,4861750,0,-9.36
2015-11-10,32941735,13308559,False,,4932785,0.1497,buy,47020,105.195071,3462262,-13487,4815725,0.1462,buy,2027420,2.384817,9350510,-19301,9884667,0.3001,buy,56407,176.952225,5396679,-96678,0,0.0,sell,0,0.0,4861750,0,-9.43
2015-11-11,32875399,13308559,False,,4926690,0.1499,buy,47020,105.195071,3462262,-19583,4794352,0.1458,buy,2027420,2.384817,9350510,-40674,9845799,0.2995,buy,56407,176.952225,5396679,-135545,0,0.0,sell,0,0.0,4861750,0,-9.61
2015-11-12,32550930,13308559,False,,4878788,0.1499,buy,47020,105.195071,3462262,-67484,4655228,0.143,buy,2027420,2.384817,9350510,-179798,9708355,0.2983,buy,56407,176.952225,5396679,-272989,0,0.0,sell,0,0.0,4861750,0,-10.51
2015-11-13,32072309,13308559,False,,4782990,0.1491,buy,47020,105.195071,3462262,-163283,4381413,0.1366,buy,2027420,2.384817,9350510,-453613,9599348,0.2993,buy,56407,176.952225,5396679,-381996,0,0.0,sell,0,0.0,4861750,0,-11.82
2015-11-16,32469762,13308559,False,,4851791,0.1494,buy,47020,105.195071,3462262,-94482,4564091,0.1406,buy,2027420,2.384817,9350510,-270934,9745321,0.3001,buy,56407,176.952225,5396679,-236023,0,0.0,sell,0,0.0,4861750,0,-10.73
2015-11-17,32481431,13308559,False,,4854839,0.1495,buy,47020,105.195071,3462262,-91433,4579818,0.141,buy,2027420,2.384817,9350510,-255208,9738215,0.2998,buy,56407,176.952225,5396679,-243129,0,0.0,sell,0,0.0,4861750,0,-10.7
2015-11-18,32991643,13308559,False,,4948025,0.15,buy,47020,105.195071,3462262,1753,4842339,0.1468,buy,2027420,2.384817,9350510,7313,9892721,0.2999,buy,56407,176.952225,5396679,-88623,0,0.0,sell,0,0.0,4861750,0,-9.29
2015-11-19,32993857,13308559,False,,4951510,0.1501,buy,47020,105.195071,3462262,5237,4849599,0.147,buy,2027420,2.384817,9350510,14573,9884190,0.2996,buy,56407,176.952225,5396679,-97154,0,0.0,sell,0,0.0,4861750,0,-9.29
2015-11-20,33159784,13308559,False,,4985039,0.1503,buy,47020,105.195071,3462262,38766,4945976,0.1492,buy,2027420,2.384817,9350510,110950,9920210,0.2992,buy,56407,176.952225,5396679,-61134,0,0.0,sell,0,0.0,4861750,0,-8.83
2015-11-23,33094121,13308559,False,,4970670,0.1502,buy,47020,105.195071,3462262,24398,4906054,0.1482,buy,2027420,2.384817,9350510,71029,9908839,0.2994,buy,56407,176.952225,5396679,-72506,0,0.0,sell,0,0.0,4861750,0,-9.01
2015-11-24,33087708,13308559,False,,4966314,0.1501,buy,47020,105.195071,3462262,20042,4890731,0.1478,buy,2027420,2.384817,9350510,55705,9922105,0.2999,buy,56407,176.952225,5396679,-59240,0,0.0,sell,0,0.0,4861750,0,-9.03
2015-11-25,33101534,13308559,False,,4970670,0.1502,buy,47020,105.195071,3462262,24398,4901618,0.1481,buy,2027420,2.384817,9350510,66593,9920687,0.2997,buy,56407,176.952225,5396679,-60657,0,0.0,sell,0,0.0,4861750,0,-8.99
2015-11-27,33137616,13308559,False,,4977637,0.1502,buy,47020,105.195071,3462262,31364,4919360,0.1485,buy,2027420,2.384817,9350510,84334,9932060,0.2997,buy,56407,176.952225,5396679,-49284,0,0.0,sell,0,0.0,4861750,0,-8.89
2015-11-30,33052705,13308559,False,,4965007,0.1502,buy,47020,105.195071,3462262,18735,4888312,0.1479,buy,2027420,2.384817,9350510,53287,9890827,0.2992,buy,56407,176.952225,5396679,-90517,0,0.0,sell,0,0.0,4861750,0,-9.13
2015-12-01,33341834,13308559,False,,5014650,0.1504,buy,47020,105.195071,3462262,68377,5033484,0.151,buy,2027420,2.384817,9350510,198458,9985142,0.2995,buy,56407,176.952225,5396679,3797,0,0.0,sell,0,0.0,4861750,0,-8.33
2015-12-02,33117479,13308559,False,,4983733,0.1505,buy,47020,105.195071,3462262,37461,4941944,0.1492,buy,2027420,2.384817,9350510,106918,9883244,0.2984,buy,56407,176.952225,5396679,-98100,0,0.0,sell,0,0.0,4861750,0,-8.95
2015-12-03,32642570,13308559,False,,4899255,0.1501,buy,47020,105.195071,3462262,-47017,4689907,0.1437,buy,2027420,2.384817,9350510,-145119,9744849,0.2985,buy,56407,176.952225,5396679,-236495,0,0.0,sell,0,0.0,4861750,0,-10.25
2015-12-04,33269351,13308559,False,,5013778,0.1507,buy,47020,105.195071,3462262,67506,5012111,0.1507,buy,2027420,2.384817,9350510,177085,9934903,0.2986,buy,56407,176.952225,5396679,-46441,0,0.0,sell,0,0.0,4861750,0,-8.53
2015-12-07,33125220,13308559,False,,4991134,0.1507,buy,47020,105.195071,3462262,44861,4950816,0.1495,buy,2027420,2.384817,9350510,115790,9874713,0.2981,buy,56407,176.952225,5396679,-106632,0,0.0,sell,0,0.0,4861750,0,-8.93
2015-12-08,33059708,13308559,False,,4991570,0.151,buy,47020,105.195071,3462262,45298,4951221,0.1498,buy,2027420,2.384817,9350510,116195,9808358,0.2967,buy,56407,176.952225,5396679,-172986,0,0.0,sell,0,0.0,4861750,0,-9.11
2015-12-09,32676971,13308559,False,,4915802,0.1504,buy,47020,105.195071,3462262,-30470,4720556,0.1445,buy,2027420,2.384817,9350510,-114470,9732055,0.2978,buy,56407,176.952225,5396679,-249290,0,0.0,sell,0,0.0,4861750,0,-10.16
2015-12-10,32791236,13308559,False,,4938010,0.1506,buy,47020,105.195071,3462262,-8262,4787495,0.146,buy,2027420,2.384817,9350510,-47531,9757172,0.2976,buy,56407,176.952225,5396679,-224172,0,0.0,sell,0,0.0,4861750,0,-9.85
2015-12-11,32160226,13308559,False,,4824356,0.15,buy,47020,105.195071,3462262,-121916,4459241,0.1387,buy,2027420,2.384817,9350510,-375784,9568070,0.2975,buy,56407,176.952225,5396679,-413274,0,0.0,sell,0,0.0,4861750,0,-11.58
2015-12-14,32345154,13308559,False,,4860935,0.1503,buy,47020,105.195071,3462262,-85337,4559252,0.141,buy,2027420,2.384817,9350510,-275774,9616409,0.2973,buy,56407,176.952225,5396679,-364935,0,0.0,sell,0,0.0,4861750,0,-11.07
2015-12-15,32553142,13308559,False,,4890545,0.1502,buy,47020,105.195071,3462262,-55727,4636679,0.1424,buy,2027420,2.384817,9350510,-198347,9717360,0.2985,buy,56407,176.952225,5396679,-263984,0,0.0,sell,0,0.0,4861750,0,-10.5
2015-12-16,32972901,13308559,False,,4963266,0.1505,buy,47020,105.195071,3462262,16994,4841532,0.1468,buy,2027420,2.384817,9350510,6506,9859544,0.299,buy,56407,176.952225,5396679,-121800,0,0.0,sell,0,0.0,4861750,0,-9.35
2015-12-17,32548749,13308559,False,,4890982,0.1503,buy,47020,105.195071,3462262,-55290,4639903,0.1426,buy,2027420,2.384817,9350510,-195123,9709305,0.2983,buy,56407,176.952225,5396679,-272039,0,0.0,sell,0,0.0,4861750,0,-10.51
2015-12-18,32027095,13308559,False,,4797161,0.1498,buy,47020,105.195071,3462262,-149112,4385044,0.1369,buy,2027420,2.384817,9350510,-449982,9536332,0.2978,buy,56407,176.952225,5396679,-445012,0,0.0,sell,0,0.0,4861750,0,-11.95
2015-12-21,32289302,13308559,False,,4850449,0.1502,buy,47020,105.195071,3462262,-95823,4515293,0.1398,buy,2027420,2.384817,9350510,-319732,9615001,0.2978,buy,56407,176.952225,5396679,-366343,0,0.0,sell,0,0.0,4861750,0,-11.23
2015-12-22,32493922,13308559,False,,4882331,0.1503,buy,47020,105.195071,3462262,-63941,4600788,0.1416,buy,2027420,2.384817,9350510,-234238,9702244,0.2986,buy,56407,176.952225,5396679,-279100,0,0.0,sell,0,0.0,4861750,0,-10.66
2015-12-23,32755579,13308559,False,,4918586,0.1502,buy,47020,105.195071,3462262,-27686,4706037,0.1437,buy,2027420,2.384817,9350510,-128989,9822397,0.2999,buy,56407,176.952225,5396679,-158948,0,0.0,sell,0,0.0,4861750,0,-9.94
2015-12-24,32728814,13308559,False,,4917712,0.1503,buy,47020,105.195071,3462262,-28560,4696358,0.1435,buy,2027420,2.384817,9350510,-138668,9806185,0.2996,buy,56407,176.952225,5396679,-175159,0,0.0,sell,0,0.0,4861750,0,-10.02
2015-12-28,32702576,13308559,False,,4915092,0.1503,buy,47020,105.195071,3462262,-31180,4695150,0.1436,buy,2027420,2.384817,9350510,-139876,9783776,0.2992,buy,56407,176.952225,5396679,-197568,0,0.0,sell,0,0.0,4861750,0,-10.09
2015-12-29,33098428,13308559,False,,4992402,0.1508,buy,47020,105.195071,3462262,46129,4909282,0.1483,buy,2027420,2.384817,9350510,74256,9888186,0.2988,buy,56407,176.952225,5396679,-93158,0,0.0,sell,0,0.0,4861750,0,-9.0
2015-12-30,32857942,13308559,False,,4947414,0.1506,buy,47020,105.195071,3462262,1142,4783866,0.1456,buy,2027420,2.384817,9350510,-51160,9818103,0.2988,buy,56407,176.952225,5396679,-163241,0,0.0,sell,0,0.0,4861750,0,-9.66
2015-12-31,32520709,13308559,False,,4885828,0.1502,buy,47020,105.195071,3462262,-60445,4606434,0.1416,buy,2027420,2.384817,9350510,-228592,9719889,0.2989,buy,56407,176.952225,5396679,-261456,0,0.0,sell,0,0.0,4861750,0,-10.59
2016-01-04,32000273,13308559,False,,4782747,0.1495,buy,47020,105.195071,3462262,-163525,4324957,0.1352,buy,2027420,2.384817,9350510,-510069,9584009,0.2995,buy,56407,176.952225,5396679,-397335,0,0.0,sell,0,0.0,4861750,0,-12.02
2016-01-05,31969471,13308559,False,,4774449,0.1493,buy,47020,105.195071,3462262,-171824,4286244,0.1341,buy,2027420,2.384817,9350510,-548782,9600220,0.3003,buy,56407,176.952225,5396679,-381124,0,0.0,sell,0,0.0,4861750,0,-12.1
2016-01-06,31687579,13308559,False,,4728587,0.1492,buy,47020,105.195071,3462262,-217685,4171315,0.1316,buy,2027420,2.384817,9350510,-663711,9479118,0.2991,buy,56407,176.952225,5396679,-502226,0,0.0,sell,0,0.0,4861750,0,-12.88
2016-01-07,30915285,13308559,False,,4580517,0.1482,buy,47020,105.195071,3462262,-365755,3774509,0.1221,buy,2027420,2.384817,9350510,-1060517,9251701,0.2993,buy,56407,176.952225,5396679,-729643,0,0.0,sell,0,0.0,4861750,0,-15.0
2016-01-08,30687051,13308559,False,,4542955,0.148,buy,47020,105.195071,3462262,-403317,3685387,0.1201,buy,2027420,2.384817,9350510,-1149638,9150150,0.2982,sell,56407,176.952225,5396679,-831194,0,0.0,sell,0,0.0,4861750,0,-15.63
2016-01-11,30757649,22483068,False,,4556931,0.1482,buy,47020,105.195071,3462262,-389341,3717650,0.1209,buy,2027420,2.384817,9350510,-1117376,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-15.44
2016-01-12,30935914,22483068,False,,4609782,0.149,buy,47020,105.195071,3462262,-336491,3843064,0.1242,buy,2027420,2.384817,9350510,-991962,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-14.95
2016-01-13,30374875,22483068,False,,4450794,0.1465,sell,47020,105.195071,3462262,-495478,3441012,0.1133,sell,2027420,2.384817,9350510,-1394014,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.49
2016-01-14,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-15,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-19,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-20,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-21,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-22,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-25,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-26,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-27,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-28,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-01-29,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-01,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-02,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-03,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-04,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-05,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-08,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-09,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,sell,0,0.0,4861750,0,-16.39
2016-02-10,30412041,30412041,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,0,0.0,buy,0,0.0,4861750,0,-16.39
2016-02-11,30423723,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12176385,0.4002,buy,102271,118.945766,4861750,11683,-16.35
2016-02-12,30352134,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12104796,0.3988,buy,102271,118.945766,4861750,-59907,-16.55
2016-02-16,29984981,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,11737642,0.3915,buy,102271,118.945766,4861750,-427060,-17.56
2016-02-17,30057594,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,11810255,0.3929,buy,102271,118.945766,4861750,-354447,-17.36
2016-02-18,30344975,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12097637,0.3987,buy,102271,118.945766,4861750,-67066,-16.57
2016-02-19,30272363,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12025024,0.3972,buy,102271,118.945766,4861750,-139678,-16.77
2016-02-22,30058616,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,11811278,0.3929,buy,102271,118.945766,4861750,-353425,-17.36
2016-02-23,30235545,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,11988207,0.3965,buy,102271,118.945766,4861750,-176496,-16.87
2016-02-24,30275431,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12028092,0.3973,buy,102271,118.945766,4861750,-136610,-16.76
2016-02-25,30307135,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12059796,0.3979,buy,102271,118.945766,4861750,-104906,-16.67
2016-02-26,30224295,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,11976957,0.3963,buy,102271,118.945766,4861750,-187746,-16.9
2016-02-29,30380770,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12133431,0.3994,buy,102271,118.945766,4861750,-31271,-16.47
2016-03-01,30291794,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12044455,0.3976,buy,102271,118.945766,4861750,-120247,-16.72
2016-03-02,30384861,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12137522,0.3995,buy,102271,118.945766,4861750,-27180,-16.46
2016-03-03,30594517,18247338,False,,0,0.0,sell,0,0.0,2970850,0,0,0.0,sell,0,0.0,7989596,0,0,0.0,sell,0,0.0,4589845,0,12347178,0.4036,buy,102271,118.945766,4861750,182476,-15.88
