date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2014-07-02,tqqq,3590953,3216669,16.74,15.04,5518957,4962905,-374284,-556052,monthly
2014-07-02,spy,62116,61226,30.44,30.0,10032852,9899139,-890,-133713,monthly
2014-07-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2014-07-02,cash,0,0,37.76,39.96,12446054,13185720,0,739666,monthly
2014-09-03,qqq,56981,56095,15.24,14.97,5211856,5100566,-886,-111290,monthly
2014-09-03,tqqq,3216669,2877304,16.78,14.8,5738781,5045217,-339365,-693564,monthly
2014-09-03,spy,61226,62390,29.44,30.09,10068783,10254581,1164,185798,monthly
2014-09-03,gld,0,0,0.0,0.0,0,0,0,0,monthly
2014-09-03,cash,0,0,38.55,40.14,13185720,13682010,0,496290,monthly
2015-01-26,qqq,56095,55311,15.21,15.01,5378330,5297057,-784,-81273,daily
2015-01-26,tqqq,2877304,2673392,16.14,14.99,5705299,5289271,-203912,-416028,daily
2015-01-26,spy,62390,62486,29.95,30.14,10590333,10631462,96,41129,daily
2015-01-26,gld,0,114328,0.0,39.86,0,14061200,114328,14061200,daily
2015-01-26,cash,0,0,38.7,0.0,13682010,74,0,-13681936,daily
2015-03-03,qqq,55311,53430,15.53,15.01,5563588,5349325,-1881,-214263,monthly
2015-03-03,tqqq,2673392,2361007,16.96,14.84,6077240,5290107,-312385,-787133,monthly
2015-03-03,spy,62486,61232,30.61,30.03,10969897,10705629,-1254,-264268,monthly
2015-03-03,gld,114328,123855,36.91,40.12,13225463,14301536,9527,1076073,monthly
2015-03-03,cash,0,0,0.0,0.0,74,62,0,-12,monthly
2015-03-09,qqq,53430,53430,15.2,15.18,5277587,5292820,0,15233,
2015-03-09,tqqq,2361007,2361007,14.61,14.69,5073641,5122471,0,48830,
2015-03-09,spy,61232,61232,30.3,30.31,10522061,10565670,0,43609,
2015-03-09,gld,123855,0,39.89,0.0,13854420,0,-123855,-13854420,
2015-03-09,cash,0,0,0.0,39.82,62,13882070,0,13882008,
2015-08-25,qqq,53430,0,15.07,0.0,4860109,0,-53430,-4860109,
2015-08-25,tqqq,2361007,0,11.8,0.0,3805256,0,-2361007,-3805256,
2015-08-25,spy,61232,0,30.08,0.0,9699146,0,-61232,-9699146,
2015-08-25,gld,0,0,0.0,0.0,0,0,0,0,
2015-08-25,cash,0,0,43.05,100.0,13882070,33068323,0,19186253,
2015-11-03,qqq,47152,47020,15.04,15.01,5004711,5008116,-132,3405,monthly
2015-11-03,tqqq,2079928,2027420,15.38,15.1,5118752,5037114,-52508,-81638,monthly
2015-11-03,spy,0,56407,0.0,29.98,0,10000306,56407,10000306,monthly
2015-11-03,gld,0,0,0.0,0.0,0,0,0,0,monthly
2015-11-03,cash,0,0,69.57,39.9,23147917,13308558,0,-9839359,monthly
2016-01-11,qqq,47020,47020,14.8,14.82,4542955,4556931,0,13976,
2016-01-11,tqqq,2027420,2027420,12.01,12.09,3685387,3717649,0,32262,
2016-01-11,spy,56407,0,29.82,0.0,9150149,0,-56407,-9150149,
2016-01-11,gld,0,0,0.0,0.0,0,0,0,0,
