Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,qqq_value,qqq_weight,qqq_signal,qqq_shares,qqq_avg_price,qqq_realized_pnl,qqq_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct
2005-01-05,9909295,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1912427,0.193,buy,44819,44.623472,0,-87553,1496827,0.1511,buy,33766,44.422764,0,-3152,-1.11
2005-01-06,9887008,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1889121,0.1911,buy,44819,44.623472,0,-110858,1497846,0.1515,buy,33766,44.422764,0,-2133,-1.33
2005-01-07,9876506,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1875227,0.1899,buy,44819,44.623472,0,-124752,1501237,0.152,buy,33766,44.422764,0,1258,-1.44
2005-01-10,9883809,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1880157,0.1902,buy,44819,44.623472,0,-119822,1503610,0.1521,buy,33766,44.422764,0,3631,-1.37
2005-01-11,9904278,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1891810,0.191,buy,44819,44.623472,0,-108169,1512427,0.1527,buy,33766,44.422764,0,12448,-1.16
2005-01-12,9923793,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1909289,0.1924,buy,44819,44.623472,0,-90690,1514463,0.1526,buy,33766,44.422764,0,14483,-0.97
2005-01-13,9938374,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1909289,0.1921,buy,44819,44.623472,0,-90690,1529043,0.1539,buy,33766,44.422764,0,29064,-0.82
2005-01-14,9925655,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1896740,0.1911,buy,44819,44.623472,0,-103239,1528873,0.154,buy,33766,44.422764,0,28894,-0.95
2005-01-18,9930743,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1896740,0.191,buy,44819,44.623472,0,-103239,1533961,0.1545,buy,33766,44.422764,0,33982,-0.9
2005-01-19,9932462,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1894051,0.1907,buy,44819,44.623472,0,-105929,1538369,0.1549,buy,33766,44.422764,0,38390,-0.88
2005-01-20,9935065,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1893603,0.1906,buy,44819,44.623472,0,-106377,1541421,0.1551,buy,33766,44.422764,0,41442,-0.86
2005-01-21,9958724,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1915564,0.1924,buy,44819,44.623472,0,-84415,1543118,0.155,buy,33766,44.422764,0,43139,-0.62
2005-01-24,9966679,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1916909,0.1923,buy,44819,44.623472,0,-83071,1549728,0.1555,buy,33766,44.422764,0,49749,-0.54
2005-01-25,9928343,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1893155,0.1907,buy,44819,44.623472,0,-106825,1535147,0.1546,buy,33766,44.422764,0,35168,-0.92
2005-01-26,9951395,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1913323,0.1923,buy,44819,44.623472,0,-86656,1538030,0.1546,buy,33766,44.422764,0,38051,-0.69
2005-01-27,9945374,6500042,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1910186,0.1921,buy,44819,44.623472,0,-89794,1535147,0.1544,buy,33766,44.422764,0,35168,-0.75
2005-01-28,9963941,6500042,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1913323,0.192,buy,44819,44.623472,0,-86656,1550577,0.1556,buy,33766,44.422764,0,50598,-0.57
2005-01-31,9943029,3487419,True,daily,2985530,0.3003,buy,37349,80.033316,0,-3634,0,0.0,sell,0,0.0,0,0,1971463,0.1983,buy,46695,44.531597,0,-107940,1498617,0.1507,buy,32542,44.422764,1592,53012,-0.78
2005-02-01,9953998,3487419,False,,3004480,0.3018,buy,37349,80.033316,0,15316,0,0.0,sell,0,0.0,0,0,1965859,0.1975,buy,46695,44.531597,0,-113544,1496240,0.1503,buy,32542,44.422764,1592,50634,-0.67
2005-02-02,9969339,3487419,False,,3013575,0.3023,buy,37349,80.033316,0,24411,0,0.0,sell,0,0.0,0,0,1968661,0.1975,buy,46695,44.531597,0,-110742,1499684,0.1504,buy,32542,44.422764,1592,54078,-0.51
2005-02-03,9938273,3487419,False,,3005743,0.3024,buy,37349,80.033316,0,16579,0,0.0,sell,0,0.0,0,0,1946248,0.1958,buy,46695,44.531597,0,-133155,1498863,0.1508,buy,32542,44.422764,1592,53258,-0.82
2005-02-04,9981389,3487419,False,,3037833,0.3043,buy,37349,80.033316,0,48669,0,0.0,sell,0,0.0,0,0,1936442,0.194,buy,46695,44.531597,0,-142961,1519695,0.1523,buy,32542,44.422764,1592,74090,-0.39
2005-02-07,9979325,3487419,False,,3033790,0.304,buy,37349,80.033316,0,44626,0,0.0,sell,0,0.0,0,0,1927103,0.1931,buy,46695,44.531597,0,-152300,1531013,0.1534,buy,32542,44.422764,1592,85408,-0.41
2005-02-08,9991087,3487419,False,,3037327,0.304,buy,37349,80.033316,0,48163,0,0.0,sell,0,0.0,0,0,1926636,0.1928,buy,46695,44.531597,0,-152767,1539705,0.1541,buy,32542,44.422764,1592,94099,-0.3
2005-02-09,9974781,3487419,False,,3014586,0.3022,buy,37349,80.033316,0,25422,0,0.0,sell,0,0.0,0,0,1928970,0.1934,buy,46695,44.531597,0,-150432,1543805,0.1548,buy,32542,44.422764,1592,98200,-0.46
2005-02-10,9985361,3487419,False,,3025451,0.303,buy,37349,80.033316,0,36287,0,0.0,sell,0,0.0,0,0,1949516,0.1952,buy,46695,44.531597,0,-129887,1522975,0.1525,buy,32542,44.422764,1592,77369,-0.35
2005-02-11,10025811,3487419,False,,3051475,0.3044,buy,37349,80.033316,0,62310,0,0.0,sell,0,0.0,0,0,1964926,0.196,buy,46695,44.531597,0,-114477,1521991,0.1518,buy,32542,44.422764,1592,76386,0.0
2005-02-14,10050241,3487419,False,,3049203,0.3034,buy,37349,80.033316,0,60038,0,0.0,sell,0,0.0,0,0,1986872,0.1977,buy,46695,44.531597,0,-92531,1526747,0.1519,buy,32542,44.422764,1592,81142,0.0
2005-02-15,10055303,3487419,False,,3060572,0.3044,buy,37349,80.033316,0,71408,0,0.0,sell,0,0.0,0,0,1988273,0.1977,buy,46695,44.531597,0,-91130,1519039,0.1511,buy,32542,44.422764,1592,73433,0.0
2005-02-16,10048781,3487419,False,,3062593,0.3048,buy,37349,80.033316,0,73429,0,0.0,sell,0,0.0,0,0,1985471,0.1976,buy,46695,44.531597,0,-93932,1513297,0.1506,buy,32542,44.422764,1592,67691,-0.06
2005-02-17,10024314,3487419,False,,3037833,0.303,buy,37349,80.033316,0,48669,0,0.0,sell,0,0.0,0,0,1995277,0.199,buy,46695,44.531597,0,-84126,1503785,0.15,buy,32542,44.422764,1592,58179,-0.31
2005-02-18,10015839,3487419,False,,3041874,0.3037,buy,37349,80.033316,0,52710,0,0.0,sell,0,0.0,0,0,1996211,0.1993,buy,46695,44.531597,0,-83192,1490334,0.1488,buy,32542,44.422764,1592,44728,-0.39
2005-02-22,10002341,3487419,False,,2996647,0.2996,buy,37349,80.033316,0,7483,0,0.0,sell,0,0.0,0,0,2034501,0.2034,buy,46695,44.531597,0,-44902,1483774,0.1483,buy,32542,44.422764,1592,38168,-0.53
2005-02-23,10021733,3487419,False,,3018124,0.3012,buy,37349,80.033316,0,28959,0,0.0,sell,0,0.0,0,0,2027497,0.2023,buy,46695,44.531597,0,-51906,1488693,0.1485,buy,32542,44.422764,1592,43088,-0.33
2005-02-24,10034212,3487419,False,,3038085,0.3028,buy,37349,80.033316,0,48921,0,0.0,sell,0,0.0,0,0,2023294,0.2016,buy,46695,44.531597,0,-56108,1485414,0.148,buy,32542,44.422764,1592,39808,-0.21
2005-02-25,10079434,3487419,False,,3068152,0.3044,buy,37349,80.033316,0,78988,0,0.0,sell,0,0.0,0,0,2031232,0.2015,buy,46695,44.531597,0,-48170,1492630,0.1481,buy,32542,44.422764,1592,47025,0.0
2005-02-28,10044547,3487419,False,,3047939,0.3034,buy,37349,80.033316,0,58775,0,0.0,sell,0,0.0,0,0,2032633,0.2024,buy,46695,44.531597,0,-46770,1476556,0.147,buy,32542,44.422764,1592,30950,-0.35
2005-03-01,10044772,3487419,False,,3063099,0.3049,buy,37349,80.033316,0,73934,0,0.0,sell,0,0.0,0,0,2018158,0.2009,buy,46695,44.531597,0,-61245,1476096,0.147,buy,32542,44.422764,1592,30491,-0.34
2005-03-02,10042682,3487419,False,,3061582,0.3049,buy,37349,80.033316,0,72418,0,0.0,sell,0,0.0,0,0,2019559,0.2011,buy,46695,44.531597,0,-59844,1474122,0.1468,buy,32542,44.422764,1592,28516,-0.36
2005-03-03,10030049,3487419,False,,3062846,0.3054,buy,37349,80.033316,0,73682,0,0.0,sell,0,0.0,0,0,2006484,0.2,buy,46695,44.531597,0,-72919,1473299,0.1469,buy,32542,44.422764,1592,27694,-0.49
2005-03-04,10103306,3487419,False,,3100998,0.3069,buy,37349,80.033316,0,111834,0,0.0,sell,0,0.0,0,0,2025629,0.2005,buy,46695,44.531597,0,-53774,1489259,0.1474,buy,32542,44.422764,1592,43653,0.0
2005-03-07,10114948,3487419,False,,3102515,0.3067,buy,37349,80.033316,0,113351,0,0.0,sell,0,0.0,0,0,2029832,0.2007,buy,46695,44.531597,0,-49571,1495182,0.1478,buy,32542,44.422764,1592,49576,0.0
2005-03-08,10115324,3487419,False,,3090892,0.3056,buy,37349,80.033316,0,101728,0,0.0,sell,0,0.0,0,0,2055981,0.2033,buy,46695,44.531597,0,-23422,1481032,0.1464,buy,32542,44.422764,1592,35426,0.0
2005-03-09,10056308,3487419,False,,3056529,0.3039,buy,37349,80.033316,0,67365,0,0.0,sell,0,0.0,0,0,2055514,0.2044,buy,46695,44.531597,0,-23889,1456846,0.1449,buy,32542,44.422764,1592,11240,-0.58
2005-03-10,10080419,3487419,False,,3063351,0.3039,buy,37349,80.033316,0,74186,0,0.0,sell,0,0.0,0,0,2063919,0.2047,buy,46695,44.531597,0,-15484,1465730,0.1454,buy,32542,44.422764,1592,20124,-0.35
2005-03-11,10058986,3487419,False,,3041874,0.3024,buy,37349,80.033316,0,52710,0,0.0,sell,0,0.0,0,0,2074659,0.2062,buy,46695,44.531597,0,-4744,1455034,0.1447,buy,32542,44.422764,1592,9428,-0.56
2005-03-14,10067981,3487419,False,,3060826,0.304,buy,37349,80.033316,0,71662,0,0.0,sell,0,0.0,0,0,2055981,0.2042,buy,46695,44.531597,0,-23422,1463755,0.1454,buy,32542,44.422764,1592,18150,-0.47
2005-03-15,10034899,3487419,False,,3035558,0.3025,buy,37349,80.033316,0,46394,0,0.0,sell,0,0.0,0,0,2057382,0.205,buy,46695,44.531597,0,-22021,1454540,0.1449,buy,32542,44.422764,1592,8935,-0.8
2005-03-16,10029687,3487419,False,,3009786,0.3001,buy,37349,80.033316,0,20622,0,0.0,sell,0,0.0,0,0,2069055,0.2063,buy,46695,44.531597,0,-10347,1463426,0.1459,buy,32542,44.422764,1592,17821,-0.85
2005-03-17,10017643,3487419,False,,3015851,0.3011,buy,37349,80.033316,0,26687,0,0.0,sell,0,0.0,0,0,2046175,0.2043,buy,46695,44.531597,0,-33228,1468198,0.1466,buy,32542,44.422764,1592,22592,-0.97
2005-03-18,10002740,3487419,False,,3006895,0.3006,buy,37349,80.033316,0,17731,0,0.0,sell,0,0.0,0,0,2049444,0.2049,buy,46695,44.531597,0,-29959,1458983,0.1459,buy,32542,44.422764,1592,13377,-1.11
2005-03-21,9950111,3487419,False,,2995735,0.3011,buy,37349,80.033316,0,6571,0,0.0,sell,0,0.0,0,0,2012088,0.2022,buy,46695,44.531597,0,-67315,1454869,0.1462,buy,32542,44.422764,1592,9264,-1.63
2005-03-22,9886785,3487419,False,,2965295,0.2999,buy,37349,80.033316,0,-23869,0,0.0,sell,0,0.0,0,0,1991542,0.2014,buy,46695,44.531597,0,-87861,1442529,0.1459,buy,32542,44.422764,1592,-3077,-2.26
2005-03-23,9885493,3487419,False,,2967832,0.3002,buy,37349,80.033316,0,-21333,0,0.0,sell,0,0.0,0,0,1980802,0.2004,buy,46695,44.531597,0,-98601,1449440,0.1466,buy,32542,44.422764,1592,3834,-2.27
2005-03-24,9890605,3487419,False,,2971383,0.3004,buy,37349,80.033316,0,-17781,0,0.0,sell,0,0.0,0,0,1979401,0.2001,buy,46695,44.531597,0,-100002,1452401,0.1468,buy,32542,44.422764,1592,6795,-2.22
2005-03-28,9893036,3487419,False,,2975695,0.3008,buy,37349,80.033316,0,-13469,0,0.0,sell,0,0.0,0,0,1986405,0.2008,buy,46695,44.531597,0,-92998,1443516,0.1459,buy,32542,44.422764,1592,-2089,-2.2
2005-03-29,9882741,3487419,False,,2955910,0.2991,buy,37349,80.033316,0,-33254,0,0.0,sell,0,0.0,0,0,1987339,0.2011,buy,46695,44.531597,0,-92064,1452073,0.1469,buy,32542,44.422764,1592,6468,-2.3
2005-03-30,9934171,3487419,False,,2997765,0.3018,buy,37349,80.033316,0,8600,0,0.0,sell,0,0.0,0,0,1989674,0.2003,buy,46695,44.531597,0,-89729,1459313,0.1469,buy,32542,44.422764,1592,13707,-1.79
2005-03-31,9948925,3487419,False,,2992183,0.3008,buy,37349,80.033316,0,3019,0,0.0,sell,0,0.0,0,0,1999480,0.201,buy,46695,44.531597,0,-79923,1469843,0.1477,buy,32542,44.422764,1592,24237,-1.65
2005-04-01,9931098,3487419,False,,2978739,0.2999,buy,37349,80.033316,0,-10425,0,0.0,sell,0,0.0,0,0,1990141,0.2004,buy,46695,44.531597,0,-89262,1474798,0.1485,buy,32542,44.422764,1592,29193,-1.82
2005-04-04,9925567,3487419,False,,2983813,0.3006,buy,37349,80.033316,0,-5352,0,0.0,sell,0,0.0,0,0,1979868,0.1995,buy,46695,44.531597,0,-99535,1474467,0.1486,buy,32542,44.422764,1592,28862,-1.88
2005-04-05,9938308,3487419,False,,2998017,0.3017,buy,37349,80.033316,0,8852,0,0.0,sell,0,0.0,0,0,1982203,0.1995,buy,46695,44.531597,0,-97200,1470670,0.148,buy,32542,44.422764,1592,25064,-1.75
2005-04-06,9962233,3487419,False,,3008417,0.302,buy,37349,80.033316,0,19253,0,0.0,sell,0,0.0,0,0,1990608,0.1998,buy,46695,44.531597,0,-88795,1475788,0.1481,buy,32542,44.422764,1592,30183,-1.51
2005-04-07,9963775,3487419,False,,3024652,0.3036,buy,37349,80.033316,0,35488,0,0.0,sell,0,0.0,0,0,1987806,0.1995,buy,46695,44.531597,0,-91597,1463898,0.1469,buy,32542,44.422764,1592,18292,-1.5
2005-04-08,9943045,3487419,False,,2993200,0.301,buy,37349,80.033316,0,4035,0,0.0,sell,0,0.0,0,0,1993410,0.2005,buy,46695,44.531597,0,-85993,1469017,0.1477,buy,32542,44.422764,1592,23412,-1.7
2005-04-11,9957456,3487419,False,,2995481,0.3008,buy,37349,80.033316,0,6317,0,0.0,sell,0,0.0,0,0,1997612,0.2006,buy,46695,44.531597,0,-81791,1476944,0.1483,buy,32542,44.422764,1592,31338,-1.56
2005-04-12,9989440,3487419,False,,3010955,0.3014,buy,37349,80.033316,0,21790,0,0.0,sell,0,0.0,0,0,2000414,0.2003,buy,46695,44.531597,0,-78989,1490652,0.1492,buy,32542,44.422764,1592,45047,-1.24
2005-04-13,9953094,3487419,False,,2975441,0.2989,buy,37349,80.033316,0,-13723,0,0.0,sell,0,0.0,0,0,2003216,0.2013,buy,46695,44.531597,0,-76187,1487018,0.1494,buy,32542,44.422764,1592,41413,-1.6
2005-04-14,9884424,3487419,False,,2936632,0.2971,buy,37349,80.033316,0,-52532,0,0.0,sell,0,0.0,0,0,1975665,0.1999,buy,46695,44.531597,0,-103737,1484707,0.1502,buy,32542,44.422764,1592,39102,-2.28
2005-04-15,9867185,3487419,False,,2895539,0.2935,buy,37349,80.033316,0,-93625,0,0.0,sell,0,0.0,0,0,1979868,0.2007,buy,46695,44.531597,0,-99535,1504359,0.1525,buy,32542,44.422764,1592,58753,-2.45
2005-04-18,9888449,3487419,False,,2904417,0.2937,buy,37349,80.033316,0,-84747,0,0.0,sell,0,0.0,0,0,1993410,0.2016,buy,46695,44.531597,0,-85993,1503203,0.152,buy,32542,44.422764,1592,57597,-2.24
2005-04-19,9953615,3487419,False,,2927500,0.2941,buy,37349,80.033316,0,-61665,0,0.0,sell,0,0.0,0,0,2020960,0.203,buy,46695,44.531597,0,-58443,1517737,0.1525,buy,32542,44.422764,1592,72131,-1.6
2005-04-20,9914581,3487419,False,,2886661,0.2912,buy,37349,80.033316,0,-102503,0,0.0,sell,0,0.0,0,0,2026563,0.2044,buy,46695,44.531597,0,-52840,1513938,0.1527,buy,32542,44.422764,1592,68332,-1.98
2005-04-21,9944980,3487419,False,,2942719,0.2959,buy,37349,80.033316,0,-46445,0,0.0,sell,0,0.0,0,0,2016757,0.2028,buy,46695,44.531597,0,-62646,1498085,0.1506,buy,32542,44.422764,1592,52479,-1.68
2005-04-22,9955711,3487419,False,,2931560,0.2945,buy,37349,80.033316,0,-57604,0,0.0,sell,0,0.0,0,0,2026096,0.2035,buy,46695,44.531597,0,-53307,1510636,0.1517,buy,32542,44.422764,1592,65030,-1.58
2005-04-25,9981782,3487419,False,,2950837,0.2956,buy,37349,80.033316,0,-38327,0,0.0,sell,0,0.0,0,0,2028431,0.2032,buy,46695,44.531597,0,-50972,1515095,0.1518,buy,32542,44.422764,1592,69489,-1.32
2005-04-26,9960145,3487419,False,,2922173,0.2934,buy,37349,80.033316,0,-66991,0,0.0,sell,0,0.0,0,0,2037770,0.2046,buy,46695,44.531597,0,-41633,1512782,0.1519,buy,32542,44.422764,1592,67177,-1.53
2005-04-27,9956298,3487419,False,,2933588,0.2946,buy,37349,80.033316,0,-55577,0,0.0,sell,0,0.0,0,0,2017224,0.2026,buy,46695,44.531597,0,-62179,1518067,0.1525,buy,32542,44.422764,1592,72462,-1.57
2005-04-28,9921408,3487419,False,,2896807,0.292,buy,37349,80.033316,0,-92357,0,0.0,sell,0,0.0,0,0,2007885,0.2024,buy,46695,44.531597,0,-71518,1529297,0.1541,buy,32542,44.422764,1592,83691,-1.92
2005-04-29,9974428,3487419,False,,2936125,0.2944,buy,37349,80.033316,0,-53039,0,0.0,sell,0,0.0,0,0,2024228,0.2029,buy,46695,44.531597,0,-55175,1526655,0.1531,buy,32542,44.422764,1592,81050,-1.39
2005-05-02,9968637,3487419,False,,2952613,0.2962,buy,37349,80.033316,0,-36552,0,0.0,sell,0,0.0,0,0,2002282,0.2009,buy,46695,44.531597,0,-77121,1526323,0.1531,buy,32542,44.422764,1592,80718,-1.45
2005-05-03,9972251,3487419,False,,2957685,0.2966,buy,37349,80.033316,0,-31479,0,0.0,sell,0,0.0,0,0,1996678,0.2002,buy,46695,44.531597,0,-82725,1530468,0.1535,buy,32542,44.422764,1592,84863,-1.41
2005-05-04,9988193,3487419,False,,2980515,0.2984,buy,37349,80.033316,0,-8649,0,0.0,sell,0,0.0,0,0,2003216,0.2006,buy,46695,44.531597,0,-76187,1517043,0.1519,buy,32542,44.422764,1592,71437,-1.26
2005-05-05,9991125,3487419,False,,2979501,0.2982,buy,37349,80.033316,0,-9664,0,0.0,sell,0,0.0,0,0,2003682,0.2005,buy,46695,44.531597,0,-75720,1520523,0.1522,buy,32542,44.422764,1592,74917,-1.23
