Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct
2004-12-22,9992448,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1992407,0.1994,buy,44812,44.629977,0,-7552,-0.3
2004-12-23,9985947,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1985906,0.1989,buy,44812,44.629977,0,-14053,-0.36
2004-12-27,9970480,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1970438,0.1976,buy,44812,44.629977,0,-29520,-0.51
2004-12-28,9968910,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1968869,0.1975,buy,44812,44.629977,0,-31090,-0.53
2004-12-29,9966893,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1966851,0.1973,buy,44812,44.629977,0,-33107,-0.55
2004-12-30,9980120,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1980078,0.1984,buy,44812,44.629977,0,-19880,-0.42
2004-12-31,9992609,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1992568,0.1994,buy,44812,44.629977,0,-7391,-0.29
2005-01-03,9996884,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1996842,0.1997,buy,44812,44.629977,0,-3116,-0.25
2005-01-04,9975956,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1975915,0.1981,buy,44812,44.629977,0,-24044,-0.46
2005-01-05,9986531,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1986490,0.1989,buy,44812,44.629977,0,-13469,-0.35
2005-01-06,9987883,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1987842,0.199,buy,44812,44.629977,0,-12117,-0.34
2005-01-07,9992384,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1992343,0.1994,buy,44812,44.629977,0,-7616,-0.3
2005-01-10,9995533,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1995492,0.1996,buy,44812,44.629977,0,-4467,-0.26
2005-01-11,10007234,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2007192,0.2006,buy,44812,44.629977,0,7234,-0.15
2005-01-12,10009936,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2009894,0.2008,buy,44812,44.629977,0,9936,-0.12
2005-01-13,10029286,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2029244,0.2023,buy,44812,44.629977,0,29286,0.0
2005-01-14,10029061,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2029019,0.2023,buy,44812,44.629977,0,29061,-0.0
2005-01-18,10035814,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2035772,0.2029,buy,44812,44.629977,0,35814,0.0
2005-01-19,10041663,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2041622,0.2033,buy,44812,44.629977,0,41663,0.0
2005-01-20,10045714,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2045672,0.2036,buy,44812,44.629977,0,45714,0.0
2005-01-21,10047965,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2047924,0.2038,buy,44812,44.629977,0,47965,0.0
2005-01-24,10056738,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2056697,0.2045,buy,44812,44.629977,0,56738,0.0
2005-01-25,10037387,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2037345,0.203,buy,44812,44.629977,0,37387,-0.19
2005-01-26,10041213,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2041172,0.2033,buy,44812,44.629977,0,41213,-0.15
2005-01-27,10037387,8000041,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2037345,0.203,buy,44812,44.629977,0,37387,-0.19
2005-01-28,10057864,8000041,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2057823,0.2046,buy,44812,44.629977,0,57864,0.0
2005-01-31,10059714,5028932,True,daily,3013667,0.2996,buy,37701,80.033316,0,-3669,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2017115,0.2005,buy,43801,44.629977,1105,62277,0.0
2005-02-01,10075642,5028932,False,,3032796,0.301,buy,37701,80.033316,0,15460,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2013914,0.1999,buy,43801,44.629977,1105,59076,0.0
2005-02-02,10089458,5028932,False,,3041977,0.3015,buy,37701,80.033316,0,24641,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2018550,0.2001,buy,43801,44.629977,1105,63712,0.0
2005-02-03,10080449,5028932,False,,3034071,0.301,buy,37701,80.033316,0,16735,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2017446,0.2001,buy,43801,44.629977,1105,62608,-0.09
2005-02-04,10140880,5028932,False,,3066463,0.3024,buy,37701,80.033316,0,49127,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2045485,0.2017,buy,43801,44.629977,1105,90647,0.0
2005-02-07,10152033,5028932,False,,3062382,0.3017,buy,37701,80.033316,0,45046,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2060719,0.203,buy,43801,44.629977,1105,105881,0.0
2005-02-08,10167303,5028932,False,,3065953,0.3016,buy,37701,80.033316,0,48617,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2072418,0.2038,buy,43801,44.629977,1105,117580,0.0
2005-02-09,10149866,5028932,False,,3042998,0.2998,buy,37701,80.033316,0,25661,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2077937,0.2047,buy,43801,44.629977,1105,123099,-0.17
2005-02-10,10132796,5028932,False,,3053965,0.3014,buy,37701,80.033316,0,36629,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2049899,0.2023,buy,43801,44.629977,1105,95061,-0.34
2005-02-11,10157741,5028932,False,,3080234,0.3032,buy,37701,80.033316,0,62898,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2048576,0.2017,buy,43801,44.629977,1105,93738,-0.09
2005-02-14,10161848,5028932,False,,3077940,0.3029,buy,37701,80.033316,0,60604,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2054977,0.2022,buy,43801,44.629977,1105,100139,-0.05
2005-02-15,10162950,5028932,False,,3089417,0.304,buy,37701,80.033316,0,72081,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2044602,0.2012,buy,43801,44.629977,1105,89764,-0.04
2005-02-16,10157262,5028932,False,,3091457,0.3044,buy,37701,80.033316,0,74121,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2036873,0.2005,buy,43801,44.629977,1105,82035,-0.1
2005-02-17,10119465,5028932,False,,3066463,0.303,buy,37701,80.033316,0,49127,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2024070,0.2,buy,43801,44.629977,1105,69232,-0.47
2005-02-18,10105440,5028932,False,,3070543,0.3039,buy,37701,80.033316,0,53207,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2005965,0.1985,buy,43801,44.629977,1105,51127,-0.61
2005-02-22,10050956,5028932,False,,3024889,0.301,buy,37701,80.033316,0,7553,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1997135,0.1987,buy,43801,44.629977,1105,42297,-1.14
2005-02-23,10079257,5028932,False,,3046568,0.3023,buy,37701,80.033316,0,29232,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2003757,0.1988,buy,43801,44.629977,1105,48919,-0.87
2005-02-24,10094992,5028932,False,,3066718,0.3038,buy,37701,80.033316,0,49382,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1999343,0.1981,buy,43801,44.629977,1105,44505,-0.71
2005-02-25,10135056,5028932,False,,3097068,0.3056,buy,37701,80.033316,0,79732,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2009056,0.1982,buy,43801,44.629977,1105,54218,-0.32
2005-02-28,10093016,5028932,False,,3076665,0.3048,buy,37701,80.033316,0,59329,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1987420,0.1969,buy,43801,44.629977,1105,32582,-0.73
2005-03-01,10107700,5028932,False,,3091967,0.3059,buy,37701,80.033316,0,74631,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1986801,0.1966,buy,43801,44.629977,1105,31964,-0.59
2005-03-02,10103512,5028932,False,,3090436,0.3059,buy,37701,80.033316,0,73100,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1984144,0.1964,buy,43801,44.629977,1105,29306,-0.63
2005-03-03,10103681,5028932,False,,3091712,0.306,buy,37701,80.033316,0,74376,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1983037,0.1963,buy,43801,44.629977,1105,28199,-0.63
2005-03-04,10163674,5028932,False,,3130224,0.308,buy,37701,80.033316,0,112888,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2004518,0.1972,buy,43801,44.629977,1105,49681,-0.04
2005-03-07,10173177,5028932,False,,3131755,0.3078,buy,37701,80.033316,0,114419,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2012490,0.1978,buy,43801,44.629977,1105,57652,0.0
2005-03-08,10142399,5028932,False,,3120023,0.3076,buy,37701,80.033316,0,102687,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1993445,0.1965,buy,43801,44.629977,1105,38607,-0.3
2005-03-09,10075158,5028932,False,,3085336,0.3062,buy,37701,80.033316,0,68000,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1960890,0.1946,buy,43801,44.629977,1105,6053,-0.96
2005-03-10,10094002,5028932,False,,3092222,0.3063,buy,37701,80.033316,0,74885,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1972849,0.1954,buy,43801,44.629977,1105,18011,-0.78
2005-03-11,10057927,5028932,False,,3070543,0.3053,buy,37701,80.033316,0,53207,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1958452,0.1947,buy,43801,44.629977,1105,3614,-1.13
2005-03-14,10088796,5028932,False,,3089673,0.3062,buy,37701,80.033316,0,72337,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1970191,0.1953,buy,43801,44.629977,1105,15353,-0.83
2005-03-15,10050886,5028932,False,,3064167,0.3049,buy,37701,80.033316,0,46831,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1957787,0.1948,buy,43801,44.629977,1105,2950,-1.2
2005-03-16,10036832,5028932,False,,3038152,0.3027,buy,37701,80.033316,0,20816,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1969748,0.1963,buy,43801,44.629977,1105,14910,-1.34
2005-03-17,10049376,5028932,False,,3044274,0.3029,buy,37701,80.033316,0,26938,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1976171,0.1966,buy,43801,44.629977,1105,21333,-1.22
2005-03-18,10027933,5028932,False,,3035234,0.3027,buy,37701,80.033316,0,17898,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1963767,0.1958,buy,43801,44.629977,1105,8930,-1.43
2005-03-21,10011131,5028932,False,,3023969,0.3021,buy,37701,80.033316,0,6633,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1958230,0.1956,buy,43801,44.629977,1105,3393,-1.59
2005-03-22,9963794,5028932,False,,2993242,0.3004,buy,37701,80.033316,0,-24094,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1941620,0.1949,buy,43801,44.629977,1105,-13217,-2.06
2005-03-23,9975656,5028932,False,,2995802,0.3003,buy,37701,80.033316,0,-21534,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1950922,0.1956,buy,43801,44.629977,1105,-3915,-1.94
2005-03-24,9983227,5028932,False,,2999388,0.3004,buy,37701,80.033316,0,-17948,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1954908,0.1958,buy,43801,44.629977,1105,70,-1.87
2005-03-28,9975621,5028932,False,,3003740,0.3011,buy,37701,80.033316,0,-13596,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1942949,0.1948,buy,43801,44.629977,1105,-11888,-1.94
2005-03-29,9967167,5028932,False,,2983768,0.2994,buy,37701,80.033316,0,-33568,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1954467,0.1961,buy,43801,44.629977,1105,-371,-2.03
2005-03-30,10019161,5028932,False,,3026018,0.302,buy,37701,80.033316,0,8681,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1964211,0.196,buy,43801,44.629977,1105,9374,-1.51
2005-03-31,10027699,5028932,False,,3020383,0.3012,buy,37701,80.033316,0,3047,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1978385,0.1973,buy,43801,44.629977,1105,23547,-1.43
2005-04-01,10020799,5028932,False,,3006813,0.3001,buy,37701,80.033316,0,-10523,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1985054,0.1981,buy,43801,44.629977,1105,30217,-1.5
2005-04-04,10025475,5028932,False,,3011934,0.3004,buy,37701,80.033316,0,-5402,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1984609,0.198,buy,43801,44.629977,1105,29771,-1.45
2005-04-05,10034701,5028932,False,,3026272,0.3016,buy,37701,80.033316,0,8936,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1979497,0.1973,buy,43801,44.629977,1105,24660,-1.36
2005-04-06,10052089,5028932,False,,3036770,0.3021,buy,37701,80.033316,0,19434,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1986387,0.1976,buy,43801,44.629977,1105,31549,-1.19
2005-04-07,10052473,5028932,False,,3053158,0.3037,buy,37701,80.033316,0,35822,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1970383,0.196,buy,43801,44.629977,1105,15545,-1.19
2005-04-08,10027614,5028932,False,,3021409,0.3013,buy,37701,80.033316,0,4073,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1977273,0.1972,buy,43801,44.629977,1105,22435,-1.43
2005-04-11,10040587,5028932,False,,3023712,0.3011,buy,37701,80.033316,0,6376,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1987942,0.198,buy,43801,44.629977,1105,33105,-1.3
2005-04-12,10074657,5028932,False,,3039332,0.3017,buy,37701,80.033316,0,21996,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2006394,0.1992,buy,43801,44.629977,1105,51556,-0.97
2005-04-13,10033918,5028932,False,,3003484,0.2993,buy,37701,80.033316,0,-13852,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2001503,0.1995,buy,43801,44.629977,1105,46665,-1.37
2005-04-14,9991632,5028932,False,,2964309,0.2967,buy,37701,80.033316,0,-53027,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1998392,0.2,buy,43801,44.629977,1105,43554,-1.78
2005-04-15,9976603,5028932,False,,2922828,0.293,buy,37701,80.033316,0,-94508,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2024843,0.203,buy,43801,44.629977,1105,70005,-1.93
2005-04-18,9984008,5028932,False,,2931790,0.2936,buy,37701,80.033316,0,-85546,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2023287,0.2027,buy,43801,44.629977,1105,68449,-1.86
2005-04-19,10026871,5028932,False,,2955090,0.2947,buy,37701,80.033316,0,-62246,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2042849,0.2037,buy,43801,44.629977,1105,88011,-1.44
2005-04-20,9980534,5028932,False,,2913867,0.292,buy,37701,80.033316,0,-103469,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2037736,0.2042,buy,43801,44.629977,1105,82898,-1.89
2005-04-21,10015783,5028932,False,,2970453,0.2966,buy,37701,80.033316,0,-46883,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2016397,0.2013,buy,43801,44.629977,1105,61560,-1.55
2005-04-22,10021412,5028932,False,,2959189,0.2953,buy,37701,80.033316,0,-58147,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2033291,0.2029,buy,43801,44.629977,1105,78453,-1.49
2005-04-25,10046872,5028932,False,,2978648,0.2965,buy,37701,80.033316,0,-38688,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2039292,0.203,buy,43801,44.629977,1105,84455,-1.24
2005-04-26,10014826,5028932,False,,2949714,0.2945,buy,37701,80.033316,0,-67622,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2036180,0.2033,buy,43801,44.629977,1105,81342,-1.56
2005-04-27,10033461,5028932,False,,2961236,0.2951,buy,37701,80.033316,0,-56100,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2043294,0.2036,buy,43801,44.629977,1105,88456,-1.37
2005-04-28,10011448,5028932,False,,2924108,0.2921,buy,37701,80.033316,0,-93228,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2058409,0.2056,buy,43801,44.629977,1105,103571,-1.59
2005-04-29,10047582,5028932,False,,2963797,0.295,buy,37701,80.033316,0,-53539,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2054853,0.2045,buy,43801,44.629977,1105,100015,-1.23
2005-05-02,10063778,5028932,False,,2980440,0.2962,buy,37701,80.033316,0,-36896,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2054406,0.2041,buy,43801,44.629977,1105,99569,-1.08
2005-05-03,10074477,5028932,False,,2985560,0.2963,buy,37701,80.033316,0,-31776,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2059985,0.2045,buy,43801,44.629977,1105,105147,-0.97
2005-05-04,10079452,5028932,False,,3008606,0.2985,buy,37701,80.033316,0,-8731,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2041915,0.2026,buy,43801,44.629977,1105,87077,-0.92
2005-05-05,10083112,5028932,False,,3007581,0.2983,buy,37701,80.033316,0,-9755,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2046599,0.203,buy,43801,44.629977,1105,91761,-0.89
2005-05-06,10058467,5028932,False,,2998107,0.2981,buy,37701,80.033316,0,-19229,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2031428,0.202,buy,43801,44.629977,1105,76591,-1.13
2005-05-09,10079167,5028932,False,,3016799,0.2993,buy,37701,80.033316,0,-537,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2033436,0.2017,buy,43801,44.629977,1105,78599,-0.92
2005-05-10,10062430,5028932,False,,2985560,0.2967,buy,37701,80.033316,0,-31776,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2047938,0.2035,buy,43801,44.629977,1105,93100,-1.09
2005-05-11,10085064,5028932,False,,3001948,0.2977,buy,37701,80.033316,0,-15388,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2054184,0.2037,buy,43801,44.629977,1105,99346,-0.87
2005-05-12,10060064,5028932,False,,2968917,0.2951,buy,37701,80.033316,0,-48419,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2062215,0.205,buy,43801,44.629977,1105,107378,-1.11
2005-05-13,10062206,5028932,False,,2963028,0.2945,buy,37701,80.033316,0,-54308,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2070246,0.2057,buy,43801,44.629977,1105,115408,-1.09
2005-05-16,10087404,5028932,False,,2990681,0.2965,buy,37701,80.033316,0,-26655,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2067792,0.205,buy,43801,44.629977,1105,112954,-0.84
2005-05-17,10113176,5028932,False,,3010653,0.2977,buy,37701,80.033316,0,-6683,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2073591,0.205,buy,43801,44.629977,1105,118753,-0.59
