Date,equity,cash,is_month_start,rebalanced,rebalance_reason,spy_close,spy_shares,spy_weight,spy_signal_today,spy_pending_intent,spy_pending_reason,spy_pending_delta,spy_executed_intent,spy_exec_side,spy_exec_shares,spy_exec_price,gld_close,gld_shares,gld_weight,gld_signal_today,gld_pending_intent,gld_pending_reason,gld_pending_delta,gld_executed_intent,gld_exec_side,gld_exec_shares,gld_exec_price,tlt_close,tlt_shares,tlt_weight,tlt_signal_today,tlt_pending_intent,tlt_pending_reason,tlt_pending_delta,tlt_executed_intent,tlt_exec_side,tlt_exec_shares,tlt_exec_price
2004-12-10,9991776,8000041,False,False,,80.347961,0,0.0,hold,,,0.0,,,0,0.0,43.439999,0,0.0,hold,,,0.0,,,0,0.0,44.446465,44812,0.1993,hold,,,0.0,ENTER_TO_TARGET,buy,44812,44.496488
2004-12-13,9996036,8000041,False,False,,81.048225,0,0.0,hold,,,0.0,,,0,0.0,43.91,0,0.0,hold,,,0.0,,,0,0.0,44.541508,44812,0.1997,hold,,,0.0,,,0,0.0
2004-12-14,10003881,8000041,False,False,,81.331032,0,0.0,hold,,,0.0,,,0,0.0,43.549999,0,0.0,hold,,,0.0,,,0,0.0,44.716579,44812,0.2003,hold,,,0.0,,,0,0.0
2004-12-15,10022040,8000041,False,False,,81.391594,0,0.0,hold,,,0.0,,,0,0.0,43.990002,0,0.0,hold,,,0.0,,,0,0.0,45.121819,44812,0.2018,hold,,,0.0,,,0,0.0
2004-12-16,9992223,8000041,False,False,,81.344467,0,0.0,hold,,,0.0,,,0,0.0,43.68,0,0.0,hold,,,0.0,,,0,0.0,44.456432,44812,0.1994,hold,,,0.0,,,0,0.0
2004-12-17,9989536,8000041,False,False,,80.801926,0,0.0,hold,,,0.0,,,0,0.0,44.189999,0,0.0,hold,,,0.0,,,0,0.0,44.396461,44812,0.1992,hold,,,0.0,,,0,0.0
2004-12-20,9993122,8000041,False,False,,80.822235,0,0.0,hold,,,0.0,,,0,0.0,44.34,0,0.0,hold,,,0.0,,,0,0.0,44.476486,44812,0.1994,hold,,,0.0,,,0,0.0
2004-12-21,9999174,8000041,False,False,,81.444603,0,0.0,hold,,,0.0,,,0,0.0,44.220001,0,0.0,hold,,,0.0,,,0,0.0,44.611542,44812,0.1999,hold,,,0.0,,,0,0.0
2004-12-22,9992448,8000041,False,False,,81.640808,0,0.0,hold,,,0.0,,,0,0.0,44.02,0,0.0,hold,,,0.0,,,0,0.0,44.46146,44812,0.1994,hold,,,0.0,,,0,0.0
2004-12-23,9985947,8000041,False,False,,81.701645,0,0.0,hold,,,0.0,,,0,0.0,44.27,0,0.0,hold,,,0.0,,,0,0.0,44.316387,44812,0.1989,hold,,,0.0,,,0,0.0
2004-12-27,9970480,8000041,False,False,,81.532562,0,0.0,hold,,,0.0,,,0,0.0,44.48,0,0.0,hold,,,0.0,,,0,0.0,43.971218,44812,0.1976,hold,,,0.0,,,0,0.0
2004-12-28,9968910,8000041,False,False,,81.979034,0,0.0,hold,,,0.0,,,0,0.0,44.369999,0,0.0,hold,,,0.0,,,0,0.0,43.936192,44812,0.1975,hold,,,0.0,,,0,0.0
2004-12-29,9966893,8000041,False,False,,82.100807,0,0.0,hold,,,0.0,,,0,0.0,43.66,0,0.0,hold,,,0.0,,,0,0.0,43.891178,44812,0.1973,hold,,,0.0,,,0,0.0
2004-12-30,9980120,8000041,False,False,,81.945221,0,0.0,hold,,,0.0,,,0,0.0,43.830002,0,0.0,hold,,,0.0,,,0,0.0,44.186337,44812,0.1984,hold,,,0.0,,,0,0.0
2004-12-31,9992609,8000041,False,False,,81.769348,0,0.0,hold,,,0.0,,,0,0.0,43.799999,0,0.0,hold,,,0.0,,,0,0.0,44.465054,44812,0.1994,hold,,,0.0,,,0,0.0
2005-01-03,9996884,8000041,True,False,,81.38372,0,0.0,hold,,,0.0,,,0,0.0,43.02,0,0.0,hold,,,0.0,,,0,0.0,44.56044,44812,0.1997,hold,,,0.0,,,0,0.0
2005-01-04,9975956,8000041,False,False,,80.389275,0,0.0,hold,,,0.0,,,0,0.0,42.740002,0,0.0,hold,,,0.0,,,0,0.0,44.09343,44812,0.1981,hold,,,0.0,,,0,0.0
2005-01-05,9986531,8000041,False,False,,79.834511,0,0.0,hold,,,0.0,,,0,0.0,42.669998,0,0.0,hold,,,0.0,,,0,0.0,44.329414,44812,0.1989,hold,,,0.0,,,0,0.0
2005-01-06,9987883,8000041,False,False,,80.240425,0,0.0,hold,,,0.0,,,0,0.0,42.150002,0,0.0,hold,,,0.0,,,0,0.0,44.359592,44812,0.199,hold,,,0.0,,,0,0.0
2005-01-07,9992384,8000041,False,False,,80.125412,0,0.0,hold,,,0.0,,,0,0.0,41.84,0,0.0,hold,,,0.0,,,0,0.0,44.460033,44812,0.1994,hold,,,0.0,,,0,0.0
2005-01-10,9995533,8000041,False,False,,80.504288,0,0.0,hold,,,0.0,,,0,0.0,41.950001,0,0.0,hold,,,0.0,,,0,0.0,44.530296,44812,0.1996,hold,,,0.0,,,0,0.0
2005-01-11,10007234,8000041,False,False,,79.949532,0,0.0,hold,,,0.0,,,0,0.0,42.209999,0,0.0,hold,,,0.0,,,0,0.0,44.791405,44812,0.2006,hold,,,0.0,,,0,0.0
2005-01-12,10009936,8000041,False,False,,80.213364,0,0.0,hold,,,0.0,,,0,0.0,42.599998,0,0.0,hold,,,0.0,,,0,0.0,44.8517,44812,0.2008,hold,,,0.0,,,0,0.0
2005-01-13,10029286,8000041,False,False,,79.570694,0,0.0,hold,,,0.0,,,0,0.0,42.599998,0,0.0,hold,,,0.0,,,0,0.0,45.283504,44812,0.2023,hold,,,0.0,,,0,0.0
2005-01-14,10029061,8000041,False,False,,79.990105,0,0.0,hold,,,0.0,,,0,0.0,42.32,0,0.0,hold,,,0.0,,,0,0.0,45.278484,44812,0.2023,hold,,,0.0,,,0,0.0
2005-01-18,10035814,8000041,False,False,,80.822235,0,0.0,hold,,,0.0,,,0,0.0,42.32,0,0.0,hold,,,0.0,,,0,0.0,45.429173,44812,0.2029,hold,,,0.0,,,0,0.0
2005-01-19,10041663,8000041,False,False,,79.976616,0,0.0,hold,,,0.0,,,0,0.0,42.259998,0,0.0,hold,,,0.0,,,0,0.0,45.559708,44812,0.2033,hold,,,0.0,,,0,0.0
2005-01-20,10045714,8000041,False,False,,79.489502,0,0.0,hold,,,0.0,,,0,0.0,42.25,0,0.0,hold,,,0.0,,,0,0.0,45.650097,44812,0.2036,hold,,,0.0,,,0,0.0
2005-01-21,10047965,8000041,False,False,,79.002426,0,0.0,hold,,,0.0,,,0,0.0,42.740002,0,0.0,hold,,,0.0,,,0,0.0,45.700344,44812,0.2038,hold,,,0.0,,,0,0.0
2005-01-24,10056738,8000041,False,False,,78.846825,0,0.0,hold,,,0.0,,,0,0.0,42.77,0,0.0,hold,,,0.0,,,0,0.0,45.896122,44812,0.2045,hold,,,0.0,,,0,0.0
2005-01-25,10037387,8000041,False,False,,79.070053,0,0.0,hold,,,0.0,,,0,0.0,42.240002,0,0.0,hold,,,0.0,,,0,0.0,45.464279,44812,0.203,hold,,,0.0,,,0,0.0
2005-01-26,10041213,8000041,False,False,,79.306847,0,0.0,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0,45.549667,44812,0.2033,hold,,,0.0,,,0,0.0
2005-01-27,10037387,8000041,False,False,,79.442154,0,0.0,hold,,,0.0,,,0,0.0,42.619999,0,0.0,hold,,,0.0,,,0,0.0,45.464279,44812,0.203,hold,,,0.0,,,0,0.0
2005-01-28,10057864,8000041,False,False,,79.442154,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,6034719.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0,45.921246,44812,0.2046,hold,REDUCE_TO_TARGET,rebalance 2005-01-28,-46250.0,,,0,0.0
2005-01-31,10056045,2011596,False,True,daily,79.936005,75402,0.5994,hold,,,0.0,ENTER_TO_TARGET,buy,75402,79.793934,42.220001,0,0.0,hold,,,0.0,,,0,0.0,46.051792,43801,0.2006,hold,,,0.0,REDUCE_TO_TARGET,sell,1011,45.723395
2005-02-01,10091102,2011596,True,False,,80.44339,75402,0.6011,hold,,,0.0,,,0,0.0,42.099998,0,0.0,hold,,,0.0,,,0,0.0,45.978722,43801,0.1996,hold,,,0.0,,,0,0.0
2005-02-02,10114099,2011596,False,False,,80.686897,75402,0.6015,hold,,,0.0,,,0,0.0,42.16,0,0.0,hold,,,0.0,,,0,0.0,46.084564,43801,0.1996,hold,,,0.0,,,0,0.0
2005-02-03,10097184,2011596,False,False,,80.477203,75402,0.601,hold,,,0.0,,,0,0.0,41.68,0,0.0,hold,,,0.0,,,0,0.0,46.059353,43801,0.1998,hold,,,0.0,,,0,0.0
2005-02-04,10190007,2011596,False,False,,81.336395,75402,0.6019,hold,,,0.0,,,0,0.0,41.470001,0,0.0,hold,,,0.0,,,0,0.0,46.699501,43801,0.2007,hold,,,0.0,,,0,0.0
2005-02-07,10197079,2011596,False,False,,81.228142,75402,0.6006,hold,,,0.0,,,0,0.0,41.27,0,0.0,hold,,,0.0,,,0,0.0,47.047298,43801,0.2021,hold,,,0.0,,,0,0.0
2005-02-08,10215919,2011596,False,False,,81.322853,75402,0.6002,hold,,,0.0,,,0,0.0,41.259998,0,0.0,hold,,,0.0,,,0,0.0,47.314396,43801,0.2029,hold,,,0.0,,,0,0.0
2005-02-09,10175528,2011596,False,False,,80.713974,75402,0.5981,hold,,,0.0,,,0,0.0,41.310001,0,0.0,hold,,,0.0,,,0,0.0,47.440395,43801,0.2042,hold,,,0.0,,,0,0.0
2005-02-10,10169425,2011596,False,False,,81.004883,75402,0.6006,hold,,,0.0,,,0,0.0,41.75,0,0.0,hold,,,0.0,,,0,0.0,46.800274,43801,0.2016,hold,,,0.0,,,0,0.0
2005-02-11,10220639,2011596,False,False,,81.701645,75402,0.6027,hold,,,0.0,,,0,0.0,42.080002,0,0.0,hold,,,0.0,,,0,0.0,46.770065,43801,0.2004,hold,,,0.0,,,0,0.0
2005-02-14,10222453,2011596,False,False,,81.640808,75402,0.6022,hold,,,0.0,,,0,0.0,42.549999,0,0.0,hold,,,0.0,,,0,0.0,46.916203,43801,0.201,hold,,,0.0,,,0,0.0
2005-02-15,10235031,2011596,False,False,,81.945221,75402,0.6037,hold,,,0.0,,,0,0.0,42.580002,0,0.0,hold,,,0.0,,,0,0.0,46.679337,43801,0.1998,hold,,,0.0,,,0,0.0
2005-02-16,10231383,2011596,False,False,,81.999344,75402,0.6043,hold,,,0.0,,,0,0.0,42.52,0,0.0,hold,,,0.0,,,0,0.0,46.502884,43801,0.1991,hold,,,0.0,,,0,0.0
2005-02-17,10168593,2011596,False,False,,81.336395,75402,0.6031,hold,,,0.0,,,0,0.0,42.73,0,0.0,hold,,,0.0,,,0,0.0,46.210587,43801,0.1991,hold,,,0.0,,,0,0.0
2005-02-18,10158646,2011596,False,False,,81.444603,75402,0.6045,hold,,,0.0,,,0,0.0,42.75,0,0.0,hold,,,0.0,,,0,0.0,45.797237,43801,0.1975,hold,,,0.0,,,0,0.0
2005-02-22,10058509,2011596,False,False,,80.233658,75402,0.6015,hold,,,0.0,,,0,0.0,43.57,0,0.0,hold,,,0.0,,,0,0.0,45.595646,43801,0.1986,hold,,,0.0,,,0,0.0
2005-02-23,10108489,2011596,False,False,,80.808685,75402,0.6028,hold,,,0.0,,,0,0.0,43.419998,0,0.0,hold,,,0.0,,,0,0.0,45.746834,43801,0.1982,hold,,,0.0,,,0,0.0
2005-02-24,10144374,2011596,False,False,,81.34314,75402,0.6046,hold,,,0.0,,,0,0.0,43.330002,0,0.0,hold,,,0.0,,,0,0.0,45.646049,43801,0.1971,hold,,,0.0,,,0,0.0
2005-02-25,10214789,2011596,False,False,,82.148178,75402,0.6064,hold,,,0.0,,,0,0.0,43.5,0,0.0,hold,,,0.0,,,0,0.0,45.867813,43801,0.1967,hold,,,0.0,,,0,0.0
2005-02-28,10152345,2011596,False,False,,81.606979,75402,0.6061,hold,,,0.0,,,0,0.0,43.529999,0,0.0,hold,,,0.0,,,0,0.0,45.373848,43801,0.1958,hold,,,0.0,,,0,0.0
2005-03-01,10182332,2011596,True,False,,82.012871,75402,0.6073,hold,,,0.0,,,0,0.0,43.220001,0,0.0,hold,,,0.0,,,0,0.0,45.359726,43801,0.1951,hold,,,0.0,,,0,0.0
2005-03-02,10176612,2011596,False,False,,81.97226,75402,0.6074,hold,,,0.0,,,0,0.0,43.25,0,0.0,hold,,,0.0,,,0,0.0,45.299053,43801,0.195,hold,,,0.0,,,0,0.0
2005-03-03,10178057,2011596,False,False,,82.006104,75402,0.6075,hold,,,0.0,,,0,0.0,42.970001,0,0.0,hold,,,0.0,,,0,0.0,45.273777,43801,0.1948,hold,,,0.0,,,0,0.0
2005-03-04,10276562,2011596,False,False,,83.027611,75402,0.6092,hold,,,0.0,,,0,0.0,43.380001,0,0.0,hold,,,0.0,,,0,0.0,45.764214,43801,0.1951,hold,,,0.0,,,0,0.0
2005-03-07,10287596,2011596,False,False,,83.06823,75402,0.6088,hold,,,0.0,,,0,0.0,43.470001,0,0.0,hold,,,0.0,,,0,0.0,45.946209,43801,0.1956,hold,,,0.0,,,0,0.0
2005-03-08,10245086,2011596,False,False,,82.757027,75402,0.6091,hold,,,0.0,,,0,0.0,44.029999,0,0.0,hold,,,0.0,,,0,0.0,45.511398,43801,0.1946,hold,,,0.0,,,0,0.0
2005-03-09,10143158,2011596,False,False,,81.836975,75402,0.6084,hold,,,0.0,,,0,0.0,44.02,0,0.0,hold,,,0.0,,,0,0.0,44.768162,43801,0.1933,hold,,,0.0,,,0,0.0
2005-03-10,10168887,2011596,False,False,,82.019615,75402,0.6082,hold,,,0.0,,,0,0.0,44.200001,0,0.0,hold,,,0.0,,,0,0.0,45.041176,43801,0.194,hold,,,0.0,,,0,0.0
2005-03-11,10111134,2011596,False,False,,81.444603,75402,0.6074,hold,,,0.0,,,0,0.0,44.43,0,0.0,hold,,,0.0,,,0,0.0,44.712494,43801,0.1937,hold,,,0.0,,,0,0.0
2005-03-14,10161133,2011596,False,False,,81.952019,75402,0.6081,hold,,,0.0,,,0,0.0,44.029999,0,0.0,hold,,,0.0,,,0,0.0,44.980499,43801,0.1939,hold,,,0.0,,,0,0.0
2005-03-15,10097717,2011596,False,False,,81.275482,75402,0.6069,hold,,,0.0,,,0,0.0,44.060001,0,0.0,hold,,,0.0,,,0,0.0,44.697323,43801,0.1939,hold,,,0.0,,,0,0.0
2005-03-16,10057648,2011596,False,False,,80.585457,75402,0.6041,hold,,,0.0,,,0,0.0,44.310001,0,0.0,hold,,,0.0,,,0,0.0,44.970383,43801,0.1958,hold,,,0.0,,,0,0.0
2005-03-17,10076314,2011596,False,False,,80.747833,75402,0.6042,hold,,,0.0,,,0,0.0,43.82,0,0.0,hold,,,0.0,,,0,0.0,45.11702,43801,0.1961,hold,,,0.0,,,0,0.0
2005-03-18,10045830,2011596,False,False,,80.508041,75402,0.6043,hold,,,0.0,,,0,0.0,43.889999,0,0.0,hold,,,0.0,,,0,0.0,44.833843,43801,0.1955,hold,,,0.0,,,0,0.0
2005-03-21,10017764,2011596,False,False,,80.209244,75402,0.6037,hold,,,0.0,,,0,0.0,43.09,0,0.0,hold,,,0.0,,,0,0.0,44.707436,43801,0.1955,hold,,,0.0,,,0,0.0
2005-03-22,9939700,2011596,False,False,,79.394226,75402,0.6023,hold,,,0.0,,,0,0.0,42.650002,0,0.0,hold,,,0.0,,,0,0.0,44.32822,43801,0.1953,hold,,,0.0,,,0,0.0
2005-03-23,9954123,2011596,False,False,,79.462143,75402,0.6019,hold,,,0.0,,,0,0.0,42.419998,0,0.0,hold,,,0.0,,,0,0.0,44.540592,43801,0.196,hold,,,0.0,,,0,0.0
2005-03-24,9965279,2011596,False,False,,79.557243,75402,0.602,hold,,,0.0,,,0,0.0,42.389999,0,0.0,hold,,,0.0,,,0,0.0,44.631584,43801,0.1962,hold,,,0.0,,,0,0.0
2005-03-28,9962025,2011596,False,False,,79.672684,75402,0.603,hold,,,0.0,,,0,0.0,42.540001,0,0.0,hold,,,0.0,,,0,0.0,44.358562,43801,0.195,hold,,,0.0,,,0,0.0
2005-03-29,9933599,2011596,False,False,,79.142944,75402,0.6007,hold,,,0.0,,,0,0.0,42.560001,0,0.0,hold,,,0.0,,,0,0.0,44.62151,43801,0.1968,hold,,,0.0,,,0,0.0
2005-03-30,10027842,2011596,False,False,,80.263588,75402,0.6035,hold,,,0.0,,,0,0.0,42.610001,0,0.0,hold,,,0.0,,,0,0.0,44.843987,43801,0.1959,hold,,,0.0,,,0,0.0
2005-03-31,10030746,2011596,False,False,,80.114136,75402,0.6022,hold,,,0.0,,,0,0.0,42.82,0,0.0,hold,,,0.0,,,0,0.0,45.167568,43801,0.1972,hold,,,0.0,,,0,0.0
2005-04-01,10010276,2011596,True,False,,79.754189,75402,0.6007,hold,,,0.0,,,0,0.0,42.619999,0,0.0,hold,,,0.0,,,0,0.0,45.319843,43801,0.1983,hold,,,0.0,,,0,0.0
2005-04-04,10020073,2011596,False,False,,79.89003,75402,0.6012,hold,,,0.0,,,0,0.0,42.400002,0,0.0,hold,,,0.0,,,0,0.0,45.309673,43801,0.1981,hold,,,0.0,,,0,0.0
2005-04-05,10043637,2011596,False,False,,80.270332,75402,0.6026,hold,,,0.0,,,0,0.0,42.450001,0,0.0,hold,,,0.0,,,0,0.0,45.192974,43801,0.1971,hold,,,0.0,,,0,0.0
2005-04-06,10071524,2011596,False,False,,80.548805,75402,0.603,hold,,,0.0,,,0,0.0,42.630001,0,0.0,hold,,,0.0,,,0,0.0,45.350262,43801,0.1972,hold,,,0.0,,,0,0.0
2005-04-07,10088295,2011596,False,False,,80.983482,75402,0.6053,hold,,,0.0,,,0,0.0,42.57,0,0.0,hold,,,0.0,,,0,0.0,44.984879,43801,0.1953,hold,,,0.0,,,0,0.0
2005-04-08,10031687,2011596,False,False,,80.141357,75402,0.6024,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0,45.142189,43801,0.1971,hold,,,0.0,,,0,0.0
2005-04-11,10046963,2011596,False,False,,80.202446,75402,0.6019,hold,,,0.0,,,0,0.0,42.779999,0,0.0,hold,,,0.0,,,0,0.0,45.385777,43801,0.1979,hold,,,0.0,,,0,0.0
2005-04-12,10096652,2011596,False,False,,80.616737,75402,0.602,hold,,,0.0,,,0,0.0,42.84,0,0.0,hold,,,0.0,,,0,0.0,45.807026,43801,0.1987,hold,,,0.0,,,0,0.0
2005-04-13,10020065,2011596,False,False,,79.665886,75402,0.5995,hold,,,0.0,,,0,0.0,42.900002,0,0.0,hold,,,0.0,,,0,0.0,45.695362,43801,0.1997,hold,,,0.0,,,0,0.0
2005-04-14,9938605,2011596,False,False,,78.626801,75402,0.5965,hold,,,0.0,,,0,0.0,42.310001,0,0.0,hold,,,0.0,,,0,0.0,45.624336,43801,0.2011,hold,,,0.0,,,0,0.0
2005-04-15,9882095,2011596,False,False,,77.526543,75402,0.5915,hold,,,0.0,,,0,0.0,42.400002,0,0.0,hold,,,0.0,,,0,0.0,46.22823,43801,0.2049,hold,,,0.0,,,0,0.0
2005-04-18,9898462,2011596,False,False,,77.764252,75402,0.5924,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0,46.192703,43801,0.2044,hold,,,0.0,,,0,0.0
2005-04-19,9964625,2011596,False,False,,78.382278,75402,0.5931,hold,,,0.0,,,0,0.0,43.279999,0,0.0,hold,,,0.0,,,0,0.0,46.639313,43801,0.205,hold,,,0.0,,,0,0.0
2005-04-20,9877065,2011596,False,False,,77.288841,75402,0.59,hold,,,0.0,,,0,0.0,43.400002,0,0.0,hold,,,0.0,,,0,0.0,46.522583,43801,0.2063,hold,,,0.0,,,0,0.0
2005-04-21,9968900,2011596,False,False,,78.78978,75402,0.5959,hold,,,0.0,,,0,0.0,43.189999,0,0.0,hold,,,0.0,,,0,0.0,46.035419,43801,0.2023,hold,,,0.0,,,0,0.0
2005-04-22,9963265,2011596,False,False,,78.490997,75402,0.594,hold,,,0.0,,,0,0.0,43.389999,0,0.0,hold,,,0.0,,,0,0.0,46.421112,43801,0.2041,hold,,,0.0,,,0,0.0
2005-04-25,10008184,2011596,False,False,,79.007133,75402,0.5952,hold,,,0.0,,,0,0.0,43.439999,0,0.0,hold,,,0.0,,,0,0.0,46.558125,43801,0.2038,hold,,,0.0,,,0,0.0
2005-04-26,9947203,2011596,False,False,,78.23967,75402,0.5931,hold,,,0.0,,,0,0.0,43.639999,0,0.0,hold,,,0.0,,,0,0.0,46.487068,43801,0.2047,hold,,,0.0,,,0,0.0
2005-04-27,9977361,2011596,False,False,,78.54528,75402,0.5936,hold,,,0.0,,,0,0.0,43.200001,0,0.0,hold,,,0.0,,,0,0.0,46.649483,43801,0.2048,hold,,,0.0,,,0,0.0
2005-04-28,9918221,2011596,False,False,,77.560493,75402,0.5896,hold,,,0.0,,,0,0.0,43.0,0,0.0,hold,,,0.0,,,0,0.0,46.994556,43801,0.2075,hold,,,0.0,,,0,0.0
2005-04-29,9994043,2011596,False,False,,78.61322,75402,0.5931,hold,,,0.0,,,0,0.0,43.349998,0,0.0,hold,,,0.0,,,0,0.0,46.913383,43801,0.2056,hold,,,0.0,,,0,0.0
2005-05-02,10026882,2011596,True,False,,79.054665,75402,0.5945,hold,,,0.0,,,0,0.0,42.880001,0,0.0,hold,,,0.0,,,0,0.0,46.903179,43801,0.2049,hold,,,0.0,,,0,0.0
2005-05-03,10042702,2011596,False,False,,79.190483,75402,0.5946,hold,,,0.0,,,0,0.0,42.759998,0,0.0,hold,,,0.0,,,0,0.0,47.030548,43801,0.2051,hold,,,0.0,,,0,0.0
2005-05-04,10070721,2011596,False,False,,79.801743,75402,0.5975,hold,,,0.0,,,0,0.0,42.900002,0,0.0,hold,,,0.0,,,0,0.0,46.617992,43801,0.2028,hold,,,0.0,,,0,0.0
2005-05-05,10073357,2011596,False,False,,79.774574,75402,0.5971,hold,,,0.0,,,0,0.0,42.91,0,0.0,hold,,,0.0,,,0,0.0,46.724937,43801,0.2032,hold,,,0.0,,,0,0.0
2005-05-06,10039238,2011596,False,False,,79.52327,75402,0.5973,hold,,,0.0,,,0,0.0,42.52,0,0.0,hold,,,0.0,,,0,0.0,46.378586,43801,0.2023,hold,,,0.0,,,0,0.0
2005-05-09,10078630,2011596,False,False,,80.019066,75402,0.5987,hold,,,0.0,,,0,0.0,42.549999,0,0.0,hold,,,0.0,,,0,0.0,46.424427,43801,0.2018,hold,,,0.0,,,0,0.0
2005-05-10,10030654,2011596,False,False,,79.190483,75402,0.5953,hold,,,0.0,,,0,0.0,42.639999,0,0.0,hold,,,0.0,,,0,0.0,46.755497,43801,0.2042,hold,,,0.0,,,0,0.0
2005-05-11,10069675,2011596,False,False,,79.625153,75402,0.5962,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0,46.898106,43801,0.204,hold,,,0.0,,,0,0.0
2005-05-12,10011645,2011596,False,False,,78.749031,75402,0.5931,hold,,,0.0,,,0,0.0,42.16,0,0.0,hold,,,0.0,,,0,0.0,47.081467,43801,0.206,hold,,,0.0,,,0,0.0
2005-05-13,10007899,2011596,False,False,,78.592834,75402,0.5921,hold,,,0.0,,,0,0.0,41.950001,0,0.0,hold,,,0.0,,,0,0.0,47.264812,43801,0.2069,hold,,,0.0,,,0,0.0
2005-05-16,10060750,2011596,False,False,,79.326309,75402,0.5945,hold,,,0.0,,,0,0.0,41.880001,0,0.0,hold,,,0.0,,,0,0.0,47.208775,43801,0.2055,hold,,,0.0,,,0,0.0
2005-05-17,10106493,2011596,False,False,,79.856056,75402,0.5958,hold,,,0.0,,,0,0.0,41.860001,0,0.0,hold,,,0.0,,,0,0.0,47.341171,43801,0.2052,hold,,,0.0,,,0,0.0
