Date,Open,High,Low,Close,Volume,ma_250,ma_200,ma_150,upper_band_250,lower_band_250,upper_band_200,lower_band_200,upper_band_150,lower_band_150,change_pct
1999-05-19,45.900071,46.375172,45.187419,46.348778,7985600,43.754072,43.883229,44.078166,45.066694,41.566368,45.199725,41.689067,45.400511,41.874257,1.39
1999-05-20,46.447756,46.447756,45.002656,45.075241,5997200,43.764599,43.895089,44.091372,45.077537,41.576369,45.211942,41.700335,45.414113,41.886803,-2.75
1999-05-21,45.213816,45.345788,44.42198,44.659531,10958600,43.77173,43.902696,44.098897,45.084882,41.583143,45.219777,41.707561,45.421864,41.893952,-0.92
1999-05-24,44.738719,44.817902,43.234231,43.52457,9569800,43.76976,43.898933,44.09129,45.082853,41.581272,45.215901,41.703987,45.414029,41.886726,-2.54
1999-05-25,43.471777,44.105246,41.914501,42.099262,17771200,43.75645,43.881026,44.064906,45.069143,41.568627,45.197457,41.686975,45.386853,41.86166,-3.27
1999-05-26,42.653555,43.445391,41.333829,43.273827,26772000,43.752604,43.874984,44.054428,45.065182,41.564974,45.191234,41.681235,45.376061,41.851707,2.79
1999-05-27,43.102265,43.861108,42.54798,43.234238,23334800,43.748474,43.868609,44.043564,45.060928,41.56105,45.184667,41.675178,45.364871,41.841386,-0.09
1999-05-28,43.498192,44.18445,42.943907,43.946899,12969800,43.750055,43.869388,44.042284,45.062556,41.562552,45.185469,41.675918,45.363553,41.84017,1.65
1999-06-01,43.867701,44.078857,42.732737,42.970287,6960200,43.743842,43.860442,44.028085,45.056157,41.556649,45.176255,41.667419,45.348928,41.826681,-2.22
1999-06-02,42.943893,43.92049,41.868316,43.696136,11996600,43.743461,43.858807,44.023689,45.055765,41.556288,45.174571,41.665866,45.344399,41.822504,1.69
1999-06-03,44.026081,44.026081,42.811933,43.075878,11147800,43.738142,43.851016,44.011135,45.050286,41.551235,45.166547,41.658466,45.331469,41.810578,-1.42
1999-06-04,43.392592,44.547353,43.392592,44.395584,12987200,43.743381,43.856435,44.016227,45.055682,41.556212,45.172128,41.663613,45.336714,41.815416,3.06
1999-06-07,44.705724,45.603138,44.606745,45.319397,11491800,43.755938,43.870992,44.033488,45.068617,41.568142,45.187122,41.677442,45.354492,41.831813,2.08
1999-06-08,45.424991,45.636148,43.953496,44.184448,8134800,43.759353,43.874111,44.035487,45.072133,41.571385,45.190334,41.680405,45.356552,41.833713,-2.5
1999-06-09,44.342805,45.048859,44.316411,44.923485,8384400,43.768629,43.884552,44.047249,45.081688,41.580197,45.201089,41.690325,45.368666,41.844886,1.67
1999-06-10,44.448363,44.712308,43.874283,44.408772,9392400,43.77373,43.889768,44.052037,45.086941,41.585043,45.206461,41.69528,45.373598,41.849435,-1.15
1999-06-11,44.712315,44.758505,43.3398,43.735718,16567600,43.773427,43.888236,44.047847,45.08663,41.584755,45.204883,41.693824,45.369283,41.845455,-1.52
1999-06-14,43.894088,43.894088,42.811913,42.910892,14136800,43.766554,43.878511,44.032788,45.079551,41.578226,45.194866,41.684585,45.353772,41.831149,-1.89
1999-06-15,43.016487,43.808322,42.891113,43.550976,9147800,43.764836,43.875252,44.026407,45.077781,41.576594,45.191509,41.681489,45.347199,41.825086,1.49
1999-06-16,44.63315,45.78791,44.580361,45.78791,15060200,43.780956,43.894283,44.049738,45.094385,41.591908,45.211112,41.699569,45.37123,41.847251,5.14
1999-06-17,45.18742,46.507146,45.18742,46.29599,16278200,43.800996,43.918181,44.07949,45.115026,41.610947,45.235726,41.722272,45.401874,41.875515,1.11
1999-06-18,45.873695,46.639137,45.794512,46.507164,5392800,43.822559,43.943942,44.111644,45.137236,41.631432,45.26226,41.746745,45.434994,41.906062,0.46
1999-06-21,46.823902,47.925873,46.744718,47.899479,10565200,43.855045,43.9833,44.161814,45.170696,41.662293,45.302799,41.784135,45.486669,41.953723,2.99
1999-06-22,47.615712,48.222786,46.454353,46.454353,10862800,43.875757,44.007888,44.192179,45.192029,41.681969,45.328125,41.807493,45.517944,41.98257,-3.02
1999-06-23,46.460953,47.298979,46.164014,47.186802,9607000,43.902139,44.039519,44.231843,45.219204,41.707032,45.360704,41.837543,45.558798,42.020251,1.58
1999-06-24,47.167015,47.19341,46.032051,46.249805,14988800,43.920846,44.061512,44.258571,45.238471,41.724804,45.383357,41.858436,45.586328,42.045642,-1.99
1999-06-25,46.559953,46.929477,45.768117,46.19043,8635600,43.93893,44.082695,44.284158,45.257098,41.741984,45.405176,41.87856,45.612683,42.06995,-0.13
1999-06-28,46.586342,47.351783,46.203621,47.285797,7666200,43.965598,44.114567,44.323915,45.284566,41.767319,45.438004,41.908838,45.653633,42.107719,2.37
1999-06-29,47.246199,48.117219,47.008649,47.932457,9000400,43.997207,44.152556,44.37171,45.317123,41.797347,45.477132,41.944928,45.702862,42.153125,1.37
1999-06-30,47.97863,50.62468,47.411148,48.671486,19467600,44.034452,44.19752,44.428661,45.355486,41.83273,45.523446,41.987644,45.761521,42.207228,1.54
1999-07-01,48.829881,49.278588,47.985256,49.001446,6822600,44.07403,44.24532,44.489228,45.396251,41.870328,45.57268,42.033054,45.823905,42.264766,0.68
1999-07-02,48.988236,49.674493,48.988236,49.621704,3302000,44.118234,44.298817,44.557208,45.441781,41.912323,45.627781,42.083876,45.893924,42.329347,1.27
1999-07-06,49.885638,50.387134,49.041013,49.304958,8794800,44.159563,44.348629,44.620092,45.48435,41.951585,45.679088,42.131198,45.958694,42.389087,-0.64
1999-07-07,49.278589,49.595323,48.93546,49.384167,10520000,44.201193,44.398734,44.683192,45.527229,41.991133,45.730696,42.178797,46.023688,42.449032,0.16
1999-07-08,49.384151,50.248572,49.1466,50.044014,11225000,44.247749,44.454906,44.754196,45.575182,42.035362,45.788553,42.232161,46.096822,42.516486,1.34
1999-07-09,50.228783,50.598306,49.859259,50.545517,4206800,44.297931,44.515509,44.830903,45.626869,42.083034,45.850974,42.289734,46.17583,42.589357,1.0
1999-07-12,50.730285,50.99423,49.991238,50.281578,7816200,44.345609,44.572883,44.903097,45.675978,42.128329,45.910069,42.344239,46.25019,42.657942,-0.52
1999-07-13,50.044014,50.228776,49.648096,50.044014,6230000,44.391015,44.627322,44.971189,45.722745,42.171464,45.966142,42.395956,46.320324,42.722629,-0.47
1999-07-14,50.545532,50.994239,49.83288,50.89526,6909400,44.442842,44.689689,45.049653,45.776127,42.2207,46.03038,42.455205,46.401143,42.79717,1.7
1999-07-15,51.073395,51.363735,50.789654,51.363735,6539800,44.497988,44.756098,45.133283,45.832928,42.273089,46.098781,42.518293,46.487282,42.876619,0.92
1999-07-16,51.390134,52.12918,51.370338,51.83884,4913800,44.556481,44.826573,45.222099,45.893175,42.328657,46.17137,42.585244,46.578762,42.960994,0.92
1999-07-19,52.049998,52.049998,51.106394,51.310951,6833000,44.610302,44.891094,45.302746,45.948611,42.379786,46.237827,42.646539,46.661828,43.037608,-1.02
1999-07-20,50.684071,50.756656,49.19938,49.331352,14837400,44.647919,44.935276,45.356105,45.987357,42.415523,46.283334,42.688512,46.716788,43.088299,-3.86
1999-07-21,49.436936,49.99782,49.041018,49.568909,10980400,44.687131,44.981382,45.411903,46.027744,42.452774,46.330823,42.732312,46.774261,43.141308,0.48
1999-07-22,49.568894,49.568894,48.169984,48.308556,15148400,44.715986,45.014488,45.45027,46.057466,42.480187,46.364922,42.763763,46.813778,43.177756,-2.54
1999-07-23,48.671504,48.876062,47.879669,48.381165,12115000,44.745191,45.047987,45.489089,46.087547,42.507932,46.399427,42.795588,46.853762,43.214635,0.15
1999-07-26,47.721307,48.249198,47.114233,47.193417,10720000,44.764699,45.069335,45.511663,46.10764,42.526464,46.421415,42.815868,46.877013,43.23608,-2.45
1999-07-27,48.143608,48.882655,47.734493,48.143608,13732800,44.791622,45.099924,45.546524,46.135371,42.552041,46.452922,42.844928,46.912919,43.269197,2.01
1999-07-28,48.724298,49.357767,48.097428,49.087223,10161800,44.82585,45.139599,45.59342,46.170626,42.584558,46.493787,42.882619,46.961223,43.313749,1.96
1999-07-29,48.169997,48.565915,47.562924,48.038025,13033800,44.851445,45.168439,45.625799,46.196989,42.608873,46.523492,42.910017,46.994573,43.344509,-2.14
1999-07-30,48.249202,48.777093,47.72791,47.800495,10947400,44.874944,45.194629,45.654603,46.221192,42.631197,46.550468,42.934897,47.024241,43.371873,-0.49
1999-08-02,47.879663,48.829866,47.483745,47.668507,9642400,44.897203,45.219244,45.681277,46.244119,42.652343,46.575822,42.958282,47.051716,43.397213,-0.28
1999-08-03,48.321783,48.328382,46.665527,47.358383,13005000,44.916814,45.240529,45.703491,46.264319,42.670974,46.597745,42.978503,47.074595,43.418316,-0.65
1999-08-04,47.358367,47.714693,46.460954,46.500546,13227600,44.929434,45.253067,45.714048,46.277317,42.682962,46.610659,42.990413,47.085469,43.428345,-1.81
1999-08-05,46.507149,47.239597,45.398579,47.239597,18695200,44.947841,45.272833,45.734254,46.296277,42.700449,46.631018,43.009192,47.106281,43.447541,1.59
1999-08-06,46.903078,47.774098,46.401582,46.731514,12392200,44.962054,45.287348,45.747462,46.310915,42.713951,46.645968,43.02298,47.119886,43.460089,-1.08
1999-08-09,46.903063,47.035036,46.038643,46.131023,7983400,44.971368,45.295742,45.752543,46.320509,42.7228,46.654615,43.030955,47.125119,43.464915,-1.28
1999-08-10,46.005664,46.342194,44.712332,45.715324,16767200,44.977296,45.299917,45.75205,46.326615,42.728431,46.658915,43.034921,47.124611,43.464447,-0.9
1999-08-11,46.533549,47.29899,45.834094,47.219807,13101400,44.995165,45.319021,45.77149,46.34502,42.745407,46.678591,43.05307,47.144635,43.482916,3.29
1999-08-12,47.404555,47.721289,46.55993,46.665508,12715000,45.008474,45.332419,45.783331,46.358729,42.758051,46.692391,43.065798,47.156831,43.494165,-1.17
1999-08-13,47.642107,48.750676,47.562923,48.697887,14342600,45.037872,45.365906,45.821935,46.389008,42.785978,46.726883,43.09761,47.196593,43.530838,4.36
1999-08-16,48.671509,49.252189,48.354775,49.087223,11470600,45.070138,45.402934,45.865184,46.422242,42.816631,46.765022,43.132787,47.241139,43.571924,0.8
1999-08-17,49.516114,49.568903,48.433939,49.331352,11408400,45.104092,45.442023,45.911093,46.457214,42.848887,46.805283,43.169921,47.288426,43.615538,0.5
1999-08-18,49.093826,49.700901,48.59233,48.777092,7035200,45.133359,45.475207,45.949053,46.487359,42.876691,46.839464,43.201447,47.327525,43.651601,-1.12
1999-08-19,48.328376,48.671505,47.886268,48.196404,10157800,45.157765,45.502284,45.97882,46.512498,42.899877,46.867352,43.22717,47.358184,43.679879,-1.19
1999-08-20,48.249197,48.961849,47.985252,48.961849,6920800,45.188077,45.536707,46.01833,46.543719,42.928673,46.902809,43.259872,47.39888,43.717413,1.59
1999-08-23,49.410572,50.519142,49.298395,50.519142,9652000,45.230555,45.586284,46.077943,46.587472,42.969028,46.953872,43.30697,47.460282,43.774046,3.18
1999-08-24,50.149592,51.416529,50.050612,50.862244,13891400,45.275429,45.638781,46.141312,46.633692,43.011658,47.007944,43.356842,47.525551,43.834246,0.68
1999-08-25,51.178986,52.155584,50.624701,51.944427,11352000,45.328569,45.701524,46.218174,46.688426,43.06214,47.072569,43.416448,47.604719,43.907265,2.13
1999-08-26,51.94443,52.129192,51.000826,51.080009,9753000,45.374397,45.755041,46.282569,46.735629,43.105677,47.127692,43.467289,47.671046,43.968441,-1.66
1999-08-27,51.462714,51.469313,50.439927,50.571899,9635400,45.415811,45.80297,46.339382,46.778286,43.145021,47.177059,43.512821,47.729563,44.022412,-0.99
1999-08-30,50.783061,50.941428,49.72728,49.859253,10141600,45.451217,45.843331,46.386002,46.814754,43.178656,47.218631,43.551164,47.777582,44.066702,-1.41
1999-08-31,50.202395,50.730286,49.093825,50.413551,14590400,45.490758,45.888806,46.439347,46.855481,43.21622,47.26547,43.594366,47.832528,44.11738,1.11
1999-09-01,50.730257,51.205358,50.413523,50.776447,10752000,45.532875,45.937439,46.496792,46.898861,43.256231,47.315562,43.640567,47.891696,44.171953,0.72
1999-09-02,49.832852,50.862238,49.727274,50.598293,14583200,45.573237,45.983816,46.551117,46.940434,43.294575,47.36333,43.684625,47.94765,44.223561,-0.35
1999-09-03,52.050016,52.940832,51.865255,52.921036,14195400,45.631785,46.052843,46.635487,47.000739,43.350196,47.434428,43.750201,48.034551,44.303712,4.59
1999-09-07,52.815444,53.343335,52.604288,52.683472,9009000,45.687974,46.118819,46.715592,47.058613,43.403575,47.502384,43.812878,48.11706,44.379813,-0.45
1999-09-08,52.366735,52.894626,51.548505,51.970818,14303400,45.738036,46.177048,46.785198,47.110177,43.451134,47.562359,43.868196,48.188754,44.445938,-1.35
1999-09-09,51.997228,52.841853,51.733283,52.709881,12677600,45.793589,46.242051,46.863671,47.167396,43.503909,47.629313,43.929949,48.269581,44.520487,1.42
1999-09-10,53.422526,53.83824,52.815452,53.316948,10251000,45.853536,46.312448,46.949145,47.229142,43.560859,47.701822,43.996826,48.357619,44.601687,1.15
1999-09-13,53.26417,53.369748,52.39315,52.676891,7240800,45.907905,46.375776,47.025009,47.285142,43.61251,47.767049,44.056987,48.435759,44.673758,-1.2
1999-09-14,52.4723,53.336721,52.366722,52.967197,10022600,45.964155,46.441362,47.103713,47.343079,43.665947,47.834603,44.119294,48.516825,44.748528,0.55
1999-09-15,53.627079,53.627079,51.891638,51.944427,16096000,46.011806,46.496119,47.167829,47.39216,43.711216,47.891003,44.171313,48.582864,44.809437,-1.93
1999-09-16,51.918034,52.393135,50.842457,51.918034,15371000,46.058868,46.550069,47.230745,47.440634,43.755924,47.946571,44.222565,48.647668,44.869208,-0.05
1999-09-17,52.393128,53.580882,52.313945,53.475304,14506400,46.117963,46.618976,47.313455,47.501502,43.812065,48.017546,44.288028,48.732858,44.947782,3.0
1999-09-20,53.633674,53.844831,53.237757,53.600681,6187200,46.177586,46.688446,47.396729,47.562914,43.868707,48.0891,44.354024,48.818631,45.026893,0.23
1999-09-21,53.132168,53.237746,52.16217,52.313938,12265800,46.226481,46.744421,47.461858,47.613276,43.915157,48.146754,44.4072,48.885714,45.088765,-2.4
1999-09-22,52.39312,53.145364,51.759651,52.868221,12441800,46.279404,46.805355,47.533465,47.667786,43.965433,48.209515,44.465087,48.959469,45.156792,1.06
1999-09-23,53.422505,53.528083,50.367339,50.677475,19766000,46.314448,46.843883,47.575108,47.703881,43.998726,48.2492,44.501689,49.002361,45.196352,-4.14
1999-09-24,50.360756,50.941436,49.516131,50.743477,23570800,46.349739,46.882685,47.617073,47.740231,44.032252,48.289166,44.538551,49.045585,45.236219,0.13
1999-09-27,51.469327,51.838851,50.941437,51.099804,12608800,46.387588,46.924646,47.663202,47.779216,44.068209,48.332386,44.578414,49.093098,45.280042,0.7
1999-09-28,50.842448,51.522107,49.753674,51.337345,20622000,46.427028,46.968554,47.711866,47.819839,44.105677,48.37761,44.620126,49.143222,45.326273,0.46
1999-09-29,51.337347,51.70687,50.307961,50.307961,15557000,46.457952,47.001782,47.746251,47.851691,44.135055,48.411835,44.651693,49.178639,45.358939,-2.01
1999-09-30,50.783076,51.363756,50.149607,50.835865,17604200,46.492836,47.039932,47.787173,47.887621,44.168194,48.45113,44.687935,49.220789,45.397815,1.05
1999-10-01,50.149606,50.855659,49.621715,50.855659,19607400,46.527599,47.077899,47.827816,47.923427,44.20122,48.490236,44.724004,49.26265,45.436425,0.04
1999-10-04,51.126188,52.181969,50.835849,51.997208,12434200,46.571182,47.126848,47.883039,47.968317,44.242623,48.540653,44.770505,49.31953,45.488887,2.24
1999-10-05,52.181979,53.00021,51.258171,52.366741,19526400,46.617362,47.178986,47.942426,48.015883,44.286494,48.594355,44.820037,49.380699,45.545305,0.71
1999-10-06,52.683472,53.495104,51.885038,53.41592,19098200,46.671534,47.241045,48.014923,48.07168,44.337957,48.658276,44.878993,49.45537,45.614177,2.0
1999-10-07,53.712859,53.970205,52.894629,53.290546,22013600,46.724275,47.301239,48.084798,48.126003,44.388061,48.720276,44.936177,49.527342,45.680559,-0.23
1999-10-08,53.0794,54.003209,52.366748,53.85144,22523200,46.781065,47.366415,48.161178,48.184497,44.442012,48.787408,44.998094,49.606013,45.753119,1.05
1999-10-11,54.003201,54.63667,53.871229,54.610275,13016000,46.843449,47.438493,48.246596,48.248752,44.501277,48.861648,45.066569,49.693994,45.834267,1.41
1999-10-12,54.425505,54.861015,53.211357,53.369724,20182800,46.895451,47.497511,48.314452,48.302315,44.550679,48.922436,45.122635,49.763886,45.89873,-2.27
1999-10-13,52.762666,53.396134,51.574912,51.786068,22570600,46.93442,47.540183,48.360434,48.342453,44.587699,48.966388,45.163174,49.811247,45.942412,-2.97
1999-10-14,51.970815,52.472311,51.12619,52.109386,22130400,46.975655,47.585647,48.410089,48.384925,44.626872,49.013217,45.206365,49.862392,45.989585,0.62
1999-10-15,50.783056,51.522102,50.261764,50.571899,33703000,47.00431,47.615361,48.438722,48.41444,44.654095,49.043822,45.234593,49.891884,46.016786,-2.95
1999-10-18,50.624707,50.809469,48.493349,49.93185,24714800,47.027637,47.638411,48.458499,48.438466,44.676255,49.067563,45.25649,49.912254,46.035574,-1.27
1999-10-19,50.472929,50.730275,49.35776,50.202385,26657200,47.052934,47.663923,48.481597,48.464522,44.700287,49.093841,45.280727,49.936044,46.057517,0.54
1999-10-20,50.967824,52.148979,50.466328,51.733265,22486400,47.090228,47.704414,48.524665,48.502934,44.735716,49.135547,45.319193,49.980405,46.098432,3.05
1999-10-21,50.888639,52.577888,50.519116,52.577888,22454800,47.133954,47.752906,48.57835,48.547973,44.777256,49.185494,45.365261,50.035701,46.149433,1.63
1999-10-22,52.888022,53.422511,52.155574,52.340336,16589400,47.175439,47.798553,48.628178,48.590702,44.816667,49.232509,45.408625,50.087023,46.196769,-0.45
1999-10-25,52.102796,52.940822,51.89164,52.366741,13855400,47.216804,47.844007,48.677695,48.633308,44.855964,49.279327,45.451807,50.138026,46.24381,0.05
1999-10-26,53.000209,53.290548,51.838849,51.944427,13542400,47.254474,47.884807,48.720963,48.672109,44.891751,49.321352,45.490567,50.182592,46.284915,-0.81
1999-10-27,51.812442,52.049992,51.053599,51.865231,15225200,47.291213,47.924414,48.762609,48.70995,44.926653,49.362146,45.528193,50.225487,46.324479,-0.15
1999-10-28,52.683479,53.844838,52.208377,53.660076,14103800,47.341961,47.981485,48.827476,48.76222,44.974863,49.420929,45.582411,50.2923,46.386102,3.46
1999-10-29,54.900604,55.956385,54.715843,55.534073,19000000,47.407237,48.056635,48.916305,48.829454,45.036875,49.498334,45.653803,50.383794,46.47049,3.49
1999-11-01,55.534088,56.193951,55.171163,55.243748,9681800,47.469679,48.128149,49.000112,48.89377,45.096196,49.571993,45.721741,50.470116,46.550107,-0.52
1999-11-02,55.534072,56.22033,55.06557,55.276726,12834800,47.531887,48.199279,49.083246,48.957844,45.155293,49.645257,45.789315,50.555744,46.629084,0.06
1999-11-03,56.061981,56.69545,55.903614,56.378716,18752600,47.60238,48.280666,49.179875,49.030451,45.222261,49.729086,45.866633,50.655271,46.720881,1.99
1999-11-04,57.163945,57.276122,56.405102,57.012177,20048600,47.677358,48.367547,49.283614,49.107679,45.29349,49.818573,45.949169,50.762123,46.819434,1.12
1999-11-05,58.173541,58.463881,57.592861,57.592861,15134600,47.756366,48.459341,49.39367,49.189057,45.368548,49.913121,46.036374,50.875481,46.923987,1.02
1999-11-08,57.804016,58.958777,57.619254,58.754219,10890800,47.843998,48.561778,49.517651,49.279318,45.451799,50.018631,46.133689,51.003181,47.041769,2.02
1999-11-09,59.229303,59.334881,57.856788,58.358284,14629800,47.927778,48.659255,49.634746,49.365611,45.531389,50.119033,46.226292,51.123788,47.153008,-0.67
1999-11-10,58.384709,59.625253,58.120764,59.123756,16561000,48.016989,48.76338,49.760428,49.457498,45.616139,50.226281,46.325211,51.253241,47.272407,1.31
