month,schema_version,rate_level_pct,rate_change_pct,rate_change_lag1_pct,rate_change_lag2_pct,error_eom_pct,error_change_pct,error_daily_sum_pct,cv_diff_pct,rolling_corr_rate_level_error_eom,rolling_corr_rate_change_error_change,rolling_corr_rate_lag1_error_change,rolling_corr_rate_lag2_error_change
2013-12,1.0,0.09,0.01,-0.01,0.01,-1.6294,-0.1943,-0.1943,0.0,0.0986,-0.4061,0.1195,0.3307
2014-01,1.0,0.07,-0.02,0.01,-0.01,-1.6118,0.0176,0.0176,-0.0,0.0952,-0.4279,0.1336,0.3324
2014-02,1.0,0.07,0.0,-0.02,0.01,-1.4378,0.174,0.1743,-0.0003,0.1867,-0.3235,-0.0149,0.4367
2014-03,1.0,0.08,0.01,0.0,-0.02,-1.5515,-0.1137,-0.1136,-0.0001,0.0777,-0.3503,-0.1499,0.5964
2014-04,1.0,0.09,0.01,0.01,0.0,-1.6994,-0.1479,-0.1479,0.0,0.013,-0.3716,-0.214,0.6255
2014-05,1.0,0.09,0.0,0.01,0.01,-1.6681,0.0313,0.0315,-0.0002,-0.0812,-0.5268,-0.1902,0.6165
2014-06,1.0,0.1,0.01,0.0,0.01,-1.7217,-0.0536,-0.0536,0.0,-0.6221,-0.3226,0.3532,0.535
2014-07,1.0,0.09,-0.01,0.01,0.0,-1.795,-0.0733,-0.0732,-0.0001,-0.6443,-0.4044,-0.06,0.0741
2014-08,1.0,0.09,0.0,-0.01,0.01,-1.813,-0.018,-0.0178,-0.0002,-0.6497,-0.4308,-0.0561,0.0688
2014-09,1.0,0.09,0.0,0.0,-0.01,-1.8043,0.0087,0.0084,0.0003,-0.683,-0.4383,-0.1003,0.0475
2014-10,1.0,0.09,0.0,0.0,0.0,-1.7085,0.0958,0.0958,0.0,-0.7142,-0.524,-0.1003,0.1163
2014-11,1.0,0.09,0.0,0.0,0.0,-1.9622,-0.2537,-0.2537,-0.0,-0.6517,-0.3544,-0.2411,0.1382
2014-12,1.0,0.12,0.03,0.0,0.0,-1.7465,0.2157,0.2158,-0.0001,-0.5214,0.2249,-0.3746,0.2404
2015-01,1.0,0.11,-0.01,0.03,0.0,-1.8297,-0.0832,-0.0831,-0.0001,-0.5239,0.3545,-0.3989,0.2791
2015-02,1.0,0.11,0.0,-0.01,0.03,-1.799,0.0307,0.0309,-0.0002,-0.2767,0.4257,-0.232,0.2227
2015-03,1.0,0.11,0.0,0.0,-0.01,-1.9325,-0.1335,-0.1337,0.0002,-0.1669,0.4903,-0.2248,0.2099
2015-04,1.0,0.12,0.01,0.0,0.0,-1.789,0.1435,0.1434,0.0001,-0.072,0.625,-0.1924,0.1386
2015-05,1.0,0.12,0.0,0.01,0.0,-1.8466,-0.0576,-0.0573,-0.0003,0.0064,0.6395,-0.2376,0.1295
2015-06,1.0,0.13,0.01,0.0,0.01,-2.0465,-0.1999,-0.1996,-0.0003,-0.3196,0.5207,-0.1961,0.0504
2015-07,1.0,0.13,0.0,0.01,0.0,-1.9084,0.1381,0.1381,0.0,-0.3403,0.4563,-0.0918,0.0164
2015-08,1.0,0.14,0.01,0.0,0.01,-1.876,0.0324,0.0329,-0.0005,-0.3138,0.4628,-0.1143,0.0389
2015-09,1.0,0.14,0.0,0.01,0.0,-1.7803,0.0957,0.0956,0.0001,-0.141,0.4312,-0.0707,0.0314
2015-10,1.0,0.12,-0.02,0.0,0.01,-1.9569,-0.1766,-0.1767,0.0001,0.1284,0.5502,-0.0004,-0.009
2015-11,1.0,0.12,0.0,-0.02,0.0,-2.0037,-0.0468,-0.047,0.0002,-0.0705,0.5956,-0.0001,-0.0687
2015-12,1.0,0.24,0.12,0.0,-0.02,-2.0943,-0.0906,-0.0906,0.0,-0.5565,-0.0713,0.0489,0.0957
2016-01,1.0,0.34,0.1,0.12,0.0,-2.1146,-0.0203,-0.0204,0.0001,-0.6655,-0.0752,0.0618,0.0866
2016-02,1.0,0.38,0.04,0.1,0.12,-2.0872,0.0274,0.0276,-0.0002,-0.6873,-0.0369,0.1547,0.1296
2016-03,1.0,0.36,-0.02,0.04,0.1,-1.9971,0.0901,0.0902,-0.0001,-0.6501,-0.1599,0.1481,0.2184
2016-04,1.0,0.37,0.01,-0.02,0.04,-2.3168,-0.3197,-0.3199,0.0002,-0.7089,-0.0594,0.3605,0.151
2016-05,1.0,0.37,0.0,0.01,-0.02,-2.2094,0.1074,0.1071,0.0003,-0.7252,-0.1058,0.3179,0.0471
2016-06,1.0,0.38,0.01,0.0,0.01,-2.3414,-0.132,-0.1317,-0.0003,-0.7881,-0.1216,0.3111,0.0382
2016-07,1.0,0.39,0.01,0.01,0.0,-2.3464,-0.005,-0.0048,-0.0002,-0.7905,-0.0783,0.3597,0.0891
2016-08,1.0,0.4,0.01,0.01,0.01,-2.4847,-0.1383,-0.1383,-0.0,-0.7626,-0.0456,0.4022,0.1178
2016-09,1.0,0.4,0.0,0.01,0.01,-2.3302,0.1545,0.1544,0.0001,-0.7087,-0.0626,0.3707,0.1244
2016-10,1.0,0.4,0.0,0.0,0.01,-2.4099,-0.0797,-0.0796,-0.0001,-0.644,-0.1475,0.3539,0.1119
2016-11,1.0,0.41,0.01,0.0,0.0,-2.9442,-0.5343,-0.5344,0.0001,-0.5595,-0.0241,0.3669,0.1872
2016-12,1.0,0.54,0.13,0.01,0.0,-2.6657,0.2785,0.2782,0.0003,-0.6263,0.3398,0.2746,0.0847
2017-01,1.0,0.65,0.11,0.13,0.01,-2.6385,0.0272,0.0273,-0.0001,-0.549,0.3649,0.3094,0.0812
2017-02,1.0,0.66,0.01,0.11,0.13,-2.6528,-0.0143,-0.0144,0.0001,-0.569,0.3524,0.2748,0.0435
2017-03,1.0,0.79,0.13,0.01,0.11,-2.5869,0.0659,0.0659,-0.0,-0.4871,0.452,0.2422,0.0363
2017-04,1.0,0.9,0.11,0.13,0.01,-2.6691,-0.0822,-0.0821,-0.0001,-0.4801,0.3693,0.0727,0.0878
2017-05,1.0,0.91,0.01,0.11,0.13,-2.6566,0.0125,0.0124,0.0001,-0.4372,0.42,0.1306,0.1786
2017-06,1.0,1.04,0.13,0.01,0.11,-2.302,0.3546,0.3549,-0.0003,-0.0431,0.5172,-0.0147,0.3101
2017-07,1.0,1.15,0.11,0.13,0.01,-2.7542,-0.4522,-0.4522,0.0,-0.0915,0.3175,-0.2148,0.368
2017-08,1.0,1.16,0.01,0.11,0.13,-2.3977,0.3565,0.3568,-0.0003,0.1135,0.1509,-0.1299,0.4535
2017-09,1.0,1.15,-0.01,0.01,0.11,-2.7336,-0.3359,-0.3358,-0.0001,0.2234,0.3168,0.0118,0.3913
2017-10,1.0,1.15,0.0,-0.01,0.01,-2.7532,-0.0196,-0.0196,0.0,0.3786,0.2979,-0.0084,0.375
2017-11,1.0,1.16,0.01,0.0,-0.01,-2.845,-0.0918,-0.0919,0.0001,-0.0472,0.2117,-0.1778,0.2724
2017-12,1.0,1.3,0.14,0.01,0.0,-2.7233,0.1217,0.1218,-0.0001,-0.155,0.16,-0.1343,0.3485
2018-01,1.0,1.41,0.11,0.14,0.01,-2.7482,-0.0249,-0.0246,-0.0003,-0.2464,0.1449,-0.1551,0.3662
2018-02,1.0,1.42,0.01,0.11,0.14,-2.7687,-0.0205,-0.0205,-0.0,-0.3646,0.147,-0.1569,0.3565
2018-03,1.0,1.51,0.09,0.01,0.11,-3.0078,-0.2391,-0.2392,0.0001,-0.525,0.0719,-0.0532,0.259
2018-04,1.0,1.69,0.18,0.09,0.01,-2.8304,0.1774,0.1771,0.0003,-0.5605,0.2044,0.0057,0.1701
2018-05,1.0,1.7,0.01,0.18,0.09,-2.7664,0.064,0.0637,0.0003,-0.5453,0.1881,0.0466,0.181
2018-06,1.0,1.82,0.12,0.01,0.18,-2.4113,0.3551,0.3547,0.0004,0.0488,0.1705,0.0465,0.2967
2018-07,1.0,1.91,0.09,0.12,0.01,-2.462,-0.0507,-0.0508,0.0001,0.2431,0.3377,0.2303,0.2101
2018-08,1.0,1.91,0.0,0.09,0.12,-2.6499,-0.1879,-0.188,0.0001,0.5198,0.5944,0.103,-0.0062
2018-09,1.0,1.95,0.04,0.0,0.09,-2.5954,0.0545,0.0545,-0.0,0.5882,0.4995,-0.0626,0.1374
2018-10,1.0,2.19,0.24,0.04,0.0,-2.3685,0.2269,0.2269,0.0,0.7287,0.5948,-0.1306,0.0061
2018-11,1.0,2.2,0.01,0.24,0.04,-2.58,-0.2115,-0.2114,-0.0001,0.6878,0.6189,-0.4149,-0.0178
2018-12,1.0,2.27,0.07,0.01,0.24,-2.1645,0.4155,0.4153,0.0002,0.794,0.4823,-0.4791,0.3714
2019-01,1.0,2.4,0.13,0.07,0.01,-2.2692,-0.1047,-0.1048,0.0001,0.8399,0.4395,-0.4495,0.3987
2019-02,1.0,2.4,0.0,0.13,0.07,-2.3645,-0.0953,-0.0953,-0.0,0.8478,0.4646,-0.4641,0.4307
2019-03,1.0,2.41,0.01,0.0,0.13,-2.3505,0.014,0.0136,0.0004,0.7868,0.517,-0.6017,0.4999
2019-04,1.0,2.42,0.01,0.01,0.0,-2.3993,-0.0488,-0.0486,-0.0002,0.7096,0.5035,-0.5592,0.6004
2019-05,1.0,2.39,-0.03,0.01,0.01,-2.3433,0.056,0.0561,-0.0001,0.5978,0.4793,-0.6279,0.5706
2019-06,1.0,2.38,-0.01,-0.03,0.01,-2.387,-0.0437,-0.044,0.0003,0.688,0.4259,-0.5419,0.4649
2019-07,1.0,2.4,0.02,-0.01,-0.03,-2.384,0.003,0.0035,-0.0005,0.7259,0.4509,-0.5215,0.4291
2019-08,1.0,2.13,-0.27,0.02,-0.01,-2.3872,-0.0032,-0.0029,-0.0003,0.5491,0.3057,-0.4914,0.5682
2019-09,1.0,2.04,-0.09,-0.27,0.02,-2.4084,-0.0212,-0.0213,0.0001,0.2629,0.3105,-0.2542,0.5698
2019-10,1.0,1.83,-0.21,-0.09,-0.27,-2.3441,0.0643,0.0642,0.0001,0.1312,0.0099,-0.3252,0.3455
2019-11,1.0,1.55,-0.28,-0.21,-0.09,-2.3983,-0.0542,-0.0539,-0.0003,0.2054,0.1424,0.0148,0.4376
2019-12,1.0,1.55,0.0,-0.28,-0.21,-2.3366,0.0617,0.0612,0.0005,0.1059,-0.2601,-0.4027,-0.5194
2020-01,1.0,1.55,0.0,0.0,-0.28,-2.1724,0.1642,0.1643,-0.0001,-0.4559,0.1102,-0.1142,-0.7001
2020-02,1.0,1.58,0.03,0.0,0.0,-3.8173,-1.6449,-1.6451,0.0002,0.292,-0.2344,-0.1761,-0.2315
2020-03,1.0,0.65,-0.93,0.03,0.0,-0.4327,3.3846,3.3847,-0.0001,-0.4794,-0.8667,0.1579,0.0451
2020-04,1.0,0.05,-0.6,-0.93,0.03,-1.0647,-0.632,-0.6317,-0.0003,-0.6266,-0.6839,0.257,0.0003
2020-05,1.0,0.05,0.0,-0.6,-0.93,-0.1482,0.9165,0.9167,-0.0002,-0.7586,-0.6233,0.1493,-0.1778
2020-06,1.0,0.08,0.03,0.0,-0.6,-0.3147,-0.1665,-0.1664,-0.0001,-0.8161,-0.6261,0.1401,-0.1138
2020-07,1.0,0.09,0.01,0.03,0.0,-0.5721,-0.2574,-0.2575,0.0001,-0.853,-0.6375,0.1217,-0.1271
2020-08,1.0,0.1,0.01,0.01,0.03,-0.4844,0.0877,0.0878,-0.0001,-0.8734,-0.6357,0.1272,-0.1225
2020-09,1.0,0.09,-0.01,0.01,0.01,-0.8612,-0.3768,-0.3767,-0.0001,-0.8784,-0.6422,0.0956,-0.1398
2020-10,1.0,0.09,0.0,-0.01,0.01,-1.4604,-0.5992,-0.5994,0.0002,-0.8492,-0.6528,0.0671,-0.1697
2020-11,1.0,0.09,0.0,0.0,-0.01,-0.7357,0.7247,0.7245,0.0002,-0.8382,-0.6326,0.0865,-0.1399
2020-12,1.0,0.09,0.0,0.0,0.0,-0.911,-0.1753,-0.1755,0.0002,-0.8205,-0.6378,0.0743,-0.1503
2021-01,1.0,0.09,0.0,0.0,0.0,-0.9115,-0.0005,-0.0004,-0.0001,-0.8327,-0.6424,0.0694,-0.1523
2021-02,1.0,0.08,-0.01,0.0,0.0,-1.0567,-0.1452,-0.1454,0.0002,0.2463,-0.6539,0.1263,-0.1207
2021-03,1.0,0.07,-0.01,-0.01,0.0,-0.6757,0.381,0.381,-0.0,-0.2092,0.3921,-0.0006,-0.4975
2021-04,1.0,0.07,0.0,-0.01,-0.01,-0.7093,-0.0336,-0.0338,0.0002,-0.4601,-0.1082,-0.638,-0.4826
2021-05,1.0,0.06,-0.01,0.0,-0.01,-0.6117,0.0976,0.0976,0.0,-0.1881,-0.1324,-0.1726,0.0943
2021-06,1.0,0.08,0.02,-0.01,0.0,-0.645,-0.0333,-0.0335,0.0002,-0.1788,-0.0535,-0.17,-0.3432
2021-07,1.0,0.1,0.02,0.02,-0.01,-0.6524,-0.0074,-0.0074,0.0,-0.1407,0.0141,-0.0053,-0.3456
2021-08,1.0,0.09,-0.01,0.02,0.02,-0.5788,0.0736,0.0737,-0.0001,-0.2793,-0.0299,0.0121,-0.4573
2021-09,1.0,0.08,-0.01,-0.01,0.02,-0.6087,-0.0299,-0.0299,-0.0,-0.2822,-0.1164,0.1246,-0.3496
2021-10,1.0,0.08,0.0,-0.01,-0.01,-0.5603,0.0484,0.0486,-0.0002,-0.2039,-0.1299,-0.0424,-0.226
2021-11,1.0,0.08,0.0,0.0,-0.01,-0.6349,-0.0746,-0.0744,-0.0002,-0.2041,-0.2657,-0.1132,0.0386
2021-12,1.0,0.08,0.0,0.0,0.0,-0.4516,0.1833,0.1834,-0.0001,-0.1007,-0.2562,-0.0987,0.0581
2022-01,1.0,0.08,0.0,0.0,0.0,-0.4214,0.0302,0.0301,0.0001,0.0525,-0.2556,-0.0975,0.0599
2022-02,1.0,0.08,0.0,0.0,0.0,-0.298,0.1234,0.1236,-0.0002,0.1164,-0.419,-0.0916,0.0804
2022-03,1.0,0.2,0.12,0.0,0.0,0.1018,0.3998,0.3996,0.0002,0.8296,0.7306,0.1213,0.0787
2022-04,1.0,0.33,0.13,0.12,0.0,-0.4672,-0.569,-0.5688,-0.0002,0.4019,-0.275,-0.7863,0.0091
2022-05,1.0,0.77,0.44,0.13,0.12,0.0832,0.5504,0.5503,0.0001,0.6748,0.45,-0.07,0.5586
2022-06,1.0,1.21,0.44,0.44,0.13,0.1796,0.0964,0.0959,0.0005,0.769,0.3599,-0.0051,0.4223
2022-07,1.0,1.68,0.47,0.44,0.44,0.5705,0.3909,0.391,-0.0001,0.8783,0.4537,0.197,0.4439
2022-08,1.0,2.33,0.65,0.47,0.44,0.6239,0.0534,0.0533,0.0001,0.9015,0.3341,0.136,0.3043
2022-09,1.0,2.56,0.23,0.65,0.47,0.7811,0.1572,0.157,0.0002,0.927,0.3116,0.1134,0.2692
2022-10,1.0,3.08,0.52,0.23,0.65,1.1309,0.3498,0.35,-0.0002,0.9493,0.3571,0.1022,0.3391
2022-11,1.0,3.78,0.7,0.52,0.23,1.6144,0.4835,0.4836,-0.0001,0.9691,0.4048,0.1466,0.2915
2022-12,1.0,4.1,0.32,0.7,0.52,1.4351,-0.1793,-0.1792,-0.0001,0.9707,0.4161,-0.0341,0.1466
2023-01,1.0,4.33,0.23,0.32,0.7,1.6723,0.2372,0.2369,0.0003,0.9742,0.3856,-0.0902,0.1283
2023-02,1.0,4.57,0.24,0.23,0.32,1.8461,0.1738,0.1738,-0.0,0.9752,0.4093,-0.1231,0.1178
2023-03,1.0,4.65,0.08,0.24,0.23,1.9053,0.0592,0.0594,-0.0002,0.9877,0.5433,0.0102,0.2589
2023-04,1.0,4.83,0.18,0.08,0.24,2.0567,0.1514,0.1513,0.0001,0.9889,0.4232,-0.3904,-0.1828
2023-05,1.0,5.06,0.23,0.18,0.08,2.3014,0.2447,0.2449,-0.0002,0.9853,0.3999,-0.2616,-0.0108
2023-06,1.0,5.08,0.02,0.23,0.18,2.1142,-0.1872,-0.1873,0.0001,0.9812,0.5618,-0.0967,0.1073
2023-07,1.0,5.12,0.04,0.02,0.23,2.0596,-0.0546,-0.0544,-0.0002,0.9818,0.576,-0.0094,0.1282
2023-08,1.0,5.33,0.21,0.04,0.02,2.1305,0.0709,0.0708,0.0001,0.9711,0.7406,0.0436,0.1677
2023-09,1.0,5.33,0.0,0.21,0.04,2.1731,0.0426,0.0423,0.0003,0.9509,0.732,0.0285,0.1898
2023-10,1.0,5.33,0.0,0.0,0.21,2.2323,0.0592,0.0593,-0.0001,0.9179,0.6667,0.0599,0.0078
2023-11,1.0,5.33,0.0,0.0,0.0,2.2933,0.061,0.061,-0.0,0.9358,0.267,-0.3269,0.0328
2023-12,1.0,5.33,0.0,0.0,0.0,2.3887,0.0954,0.0956,-0.0002,0.8975,0.6886,0.199,0.3173
2024-01,1.0,5.33,0.0,0.0,0.0,2.3835,-0.0052,-0.005,-0.0002,0.834,0.6464,0.0394,0.0181
2024-02,1.0,5.33,0.0,0.0,0.0,2.5578,0.1743,0.1745,-0.0002,0.7164,0.4728,-0.1728,-0.2649
2024-03,1.0,5.33,0.0,0.0,0.0,2.5317,-0.0261,-0.0263,0.0002,0.5725,0.4957,-0.1405,-0.2136
2024-04,1.0,5.33,0.0,0.0,0.0,2.6174,0.0857,0.0856,0.0001,0.4788,0.4103,-0.1806,-0.4266
2024-05,1.0,5.33,0.0,0.0,0.0,2.0357,-0.5817,-0.5821,0.0004,0.4704,0.1136,-0.1159,-0.0781
2024-06,1.0,5.33,0.0,0.0,0.0,2.5857,0.55,0.55,0.0,0.4105,0.0173,0.0005,-0.0719
2024-07,1.0,5.33,0.0,0.0,0.0,2.7678,0.1821,0.1821,0.0,,0.0149,-0.0177,-0.0023
2024-08,1.0,5.33,0.0,0.0,0.0,2.8845,0.1167,0.1166,0.0001,,,-0.0253,-0.0094
2024-09,1.0,5.13,-0.2,0.0,0.0,2.885,0.0005,0.0003,0.0002,-0.4488,0.0734,,-0.0002
2024-10,1.0,4.83,-0.3,-0.2,0.0,2.8764,-0.0086,-0.0087,0.0001,-0.4996,0.1057,0.0775,
2024-11,1.0,4.64,-0.19,-0.3,-0.2,3.0326,0.1562,0.156,0.0002,-0.6284,0.051,-0.0513,-0.1169
2024-12,1.0,4.48,-0.16,-0.19,-0.3,3.1514,0.1188,0.1188,0.0,-0.7201,0.0255,-0.0793,-0.1255
2025-01,1.0,4.33,-0.15,-0.16,-0.19,3.371,0.2196,0.2198,-0.0002,-0.8024,0.0102,-0.1061,-0.1704
2025-02,1.0,4.33,0.0,-0.15,-0.16,3.4854,0.1144,0.1143,0.0001,-0.8433,-0.006,-0.1388,-0.1984
2025-03,1.0,4.33,0.0,0.0,-0.15,3.5533,0.0679,0.0679,-0.0,-0.8606,0.0196,-0.1142,-0.1702
2025-04,1.0,4.33,0.0,0.0,0.0,3.5772,0.0239,0.0236,0.0003,-0.87,0.0027,-0.1308,-0.1866
2025-05,1.0,4.33,0.0,0.0,0.0,3.7737,0.1965,0.1967,-0.0002,-0.9015,0.3697,0.1397,0.0436
2025-06,1.0,4.33,0.0,0.0,0.0,3.8459,0.0722,0.0721,0.0001,-0.863,0.2842,-0.1647,-0.3523
2025-07,1.0,4.33,0.0,0.0,0.0,3.8953,0.0494,0.0492,0.0002,-0.8237,0.1685,-0.2964,-0.4908
2025-08,1.0,4.33,0.0,0.0,0.0,4.0325,0.1372,0.1376,-0.0004,-0.8081,0.1859,-0.2739,-0.4662
2025-09,1.0,4.22,-0.11,0.0,0.0,4.0331,0.0006,0.0008,-0.0002,-0.8442,0.0945,-0.2739,-0.4662
2025-10,1.0,4.09,-0.13,-0.11,0.0,4.0707,0.0376,0.0374,0.0002,-0.8195,-0.2168,-0.4492,-0.4526
2025-11,1.0,3.88,-0.21,-0.13,-0.11,4.3716,0.3009,0.3012,-0.0003,-0.8016,-0.4395,-0.4604,-0.3677
2025-12,1.0,3.72,-0.16,-0.21,-0.13,4.3636,-0.008,-0.0082,0.0002,-0.7989,-0.2679,-0.1989,-0.3329
