Date,equity,cash,is_month_start,rebalanced,rebalance_reason,qld_close,qld_shares,qld_weight,qld_signal_today,qld_pending_intent,qld_pending_reason,qld_pending_delta,qld_executed_intent,qld_exec_side,qld_exec_shares,qld_exec_price
2007-05-22,10000000,10000000,False,False,,1.3499,0,0.0,hold,,,0.0,,,0,0.0
2007-05-23,10000000,10000000,False,False,,1.3381,0,0.0,hold,,,0.0,,,0,0.0
2007-05-24,10000000,10000000,False,False,,1.3003,0,0.0,hold,,,0.0,,,0,0.0
2007-05-25,10000000,10000000,False,False,,1.3142,0,0.0,hold,,,0.0,,,0,0.0
2007-05-29,10000000,10000000,False,False,,1.331,0,0.0,hold,,,0.0,,,0,0.0
2007-05-30,10000000,10000000,False,False,,1.3546,0,0.0,hold,,,0.0,,,0,0.0
2007-05-31,10000000,10000000,False,False,,1.3717,0,0.0,hold,,,0.0,,,0,0.0
2007-06-01,10000000,10000000,True,False,,1.3705,0,0.0,hold,,,0.0,,,0,0.0
2007-06-04,10000000,10000000,False,False,,1.3744,0,0.0,hold,,,0.0,,,0,0.0
2007-06-05,10000000,10000000,False,False,,1.3763,0,0.0,hold,,,0.0,,,0,0.0
2007-06-06,10000000,10000000,False,False,,1.3449,0,0.0,hold,,,0.0,,,0,0.0
2007-06-07,10000000,10000000,False,False,,1.3,0,0.0,hold,,,0.0,,,0,0.0
2007-06-08,10000000,10000000,False,False,,1.3349,0,0.0,hold,,,0.0,,,0,0.0
2007-06-11,10000000,10000000,False,False,,1.3295,0,0.0,hold,,,0.0,,,0,0.0
2007-06-12,10000000,10000000,False,False,,1.3116,0,0.0,hold,,,0.0,,,0,0.0
2007-06-13,10000000,10000000,False,False,,1.3375,0,0.0,hold,,,0.0,,,0,0.0
2007-06-14,10000000,10000000,False,False,,1.3611,0,0.0,hold,,,0.0,,,0,0.0
2007-06-15,10000000,10000000,False,False,,1.3867,0,0.0,hold,,,0.0,,,0,0.0
2007-06-18,10000000,10000000,False,False,,1.3853,0,0.0,hold,,,0.0,,,0,0.0
2007-06-19,10000000,10000000,False,False,,1.3835,0,0.0,hold,,,0.0,,,0,0.0
2007-06-20,10000000,10000000,False,False,,1.3588,0,0.0,hold,,,0.0,,,0,0.0
2007-06-21,10000000,10000000,False,False,,1.3843,0,0.0,hold,,,0.0,,,0,0.0
2007-06-22,10000000,10000000,False,False,,1.3572,0,0.0,hold,,,0.0,,,0,0.0
2007-06-25,10000000,10000000,False,False,,1.3505,0,0.0,hold,,,0.0,,,0,0.0
2007-06-26,10000000,10000000,False,False,,1.3353,0,0.0,hold,,,0.0,,,0,0.0
2007-06-27,10000000,10000000,False,False,,1.3657,0,0.0,hold,,,0.0,,,0,0.0
2007-06-28,10000000,10000000,False,False,,1.3692,0,0.0,hold,,,0.0,,,0,0.0
2007-06-29,10000000,10000000,False,False,,1.3777,0,0.0,hold,,,0.0,,,0,0.0
2007-07-02,10000000,10000000,True,False,,1.3953,0,0.0,hold,,,0.0,,,0,0.0
2007-07-03,10000000,10000000,False,False,,1.4113,0,0.0,hold,,,0.0,,,0,0.0
2007-07-05,10000000,10000000,False,False,,1.4274,0,0.0,hold,,,0.0,,,0,0.0
2007-07-06,10000000,10000000,False,False,,1.4447,0,0.0,hold,,,0.0,,,0,0.0
2007-07-09,10000000,10000000,False,False,,1.446,0,0.0,hold,,,0.0,,,0,0.0
2007-07-10,10000000,10000000,False,False,,1.4224,0,0.0,hold,,,0.0,,,0,0.0
2007-07-11,10000000,10000000,False,False,,1.4464,0,0.0,hold,,,0.0,,,0,0.0
2007-07-12,10000000,10000000,False,False,,1.4838,0,0.0,hold,,,0.0,,,0,0.0
2007-07-13,10000000,10000000,False,False,,1.5056,0,0.0,hold,,,0.0,,,0,0.0
2007-07-16,10000000,10000000,False,False,,1.504,0,0.0,hold,,,0.0,,,0,0.0
2007-07-17,10000000,10000000,False,False,,1.5191,0,0.0,hold,,,0.0,,,0,0.0
2007-07-18,10000000,10000000,False,False,,1.5207,0,0.0,hold,,,0.0,,,0,0.0
2007-07-19,10000000,10000000,False,False,,1.5274,0,0.0,hold,,,0.0,,,0,0.0
2007-07-20,10000000,10000000,False,False,,1.5145,0,0.0,hold,,,0.0,,,0,0.0
2007-07-23,10000000,10000000,False,False,,1.512,0,0.0,hold,,,0.0,,,0,0.0
2007-07-24,10000000,10000000,False,False,,1.4709,0,0.0,hold,,,0.0,,,0,0.0
2007-07-25,10000000,10000000,False,False,,1.4729,0,0.0,hold,,,0.0,,,0,0.0
2007-07-26,10000000,10000000,False,False,,1.4403,0,0.0,hold,,,0.0,,,0,0.0
2007-07-27,10000000,10000000,False,False,,1.383,0,0.0,hold,,,0.0,,,0,0.0
2007-07-30,10000000,10000000,False,False,,1.4219,0,0.0,hold,,,0.0,,,0,0.0
2007-07-31,10000000,10000000,False,False,,1.3614,0,0.0,hold,,,0.0,,,0,0.0
2007-08-01,10000000,10000000,True,False,,1.3779,0,0.0,hold,,,0.0,,,0,0.0
2007-08-02,10000000,10000000,False,False,,1.4051,0,0.0,hold,,,0.0,,,0,0.0
2007-08-03,10000000,10000000,False,False,,1.3494,0,0.0,hold,,,0.0,,,0,0.0
2007-08-06,10000000,10000000,False,False,,1.3759,0,0.0,hold,,,0.0,,,0,0.0
2007-08-07,10000000,10000000,False,False,,1.3928,0,0.0,hold,,,0.0,,,0,0.0
2007-08-08,10000000,10000000,False,False,,1.4336,0,0.0,hold,,,0.0,,,0,0.0
2007-08-09,10000000,10000000,False,False,,1.3621,0,0.0,hold,,,0.0,,,0,0.0
2007-08-10,10000000,10000000,False,False,,1.3365,0,0.0,hold,,,0.0,,,0,0.0
2007-08-13,10000000,10000000,False,False,,1.3538,0,0.0,hold,,,0.0,,,0,0.0
2007-08-14,10000000,10000000,False,False,,1.3107,0,0.0,hold,,,0.0,,,0,0.0
2007-08-15,10000000,10000000,False,False,,1.2622,0,0.0,hold,,,0.0,,,0,0.0
2007-08-16,10000000,10000000,False,False,,1.2332,0,0.0,hold,,,0.0,,,0,0.0
2007-08-17,10000000,10000000,False,False,,1.2771,0,0.0,hold,,,0.0,,,0,0.0
2007-08-20,10000000,10000000,False,False,,1.2853,0,0.0,hold,,,0.0,,,0,0.0
2007-08-21,10000000,10000000,False,False,,1.3216,0,0.0,hold,,,0.0,,,0,0.0
2007-08-22,10000000,10000000,False,False,,1.3524,0,0.0,hold,,,0.0,,,0,0.0
2007-08-23,10000000,10000000,False,False,,1.3469,0,0.0,hold,,,0.0,,,0,0.0
2007-08-24,10000000,10000000,False,False,,1.3867,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,10000000.0,,,0,0.0
2007-08-27,9842181,0,False,False,,1.3595,7239570,1.0,hold,,,0.0,ENTER_TO_TARGET,buy,7239570,1.3772
2007-08-28,9420679,0,False,False,,1.3013,7239570,1.0,hold,,,0.0,,,0,0.0
2007-08-29,9938641,0,False,False,,1.3728,7239570,1.0,hold,,,0.0,,,0,0.0
2007-08-30,10091715,0,False,False,,1.394,7239570,1.0,hold,,,0.0,,,0,0.0
2007-08-31,10267860,0,False,False,,1.4183,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-04,10626444,0,True,False,,1.4678,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-05,10407316,0,False,False,,1.4376,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-06,10380052,0,False,False,,1.4338,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-07,10037193,0,False,False,,1.3864,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-10,10021476,0,False,False,,1.3843,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-11,10275201,0,False,False,,1.4193,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-12,10320289,0,False,False,,1.4255,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-13,10365377,0,False,False,,1.4318,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-14,10364321,0,False,False,,1.4316,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-17,10190274,0,False,False,,1.4076,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-18,10721861,0,False,False,,1.481,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-19,10785823,0,False,False,,1.4898,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-20,10716612,0,False,False,,1.4803,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-21,10846628,0,False,False,,1.4982,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-24,10964054,0,False,False,,1.5145,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-25,11154889,0,False,False,,1.5408,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-26,11254498,0,False,False,,1.5546,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-27,11402330,0,False,False,,1.575,7239570,1.0,hold,,,0.0,,,0,0.0
2007-09-28,11334177,0,False,False,,1.5656,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-01,11528154,0,True,False,,1.5924,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-02,11554361,0,False,False,,1.596,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-03,11376116,0,False,False,,1.5714,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-04,11428537,0,False,False,,1.5786,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-05,11956982,0,False,False,,1.6516,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-08,12047151,0,False,False,,1.6641,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-09,12183451,0,False,False,,1.6829,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-10,12251604,0,False,False,,1.6923,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-11,11895113,0,False,False,,1.6431,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-12,12239022,0,False,False,,1.6906,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-15,12034569,0,False,False,,1.6623,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-16,11978998,0,False,False,,1.6547,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-17,12234830,0,False,False,,1.69,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-18,12317658,0,False,False,,1.7014,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-19,11728415,0,False,False,,1.62,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-22,11975856,0,False,False,,1.6542,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-23,12391060,0,False,False,,1.7116,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-24,12314516,0,False,False,,1.701,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-25,12175060,0,False,False,,1.6817,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-26,12328148,0,False,False,,1.7029,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-29,12448716,0,False,False,,1.7195,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-30,12450815,0,False,False,,1.7198,7239570,1.0,hold,,,0.0,,,0,0.0
2007-10-31,12840854,0,False,False,,1.7737,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-01,12456064,0,True,False,,1.7206,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-02,12588172,0,False,False,,1.7388,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-05,12435091,0,False,False,,1.7177,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-06,12639551,0,False,False,,1.7459,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-07,12048201,0,False,False,,1.6642,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-08,11187387,0,False,False,,1.5453,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-09,10550957,0,False,False,,1.4574,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-12,9997354,0,False,False,,1.3809,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-13,10806789,0,False,False,,1.4927,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-14,10659999,0,False,False,,1.4725,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-15,10458688,0,False,False,,1.4447,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-16,10664191,0,False,False,,1.473,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-19,10392634,0,False,False,,1.4355,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-20,10470221,0,False,False,,1.4462,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-21,10149385,0,False,False,,1.4019,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-23,10396826,0,False,False,,1.4361,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-26,10117929,0,False,False,,1.3976,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-27,10430374,0,False,False,,1.4407,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-28,11056322,0,False,False,,1.5272,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-29,11140207,0,False,False,,1.5388,7239570,1.0,hold,,,0.0,,,0,0.0
2007-11-30,11057379,0,False,False,,1.5274,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-03,10855019,0,True,False,,1.4994,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-04,10751218,0,False,False,,1.4851,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-05,11131816,0,False,False,,1.5376,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-06,11380315,0,False,False,,1.572,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-07,11456851,0,False,False,,1.5825,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-10,11523955,0,False,False,,1.5918,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-11,11026966,0,False,False,,1.5232,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-12,11174805,0,False,False,,1.5436,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-13,11010192,0,False,False,,1.5208,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-14,10841386,0,False,False,,1.4975,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-17,10344404,0,False,False,,1.4289,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-18,10363271,0,False,False,,1.4315,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-19,10458688,0,False,False,,1.4447,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-20,10891564,0,False,False,,1.5044,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-21,11269419,0,False,False,,1.5566,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-24,11402004,0,False,False,,1.575,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-26,11518011,0,False,False,,1.591,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-27,11197610,0,False,False,,1.5467,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-28,11166675,0,False,False,,1.5425,7239570,1.0,hold,,,0.0,,,0,0.0
2007-12-31,10962280,0,False,False,,1.5142,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-02,10612037,0,True,False,,1.4658,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-03,10672806,0,False,False,,1.4742,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-04,9749153,0,False,False,,1.3466,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-07,9623206,0,False,False,,1.3293,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-08,9180159,0,False,False,,1.2681,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-09,9474049,0,False,False,,1.3086,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-10,9479580,0,False,False,,1.3094,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-11,9217725,0,False,False,,1.2732,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-14,9458578,0,False,False,,1.3065,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-15,9026586,0,False,False,,1.2468,7239570,1.0,hold,,,0.0,,,0,0.0
2008-01-16,8761429,0,False,False,,1.2102,7239570,1.0,sell,EXIT_ALL,signal sell,-8761429.0,,,0,0.0
2008-01-17,8829872,8829872,False,False,,1.1769,0,0.0,hold,,,0.0,EXIT_ALL,sell,7239570,1.2197
2008-01-18,8829872,8829872,False,False,,1.1705,0,0.0,hold,,,0.0,,,0,0.0
2008-01-22,8829872,8829872,False,False,,1.1069,0,0.0,hold,,,0.0,,,0,0.0
2008-01-23,8829872,8829872,False,False,,1.1167,0,0.0,hold,,,0.0,,,0,0.0
2008-01-24,8829872,8829872,False,False,,1.1492,0,0.0,hold,,,0.0,,,0,0.0
2008-01-25,8829872,8829872,False,False,,1.0988,0,0.0,hold,,,0.0,,,0,0.0
2008-01-28,8829872,8829872,False,False,,1.1156,0,0.0,hold,,,0.0,,,0,0.0
2008-01-29,8829872,8829872,False,False,,1.1208,0,0.0,hold,,,0.0,,,0,0.0
2008-01-30,8829872,8829872,False,False,,1.1194,0,0.0,hold,,,0.0,,,0,0.0
2008-01-31,8829872,8829872,False,False,,1.1454,0,0.0,hold,,,0.0,,,0,0.0
2008-02-01,8829872,8829872,True,False,,1.1827,0,0.0,hold,,,0.0,,,0,0.0
2008-02-04,8829872,8829872,False,False,,1.1414,0,0.0,hold,,,0.0,,,0,0.0
2008-02-05,8829872,8829872,False,False,,1.0871,0,0.0,hold,,,0.0,,,0,0.0
2008-02-06,8829872,8829872,False,False,,1.0408,0,0.0,hold,,,0.0,,,0,0.0
2008-02-07,8829872,8829872,False,False,,1.0622,0,0.0,hold,,,0.0,,,0,0.0
2008-02-08,8829872,8829872,False,False,,1.0759,0,0.0,hold,,,0.0,,,0,0.0
2008-02-11,8829872,8829872,False,False,,1.1,0,0.0,hold,,,0.0,,,0,0.0
2008-02-12,8829872,8829872,False,False,,1.0919,0,0.0,hold,,,0.0,,,0,0.0
2008-02-13,8829872,8829872,False,False,,1.1309,0,0.0,hold,,,0.0,,,0,0.0
2008-02-14,8829872,8829872,False,False,,1.0951,0,0.0,hold,,,0.0,,,0,0.0
2008-02-15,8829872,8829872,False,False,,1.0912,0,0.0,hold,,,0.0,,,0,0.0
2008-02-19,8829872,8829872,False,False,,1.0808,0,0.0,hold,,,0.0,,,0,0.0
2008-02-20,8829872,8829872,False,False,,1.0907,0,0.0,hold,,,0.0,,,0,0.0
2008-02-21,8829872,8829872,False,False,,1.0741,0,0.0,hold,,,0.0,,,0,0.0
2008-02-22,8829872,8829872,False,False,,1.0835,0,0.0,hold,,,0.0,,,0,0.0
2008-02-25,8829872,8829872,False,False,,1.088,0,0.0,hold,,,0.0,,,0,0.0
2008-02-26,8829872,8829872,False,False,,1.098,0,0.0,hold,,,0.0,,,0,0.0
2008-02-27,8829872,8829872,False,False,,1.1051,0,0.0,hold,,,0.0,,,0,0.0
2008-02-28,8829872,8829872,False,False,,1.0813,0,0.0,hold,,,0.0,,,0,0.0
2008-02-29,8829872,8829872,False,False,,1.0491,0,0.0,hold,,,0.0,,,0,0.0
2008-03-03,8829872,8829872,True,False,,1.0263,0,0.0,hold,,,0.0,,,0,0.0
2008-03-04,8829872,8829872,False,False,,1.0347,0,0.0,hold,,,0.0,,,0,0.0
2008-03-05,8829872,8829872,False,False,,1.0546,0,0.0,hold,,,0.0,,,0,0.0
2008-03-06,8829872,8829872,False,False,,1.0008,0,0.0,hold,,,0.0,,,0,0.0
2008-03-07,8829872,8829872,False,False,,0.9955,0,0.0,hold,,,0.0,,,0,0.0
2008-03-10,8829872,8829872,False,False,,0.9558,0,0.0,hold,,,0.0,,,0,0.0
2008-03-11,8829872,8829872,False,False,,1.0425,0,0.0,hold,,,0.0,,,0,0.0
2008-03-12,8829872,8829872,False,False,,1.0222,0,0.0,hold,,,0.0,,,0,0.0
2008-03-13,8829872,8829872,False,False,,1.0387,0,0.0,hold,,,0.0,,,0,0.0
2008-03-14,8829872,8829872,False,False,,0.9969,0,0.0,hold,,,0.0,,,0,0.0
2008-03-17,8829872,8829872,False,False,,0.9712,0,0.0,hold,,,0.0,,,0,0.0
2008-03-18,8829872,8829872,False,False,,1.0553,0,0.0,hold,,,0.0,,,0,0.0
2008-03-19,8829872,8829872,False,False,,1.0027,0,0.0,hold,,,0.0,,,0,0.0
2008-03-20,8829872,8829872,False,False,,1.031,0,0.0,hold,,,0.0,,,0,0.0
2008-03-24,8829872,8829872,False,False,,1.1156,0,0.0,hold,,,0.0,,,0,0.0
2008-03-25,8829872,8829872,False,False,,1.124,0,0.0,hold,,,0.0,,,0,0.0
2008-03-26,8829872,8829872,False,False,,1.1019,0,0.0,hold,,,0.0,,,0,0.0
2008-03-27,8829872,8829872,False,False,,1.0793,0,0.0,hold,,,0.0,,,0,0.0
2008-03-28,8829872,8829872,False,False,,1.0629,0,0.0,hold,,,0.0,,,0,0.0
2008-03-31,8829872,8829872,False,False,,1.0675,0,0.0,hold,,,0.0,,,0,0.0
2008-04-01,8829872,8829872,True,False,,1.1573,0,0.0,hold,,,0.0,,,0,0.0
2008-04-02,8829872,8829872,False,False,,1.1652,0,0.0,hold,,,0.0,,,0,0.0
2008-04-03,8829872,8829872,False,False,,1.1672,0,0.0,hold,,,0.0,,,0,0.0
2008-04-04,8829872,8829872,False,False,,1.173,0,0.0,hold,,,0.0,,,0,0.0
2008-04-07,8829872,8829872,False,False,,1.1664,0,0.0,hold,,,0.0,,,0,0.0
2008-04-08,8829872,8829872,False,False,,1.156,0,0.0,hold,,,0.0,,,0,0.0
2008-04-09,8829872,8829872,False,False,,1.1309,0,0.0,hold,,,0.0,,,0,0.0
2008-04-10,8829872,8829872,False,False,,1.1577,0,0.0,hold,,,0.0,,,0,0.0
2008-04-11,8829872,8829872,False,False,,1.0956,0,0.0,hold,,,0.0,,,0,0.0
2008-04-14,8829872,8829872,False,False,,1.0797,0,0.0,hold,,,0.0,,,0,0.0
2008-04-15,8829872,8829872,False,False,,1.0813,0,0.0,hold,,,0.0,,,0,0.0
2008-04-16,8829872,8829872,False,False,,1.1612,0,0.0,hold,,,0.0,,,0,0.0
2008-04-17,8829872,8829872,False,False,,1.1637,0,0.0,hold,,,0.0,,,0,0.0
2008-04-18,8829872,8829872,False,False,,1.2101,0,0.0,hold,,,0.0,,,0,0.0
2008-04-21,8829872,8829872,False,False,,1.2262,0,0.0,hold,,,0.0,,,0,0.0
2008-04-22,8829872,8829872,False,False,,1.2026,0,0.0,hold,,,0.0,,,0,0.0
2008-04-23,8829872,8829872,False,False,,1.2154,0,0.0,hold,,,0.0,,,0,0.0
2008-04-24,8829872,8829872,False,False,,1.2319,0,0.0,hold,,,0.0,,,0,0.0
2008-04-25,8829872,8829872,False,False,,1.2331,0,0.0,hold,,,0.0,,,0,0.0
2008-04-28,8829872,8829872,False,False,,1.2374,0,0.0,hold,,,0.0,,,0,0.0
2008-04-29,8829872,8829872,False,False,,1.2526,0,0.0,hold,,,0.0,,,0,0.0
2008-04-30,8829872,8829872,False,False,,1.2339,0,0.0,hold,,,0.0,,,0,0.0
2008-05-01,8829872,8829872,True,False,,1.3111,0,0.0,hold,,,0.0,,,0,0.0
2008-05-02,8829872,8829872,False,False,,1.3254,0,0.0,hold,,,0.0,,,0,0.0
2008-05-05,8829872,8829872,False,False,,1.3083,0,0.0,hold,,,0.0,,,0,0.0
2008-05-06,8829872,8829872,False,False,,1.337,0,0.0,hold,,,0.0,,,0,0.0
2008-05-07,8829872,8829872,False,False,,1.285,0,0.0,hold,,,0.0,,,0,0.0
2008-05-08,8829872,8829872,False,False,,1.2867,0,0.0,hold,,,0.0,,,0,0.0
2008-05-09,8829872,8829872,False,False,,1.2859,0,0.0,hold,,,0.0,,,0,0.0
2008-05-12,8829872,8829872,False,False,,1.334,0,0.0,hold,,,0.0,,,0,0.0
2008-05-13,8829872,8829872,False,False,,1.3418,0,0.0,hold,,,0.0,,,0,0.0
2008-05-14,8829872,8829872,False,False,,1.3306,0,0.0,hold,,,0.0,,,0,0.0
2008-05-15,8829872,8829872,False,False,,1.3827,0,0.0,hold,,,0.0,,,0,0.0
2008-05-16,8829872,8829872,False,False,,1.3827,0,0.0,hold,,,0.0,,,0,0.0
2008-05-19,8829872,8829872,False,False,,1.3692,0,0.0,hold,,,0.0,,,0,0.0
2008-05-20,8829872,8829872,False,False,,1.3444,0,0.0,hold,,,0.0,,,0,0.0
2008-05-21,8829872,8829872,False,False,,1.2891,0,0.0,hold,,,0.0,,,0,0.0
2008-05-22,8829872,8829872,False,False,,1.2865,0,0.0,hold,,,0.0,,,0,0.0
2008-05-23,8829872,8829872,False,False,,1.2822,0,0.0,hold,,,0.0,,,0,0.0
